players_used,Playing Time,Playing Time,Playing Time,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,url
2,38,38,3420,38,49,1.29,166,117,72.3,10,13,15,11,28.9,6,3,3,0,50.0,/en/squads/2b390eca/2017-2018/Athletic-Club-Stats
2,38,38,3420,38,22,0.58,129,105,83.7,23,10,5,23,60.5,4,1,3,0,75.0,/en/squads/db3b9613/2017-2018/Atletico-Madrid-Stats
2,38,38,3420,38,29,0.76,133,104,79.7,28,9,1,19,50.0,2,2,0,0,0.0,/en/squads/206d90db/2017-2018/Barcelona-Stats
3,38,38,3420,38,61,1.61,156,98,62.8,18,6,14,13,34.2,4,3,1,0,25.0,/en/squads/fc536746/2017-2018/Real-Betis-Stats
3,38,38,3416,38,60,1.58,161,102,65.2,13,10,15,7,18.4,5,4,0,1,0.0,/en/squads/f25da7fb/2017-2018/Celta-Vigo-Stats
3,38,38,3420,38,50,1.32,134,87,65.7,14,9,15,11,28.9,4,4,0,0,0.0,/en/squads/bea5c710/2017-2018/Eibar-Stats
2,38,38,3420,38,42,1.11,164,122,76.8,12,13,13,12,31.6,6,4,2,0,33.3,/en/squads/a8661628/2017-2018/Espanyol-Stats
2,38,38,3420,38,33,0.87,130,96,76.2,15,10,13,14,36.8,4,2,1,1,33.3,/en/squads/7848bd64/2017-2018/Getafe-Stats
2,38,38,3420,38,59,1.55,175,119,68.6,14,9,15,11,28.9,5,4,0,1,0.0,/en/squads/9024a00a/2017-2018/Girona-Stats
5,38,38,3415,38,76,2.0,179,105,59.8,6,11,21,6,15.8,5,4,1,0,20.0,/en/squads/2a60ed82/2017-2018/Deportivo-La-Coruna-Stats
2,38,38,3420,38,74,1.95,215,142,67.9,5,7,26,5,13.2,5,5,0,0,0.0,/en/squads/0049d422/2017-2018/Las-Palmas-Stats
3,38,38,3420,38,51,1.34,156,104,71.2,12,7,19,14,36.8,7,6,1,0,14.3,/en/squads/7c6f2c78/2017-2018/Leganes-Stats
3,38,38,3420,38,58,1.53,183,127,71.0,11,13,14,10,26.3,6,5,0,1,0.0,/en/squads/9800b6a1/2017-2018/Levante-Stats
2,38,38,3420,38,61,1.61,170,108,67.6,5,5,28,6,15.8,7,6,1,0,14.3,/en/squads/1c896955/2017-2018/Malaga-Stats
3,38,38,3420,38,44,1.16,144,100,70.8,22,10,6,10,26.3,4,2,2,0,50.0,/en/squads/53a2f082/2017-2018/Real-Madrid-Stats
3,38,38,3420,38,59,1.55,149,90,64.4,14,7,17,10,26.3,8,6,2,0,25.0,/en/squads/e31d1cd9/2017-2018/Real-Sociedad-Stats
2,38,38,3420,38,58,1.53,150,92,64.7,17,7,14,14,36.8,8,5,1,2,16.7,/en/squads/ad2be733/2017-2018/Sevilla-Stats
2,38,38,3420,38,38,1.0,164,124,78.7,22,7,9,12,31.6,5,3,2,0,40.0,/en/squads/dcc91a7b/2017-2018/Valencia-Stats
3,38,38,3420,38,50,1.32,157,104,71.3,18,7,13,11,28.9,8,5,3,0,37.5,/en/squads/2a8183b3/2017-2018/Villarreal-Stats
2,38,38,3420,38,42,1.11,178,136,78.7,12,9,17,11,28.9,4,4,0,0,0.0,/en/squads/25622401/2017-2018/Amiens-Stats
3,38,38,3420,38,52,1.37,138,90,67.4,9,14,15,6,15.8,7,7,0,0,0.0,/en/squads/69236f98/2017-2018/Angers-Stats
2,38,38,3420,38,48,1.26,132,81,66.7,16,7,15,10,26.3,8,4,4,0,50.0,/en/squads/123f3efe/2017-2018/Bordeaux-Stats
2,38,38,3418,38,52,1.37,151,103,68.9,10,8,20,13,34.2,5,5,0,0,0.0,/en/squads/74229020/2017-2018/Caen-Stats
1,38,38,3420,38,73,1.92,201,128,69.2,13,9,16,5,13.2,14,11,3,0,21.4,/en/squads/8dfb7350/2017-2018/Dijon-Stats
1,38,38,3420,38,59,1.55,171,111,68.4,12,11,15,11,28.9,7,5,2,0,28.6,/en/squads/d41b5f53/2017-2018/Guingamp-Stats
4,38,38,3420,38,67,1.76,185,119,66.5,10,8,20,5,13.2,7,5,2,0,28.6,/en/squads/cb188c0c/2017-2018/Lille-Stats
2,38,38,3420,38,43,1.13,150,108,74.7,23,9,6,15,39.5,8,5,2,1,28.6,/en/squads/d53c0b06/2017-2018/Lyon-Stats
2,38,38,3420,38,47,1.24,141,95,69.5,22,11,5,14,36.8,6,4,1,1,20.0,/en/squads/5725cc7b/2017-2018/Marseille-Stats
3,38,38,3417,38,76,2.0,206,130,64.6,6,8,24,4,10.5,5,3,2,0,40.0,/en/squads/f83960ae/2017-2018/Metz-Stats
3,38,38,3420,38,45,1.18,147,103,72.8,24,8,6,14,36.8,5,5,0,0,0.0,/en/squads/fd6114db/2017-2018/Monaco-Stats
1,38,38,3420,38,33,0.87,117,84,76.1,11,18,9,14,36.8,6,5,0,1,0.0,/en/squads/281b0e73/2017-2018/Montpellier-Stats
2,38,38,3420,38,41,1.08,138,98,72.5,14,10,14,12,31.6,4,3,0,1,0.0,/en/squads/d7a486cd/2017-2018/Nantes-Stats
2,38,38,3420,38,52,1.37,154,102,68.2,15,9,14,10,26.3,5,3,2,0,40.0,/en/squads/132ebc33/2017-2018/Nice-Stats
2,38,38,3420,38,29,0.76,119,90,78.2,29,6,3,18,47.4,5,3,1,1,25.0,/en/squads/e2d8892c/2017-2018/Paris-Saint-Germain-Stats
3,38,38,3420,38,44,1.16,148,104,73.6,16,10,12,10,26.3,8,5,2,1,28.6,/en/squads/b3072e00/2017-2018/Rennes-Stats
2,38,38,3416,38,50,1.32,179,129,75.4,15,10,13,13,34.2,7,6,1,0,14.3,/en/squads/d298ef2c/2017-2018/Saint-Etienne-Stats
3,38,38,3420,38,67,1.76,174,106,64.9,9,11,18,4,10.5,7,6,1,0,14.3,/en/squads/c0d3eab4/2017-2018/Strasbourg-Stats
1,38,38,3420,38,54,1.42,158,106,69.6,9,10,19,12,31.6,6,6,0,0,0.0,/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats
2,38,38,3420,38,59,1.55,193,134,71.5,9,6,23,8,21.1,5,4,1,0,20.0,/en/squads/54195385/2017-2018/Troyes-Stats
2,34,34,3060,34,46,1.35,166,119,73.5,10,11,13,9,26.5,3,2,1,0,33.3,/en/squads/0cdc4311/2017-2018/Augsburg-Stats
3,34,34,3060,34,28,0.82,95,67,71.6,27,3,4,16,47.1,4,1,3,0,75.0,/en/squads/054efa67/2017-2018/Bayern-Munich-Stats
2,34,34,3060,34,47,1.38,152,105,71.1,15,10,9,12,35.3,3,3,0,0,0.0,/en/squads/add600ae/2017-2018/Dortmund-Stats
1,34,34,3060,34,45,1.32,133,90,67.7,14,7,13,7,20.6,3,2,0,1,0.0,/en/squads/f0ac8ee6/2017-2018/Eintracht-Frankfurt-Stats
2,34,34,3060,34,56,1.65,158,106,67.1,8,12,14,9,26.5,5,4,0,1,0.0,/en/squads/a486e511/2017-2018/Freiburg-Stats
2,34,34,3060,34,52,1.53,174,123,72.4,13,8,13,7,20.6,4,4,0,0,0.0,/en/squads/32f3ee20/2017-2018/Monchengladbach-Stats
2,34,34,3060,34,53,1.56,142,90,64.8,8,7,19,7,20.6,4,3,0,1,0.0,/en/squads/26790c6a/2017-2018/Hamburger-SV-Stats
2,34,34,3060,34,54,1.59,178,124,70.8,10,9,15,5,14.7,4,2,0,2,0.0,/en/squads/60b5e41f/2017-2018/Hannover-96-Stats
2,34,34,3060,34,46,1.35,154,109,74.0,10,13,11,8,23.5,7,6,0,1,0.0,/en/squads/2818f8bc/2017-2018/Hertha-BSC-Stats
1,34,34,3060,34,48,1.41,147,100,69.4,15,10,9,10,29.4,4,3,1,0,25.0,/en/squads/033ea6b8/2017-2018/Hoffenheim-Stats
1,34,34,3060,34,70,2.06,201,130,69.2,5,7,22,5,14.7,9,8,1,0,11.1,/en/squads/bc357bf7/2017-2018/Koln-Stats
2,34,34,3060,34,44,1.29,118,73,66.9,15,10,9,10,29.4,6,5,1,0,16.7,/en/squads/c7a9f859/2017-2018/Bayer-Leverkusen-Stats
3,34,34,3060,34,52,1.53,144,92,67.4,9,9,16,7,20.6,7,5,1,1,16.7,/en/squads/a224b06a/2017-2018/Mainz-05-Stats
2,34,34,3060,34,53,1.56,151,98,68.2,15,8,11,6,17.6,5,5,0,0,0.0,/en/squads/acbb6a5b/2017-2018/RB-Leipzig-Stats
2,34,34,3060,34,37,1.09,129,91,73.6,18,9,7,13,38.2,6,3,2,1,40.0,/en/squads/c539e393/2017-2018/Schalke-04-Stats
1,34,34,3060,34,36,1.06,155,117,79.4,15,6,13,12,35.3,6,4,2,0,33.3,/en/squads/598bc722/2017-2018/Stuttgart-Stats
1,34,34,3060,34,40,1.18,162,123,76.5,10,12,12,8,23.5,4,2,1,1,33.3,/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats
1,34,34,3060,34,48,1.41,153,104,72.5,6,15,13,8,23.5,9,6,3,0,33.3,/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats
3,38,38,3420,38,39,1.03,118,78,67.8,16,12,10,11,28.9,2,1,1,0,50.0,/en/squads/922493f3/2017-2018/Atalanta-Stats
3,38,38,3418,38,84,2.21,209,127,64.6,6,3,29,4,10.5,13,10,0,3,0.0,/en/squads/4fcb34fd/2017-2018/Benevento-Stats
3,38,38,3420,38,52,1.37,166,117,70.5,11,6,21,8,21.1,4,3,0,1,0.0,/en/squads/1d8099f8/2017-2018/Bologna-Stats
3,38,38,3420,38,61,1.61,172,110,69.2,11,6,21,8,21.1,12,8,2,2,20.0,/en/squads/c4260e09/2017-2018/Cagliari-Stats
1,38,38,3420,38,59,1.55,187,129,70.6,10,10,18,7,18.4,7,4,3,0,42.9,/en/squads/cc919b35/2017-2018/Chievo-Stats
1,38,38,3420,38,66,1.74,200,133,70.0,9,8,21,5,13.2,8,6,1,1,14.3,/en/squads/3074d7b1/2017-2018/Crotone-Stats
2,38,38,3419,38,46,1.21,148,101,70.3,16,9,13,14,36.8,3,2,1,0,33.3,/en/squads/421387cf/2017-2018/Fiorentina-Stats
2,38,38,3420,38,43,1.13,170,129,77.1,11,8,19,12,31.6,4,4,0,0,0.0,/en/squads/658bf2de/2017-2018/Genoa-Stats
2,38,38,3420,38,78,2.05,259,181,72.2,7,4,27,7,18.4,8,6,2,0,25.0,/en/squads/0e72edf2/2017-2018/Hellas-Verona-Stats
1,38,38,3420,38,30,0.79,117,91,76.1,20,12,6,17,44.7,2,2,0,0,0.0,/en/squads/d609edc0/2017-2018/Internazionale-Stats
3,38,38,3420,38,24,0.63,91,68,76.9,30,5,3,22,57.9,4,3,1,0,25.0,/en/squads/e0652b02/2017-2018/Juventus-Stats
1,38,38,3420,38,49,1.29,159,111,74.8,21,9,8,11,28.9,10,9,1,0,10.0,/en/squads/7213da33/2017-2018/Lazio-Stats
1,38,38,3420,38,42,1.11,132,91,69.7,18,10,10,12,31.6,3,2,0,1,0.0,/en/squads/dc56fe14/2017-2018/Milan-Stats
2,38,38,3420,38,29,0.76,98,69,72.4,28,7,3,19,50.0,2,2,0,0,0.0,/en/squads/d48ad4ff/2017-2018/Napoli-Stats
2,38,38,3420,38,28,0.74,138,108,81.9,23,8,7,18,47.4,5,3,2,0,40.0,/en/squads/cf74a709/2017-2018/Roma-Stats
3,38,38,3420,38,59,1.55,200,142,75.0,8,14,16,7,18.4,12,9,3,0,25.0,/en/squads/1d2fe027/2017-2018/SPAL-Stats
3,38,38,3420,38,60,1.58,200,138,73.0,16,6,16,9,23.7,10,6,4,0,40.0,/en/squads/8ff9e3b3/2017-2018/Sampdoria-Stats
2,38,38,3420,38,59,1.55,178,120,68.0,11,10,17,10,26.3,3,2,1,0,33.3,/en/squads/e2befd26/2017-2018/Sassuolo-Stats
2,38,38,3420,38,46,1.21,160,111,74.4,13,15,10,10,26.3,8,5,3,0,37.5,/en/squads/105360fe/2017-2018/Torino-Stats
2,38,38,3420,38,63,1.66,170,108,64.1,12,4,22,9,23.7,6,2,3,1,60.0,/en/squads/04eea015/2017-2018/Udinese-Stats
