players_used,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,url
29,38,921,24.24,681,80,50,49,40,21,116,3.05,85,8,9,6,5,3,/en/squads/fd4e0f7d/2022-2023/Lens-Stats
26,38,996,26.21,735,79,50,70,51,11,111,2.92,76,6,2,15,12,0,/en/squads/cb188c0c/2022-2023/Lille-Stats
30,38,705,18.55,505,43,66,38,38,15,86,2.26,52,6,15,5,6,2,/en/squads/d2c87802/2022-2023/Lorient-Stats
29,38,902,23.74,668,67,61,52,39,15,109,2.87,85,6,3,8,6,1,/en/squads/d53c0b06/2022-2023/Lyon-Stats
30,38,954,25.11,693,71,61,71,38,20,98,2.58,55,8,9,16,6,4,/en/squads/5725cc7b/2022-2023/Marseille-Stats
27,38,834,21.95,620,69,47,46,35,17,117,3.08,78,9,7,11,9,3,/en/squads/fd6114db/2022-2023/Monaco-Stats
31,38,748,19.68,515,74,45,49,52,13,106,2.79,77,5,4,11,8,1,/en/squads/281b0e73/2022-2023/Montpellier-Stats
29,38,771,20.29,558,70,52,49,33,9,63,1.66,45,6,3,4,4,1,/en/squads/d7a486cd/2022-2023/Nantes-Stats
34,38,894,23.53,654,77,66,55,25,17,82,2.16,52,6,10,10,4,0,/en/squads/132ebc33/2022-2023/Nice-Stats
26,38,1024,26.95,791,60,57,58,47,11,151,3.97,116,5,9,11,8,2,/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats
34,38,900,23.68,687,54,50,54,33,22,79,2.08,55,2,8,7,7,0,/en/squads/7fdd64e0/2022-2023/Reims-Stats
32,38,932,24.53,679,69,70,66,30,18,114,3.0,79,3,15,9,6,2,/en/squads/b3072e00/2022-2023/Rennes-Stats
29,38,774,20.37,550,69,38,45,53,19,78,2.05,52,2,5,9,7,3,/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats
29,38,768,20.21,558,70,30,66,33,11,81,2.13,59,5,3,10,4,0,/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats
32,38,696,18.32,503,59,47,40,34,13,72,1.89,48,3,6,8,7,0,/en/squads/54195385/2022-2023/Troyes-Stats
34,34,578,17.0,383,76,26,42,37,14,70,2.06,42,6,3,10,5,4,/en/squads/0cdc4311/2022-2023/Augsburg-Stats
28,34,1094,32.18,841,63,68,78,24,20,153,4.5,114,2,12,16,5,4,/en/squads/054efa67/2022-2023/Bayern-Munich-Stats
26,34,678,19.94,464,92,22,41,46,13,67,1.97,44,10,4,4,5,0,/en/squads/b42c6323/2022-2023/Bochum-Stats
30,34,1014,29.82,735,74,80,72,41,12,144,4.24,102,5,16,10,8,3,/en/squads/add600ae/2022-2023/Dortmund-Stats
28,34,711,20.91,507,62,50,47,35,10,95,2.79,64,2,10,11,8,0,/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats
27,34,724,21.29,499,87,31,51,45,11,87,2.56,57,11,3,7,9,0,/en/squads/a486e511/2022-2023/Freiburg-Stats
27,34,725,21.32,509,89,32,43,40,12,81,2.38,60,7,4,7,3,0,/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats
32,34,652,19.18,436,65,56,38,42,15,70,2.06,49,4,5,3,9,0,/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats
31,34,719,21.15,513,65,46,36,47,12,83,2.44,57,3,9,7,6,1,/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats
27,34,705,20.74,505,78,37,50,27,8,78,2.29,57,4,5,7,5,0,/en/squads/bc357bf7/2022-2023/Koln-Stats
27,34,792,23.29,576,59,57,47,42,11,105,3.09,72,3,15,4,8,3,/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats
27,34,696,20.47,483,77,32,54,38,12,84,2.47,51,9,3,13,6,2,/en/squads/a224b06a/2022-2023/Mainz-05-Stats
25,34,874,25.71,629,70,55,63,46,11,108,3.18,76,5,6,10,9,2,/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats
35,34,715,21.03,487,92,26,51,48,11,56,1.65,38,6,2,2,7,1,/en/squads/c539e393/2022-2023/Schalke-04-Stats
30,34,810,23.82,561,85,52,54,46,12,83,2.44,64,3,5,4,5,2,/en/squads/598bc722/2022-2023/Stuttgart-Stats
28,34,650,19.12,469,67,29,32,43,10,86,2.53,56,11,3,5,9,2,/en/squads/7a41008f/2022-2023/Union-Berlin-Stats
25,34,649,19.09,502,46,30,25,41,5,90,2.65,71,6,3,4,6,0,/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats
28,34,713,20.97,510,63,40,46,47,7,102,3.0,75,7,6,5,9,0,/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats
27,38,928,24.42,681,87,64,51,33,12,113,2.97,83,5,6,11,7,1,/en/squads/922493f3/2022-2023/Atalanta-Stats
27,38,866,22.79,642,72,45,49,46,12,91,2.39,64,11,3,7,6,0,/en/squads/1d8099f8/2022-2023/Bologna-Stats
33,38,789,20.76,551,81,37,61,45,14,53,1.39,31,5,4,9,4,0,/en/squads/9aad3a77/2022-2023/Cremonese-Stats
32,38,767,20.18,537,77,46,46,47,14,60,1.58,39,6,6,5,4,0,/en/squads/a3d88bd8/2022-2023/Empoli-Stats
30,38,1068,28.11,763,113,54,70,53,15,89,2.34,64,6,7,7,4,1,/en/squads/421387cf/2022-2023/Fiorentina-Stats
36,38,704,18.53,482,90,41,42,29,20,50,1.32,31,4,5,7,2,1,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats
25,38,1104,29.05,816,117,29,79,52,11,118,3.11,88,4,7,10,7,2,/en/squads/d609edc0/2022-2023/Internazionale-Stats
29,38,911,23.97,638,94,50,77,38,14,91,2.39,61,7,3,9,9,2,/en/squads/e0652b02/2022-2023/Juventus-Stats
24,38,760,20.0,576,56,44,43,32,9,103,2.71,78,3,6,11,5,0,/en/squads/7213da33/2022-2023/Lazio-Stats
29,38,699,18.39,483,84,43,42,38,9,50,1.32,38,2,4,3,2,1,/en/squads/ffcbe334/2022-2023/Lecce-Stats
30,38,985,25.92,688,91,65,68,58,15,111,2.92,76,6,15,7,4,3,/en/squads/dc56fe14/2022-2023/Milan-Stats
31,38,714,18.79,537,60,30,40,35,12,86,2.26,62,5,6,4,8,1,/en/squads/21680aa4/2022-2023/Monza-Stats
27,38,1105,29.08,819,92,58,66,47,23,131,3.45,98,8,4,14,6,1,/en/squads/d48ad4ff/2022-2023/Napoli-Stats
30,38,861,22.66,574,110,43,68,53,13,85,2.24,52,10,5,12,5,1,/en/squads/cf74a709/2022-2023/Roma-Stats
30,38,656,17.26,489,58,27,44,30,8,81,2.13,64,4,4,7,2,0,/en/squads/c5577084/2022-2023/Salernitana-Stats
40,38,637,16.76,456,52,28,46,39,16,36,0.95,26,2,1,4,1,2,/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats
31,38,871,22.92,684,50,49,41,34,13,81,2.13,56,4,4,10,7,0,/en/squads/e2befd26/2022-2023/Sassuolo-Stats
34,38,710,18.68,511,61,39,43,38,18,42,1.11,29,1,3,5,4,0,/en/squads/68449f6d/2022-2023/Spezia-Stats
28,38,821,21.61,635,61,52,40,21,12,74,1.95,58,2,7,4,3,0,/en/squads/105360fe/2022-2023/Torino-Stats
30,38,889,23.39,625,87,53,58,51,15,80,2.11,61,6,3,3,5,2,/en/squads/04eea015/2022-2023/Udinese-Stats
