players_used,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,url
34,38,17565,15706,1774,475,72,140,707,777,178,56,79,0,13670,85,354,/en/squads/7fdd64e0/2022-2023/Reims-Stats
32,38,21193,19509,1630,464,51,104,564,683,174,63,78,0,17618,54,354,/en/squads/b3072e00/2022-2023/Rennes-Stats
29,38,17277,15473,1761,555,49,131,647,740,143,45,75,1,13337,43,324,/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats
29,38,19236,17352,1810,453,38,201,660,739,201,71,113,0,15392,74,422,/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats
32,38,16193,14416,1720,477,35,128,517,650,148,79,35,0,12751,57,327,/en/squads/54195385/2022-2023/Troyes-Stats
34,34,12742,10915,1769,428,30,73,548,745,166,78,81,1,8422,58,332,/en/squads/0cdc4311/2022-2023/Augsburg-Stats
28,34,22716,21104,1528,378,78,115,603,657,229,92,106,4,19404,84,312,/en/squads/054efa67/2022-2023/Bayern-Munich-Stats
26,34,13549,11775,1708,412,31,72,568,768,141,65,53,1,9209,66,278,/en/squads/b42c6323/2022-2023/Bochum-Stats
30,34,19889,18132,1716,475,44,213,677,699,227,73,112,4,16445,41,376,/en/squads/add600ae/2022-2023/Dortmund-Stats
28,34,17975,16179,1726,437,46,70,616,786,189,99,50,1,13930,70,383,/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats
27,34,15533,13934,1542,454,24,116,547,603,141,82,44,0,11653,57,307,/en/squads/a486e511/2022-2023/Freiburg-Stats
27,34,18854,17035,1747,532,64,60,441,684,151,60,73,1,15516,72,384,/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats
32,34,12800,11022,1720,468,28,100,516,756,147,45,79,0,8876,58,292,/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats
31,34,15564,13750,1736,418,17,119,577,784,161,45,74,4,11754,78,323,/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats
27,34,16367,14542,1757,409,20,62,790,811,205,87,81,0,12242,68,409,/en/squads/bc357bf7/2022-2023/Koln-Stats
27,34,18206,16529,1626,468,59,72,461,678,139,66,49,0,14683,51,298,/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats
27,34,14492,12764,1654,365,25,97,610,795,155,96,49,0,10075,74,356,/en/squads/a224b06a/2022-2023/Mainz-05-Stats
25,34,20529,18813,1636,437,99,120,489,748,167,50,74,2,16911,80,400,/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats
35,34,13360,11517,1773,445,29,62,764,786,169,79,77,4,9234,70,351,/en/squads/c539e393/2022-2023/Schalke-04-Stats
30,34,16987,15298,1633,450,37,188,597,711,156,57,83,0,13460,56,310,/en/squads/598bc722/2022-2023/Stuttgart-Stats
28,34,14418,12762,1594,378,26,46,708,763,165,78,60,0,10312,62,329,/en/squads/7a41008f/2022-2023/Union-Berlin-Stats
25,34,16554,14903,1586,449,39,164,514,639,109,27,53,1,12443,65,324,/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats
28,34,16129,14311,1768,544,38,133,568,696,153,107,38,0,12571,50,315,/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats
27,38,19507,17537,1912,432,35,154,652,893,194,97,67,0,15462,58,359,/en/squads/922493f3/2022-2023/Atalanta-Stats
27,38,20552,18623,1852,484,58,179,558,830,145,90,41,0,16763,77,368,/en/squads/1d8099f8/2022-2023/Bologna-Stats
33,38,15041,13147,1826,482,26,99,659,768,146,51,76,0,10872,68,300,/en/squads/9aad3a77/2022-2023/Cremonese-Stats
32,38,16862,14830,1978,538,24,105,611,828,163,70,61,0,13199,54,375,/en/squads/a3d88bd8/2022-2023/Empoli-Stats
30,38,19236,17189,1991,600,30,203,880,831,234,88,99,0,15373,56,336,/en/squads/421387cf/2022-2023/Fiorentina-Stats
36,38,13807,12006,1727,437,23,81,652,721,170,81,63,1,9481,74,334,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats
25,38,21281,19504,1709,443,50,185,885,682,214,66,121,0,17693,68,275,/en/squads/d609edc0/2022-2023/Internazionale-Stats
29,38,18690,16884,1744,449,38,195,731,706,207,64,125,1,15226,62,318,/en/squads/e0652b02/2022-2023/Juventus-Stats
24,38,21629,19809,1766,540,55,135,483,680,169,71,76,0,18135,54,330,/en/squads/7213da33/2022-2023/Lazio-Stats
29,38,14358,12384,1906,504,23,175,709,858,172,56,61,0,10083,68,315,/en/squads/ffcbe334/2022-2023/Lecce-Stats
30,38,19734,17874,1799,472,52,126,671,813,187,51,108,0,15948,61,322,/en/squads/dc56fe14/2022-2023/Milan-Stats
31,38,20724,18818,1837,570,33,168,596,711,154,22,111,0,17198,69,327,/en/squads/21680aa4/2022-2023/Monza-Stats
27,38,24473,22587,1826,515,36,200,681,785,228,84,74,1,21086,60,337,/en/squads/d48ad4ff/2022-2023/Napoli-Stats
30,38,17814,15874,1884,528,59,176,595,833,188,84,93,0,14171,56,292,/en/squads/cf74a709/2022-2023/Roma-Stats
30,38,16508,14589,1852,530,25,140,559,720,143,23,66,0,12667,67,324,/en/squads/c5577084/2022-2023/Salernitana-Stats
40,38,16575,14576,1944,598,34,107,599,760,130,36,77,0,12606,55,380,/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats
31,38,18306,16248,2015,566,34,195,625,798,177,81,50,0,14805,43,351,/en/squads/e2befd26/2022-2023/Sassuolo-Stats
34,38,16501,14437,2009,456,26,107,655,922,193,116,53,0,12399,55,381,/en/squads/68449f6d/2022-2023/Spezia-Stats
28,38,19336,17523,1733,445,36,117,610,742,172,99,42,1,15376,80,336,/en/squads/105360fe/2022-2023/Torino-Stats
30,38,16790,14908,1831,536,37,213,564,707,186,76,52,0,13391,51,329,/en/squads/04eea015/2022-2023/Udinese-Stats
