players_used,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,url
30,38,665,421,373,238,54,338,701,48.2,363,411,112,299,364,1029,857,7,/en/squads/fc536746/2022-2023/Real-Betis-Stats
26,38,664,413,319,269,76,295,676,43.6,381,393,84,309,368,1032,666,5,/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats
38,38,623,410,358,205,60,320,671,47.7,351,425,128,297,270,893,853,13,/en/squads/ee7c297c/2022-2023/Cadiz-Stats
32,38,633,363,367,212,54,280,603,46.4,323,413,131,282,323,956,766,13,/en/squads/6c8b07df/2022-2023/Elche-Stats
33,38,652,379,330,239,83,301,600,50.2,299,416,134,282,338,990,788,9,/en/squads/a8661628/2022-2023/Espanyol-Stats
25,38,541,339,282,199,60,285,619,46.0,334,404,113,291,320,861,794,10,/en/squads/7848bd64/2022-2023/Getafe-Stats
29,38,551,321,271,213,67,244,532,45.9,288,379,111,268,266,817,662,20,/en/squads/9024a00a/2022-2023/Girona-Stats
31,38,583,344,318,213,52,283,581,48.7,298,402,146,256,318,901,859,7,/en/squads/2aa12281/2022-2023/Mallorca-Stats
26,38,534,328,256,196,82,266,588,45.2,322,392,97,295,315,849,749,10,/en/squads/03c57e2b/2022-2023/Osasuna-Stats
28,38,636,393,262,276,98,281,664,42.3,383,428,92,336,309,945,680,11,/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats
26,38,542,353,242,212,88,259,565,45.8,306,365,105,260,296,838,469,5,/en/squads/53a2f082/2022-2023/Real-Madrid-Stats
30,38,660,395,304,254,102,285,613,46.5,328,399,103,296,271,931,624,13,/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats
35,38,587,367,261,230,96,281,591,47.5,310,361,127,234,339,926,633,9,/en/squads/ad2be733/2022-2023/Sevilla-Stats
28,38,678,428,340,254,84,311,645,48.2,334,370,75,295,288,966,643,21,/en/squads/dcc91a7b/2022-2023/Valencia-Stats
36,38,671,396,334,251,86,296,628,47.1,332,432,149,283,345,1016,767,8,/en/squads/17859612/2022-2023/Valladolid-Stats
32,38,578,370,276,201,101,270,534,50.6,264,372,125,247,262,840,691,16,/en/squads/2a8183b3/2022-2023/Villarreal-Stats
36,38,637,382,321,236,80,313,694,45.1,381,359,85,274,420,1057,670,10,/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats
33,38,652,386,311,268,73,310,610,50.8,300,402,99,303,375,1027,605,13,/en/squads/69236f98/2022-2023/Angers-Stats
33,38,674,378,337,263,74,313,678,46.2,365,441,118,323,454,1128,782,11,/en/squads/5ae09109/2022-2023/Auxerre-Stats
29,38,705,417,348,289,68,356,740,48.1,384,435,115,320,475,1180,686,13,/en/squads/fb08dbb3/2022-2023/Brest-Stats
28,38,685,398,350,250,85,351,779,45.1,428,424,126,298,440,1125,571,17,/en/squads/d9676424/2022-2023/Clermont-Foot-Stats
29,38,540,323,225,238,77,262,570,46.0,308,401,112,289,339,879,559,7,/en/squads/fd4e0f7d/2022-2023/Lens-Stats
26,38,635,370,266,265,104,314,658,47.7,344,390,74,316,301,936,543,13,/en/squads/cb188c0c/2022-2023/Lille-Stats
30,38,736,420,409,244,83,315,690,45.7,375,484,141,343,369,1105,849,17,/en/squads/d2c87802/2022-2023/Lorient-Stats
29,38,723,423,306,282,135,367,771,47.6,404,433,107,326,481,1204,542,12,/en/squads/d53c0b06/2022-2023/Lyon-Stats
30,38,685,404,271,304,110,301,593,50.8,292,366,101,265,420,1105,570,11,/en/squads/5725cc7b/2022-2023/Marseille-Stats
27,38,696,400,284,310,102,323,701,46.1,378,459,120,339,426,1122,549,14,/en/squads/fd6114db/2022-2023/Monaco-Stats
31,38,684,413,362,249,73,361,745,48.5,384,448,121,327,404,1088,686,9,/en/squads/281b0e73/2022-2023/Montpellier-Stats
29,38,709,431,367,249,93,367,730,50.3,363,427,107,320,431,1140,731,8,/en/squads/d7a486cd/2022-2023/Nantes-Stats
34,38,818,467,415,295,108,382,680,56.2,298,419,115,304,413,1231,588,9,/en/squads/132ebc33/2022-2023/Nice-Stats
26,38,612,362,253,255,104,339,693,48.9,354,378,109,269,296,908,432,20,/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats
34,38,703,407,338,259,106,339,747,45.4,408,468,127,341,397,1100,633,15,/en/squads/7fdd64e0/2022-2023/Reims-Stats
32,38,600,335,255,251,94,289,616,46.9,327,392,91,301,341,941,587,10,/en/squads/b3072e00/2022-2023/Rennes-Stats
29,38,690,409,316,284,90,344,666,51.7,322,423,98,325,437,1127,688,5,/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats
29,38,716,406,349,264,103,368,842,43.7,474,476,138,338,409,1125,656,15,/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats
32,38,608,361,333,207,68,272,606,44.9,334,416,144,272,398,1006,779,5,/en/squads/54195385/2022-2023/Troyes-Stats
34,34,522,299,251,202,69,232,479,48.4,247,428,125,303,286,808,755,14,/en/squads/0cdc4311/2022-2023/Augsburg-Stats
28,34,623,387,263,258,102,287,538,53.3,251,381,77,304,287,910,477,19,/en/squads/054efa67/2022-2023/Bayern-Munich-Stats
26,34,626,386,301,247,78,310,635,48.8,325,402,118,284,337,963,776,13,/en/squads/b42c6323/2022-2023/Bochum-Stats
30,34,580,334,246,241,93,287,551,52.1,264,382,95,287,298,878,491,9,/en/squads/add600ae/2022-2023/Dortmund-Stats
28,34,562,357,244,248,70,265,585,45.3,320,415,88,327,284,846,687,5,/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats
27,34,498,289,223,211,64,207,451,45.9,244,375,106,269,325,823,612,10,/en/squads/a486e511/2022-2023/Freiburg-Stats
27,34,497,275,274,171,52,267,536,49.8,269,405,104,301,267,764,728,7,/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats
32,34,576,344,307,215,54,251,521,48.2,270,416,132,284,366,942,797,8,/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats
31,34,543,323,254,231,58,236,474,49.8,238,428,119,309,285,828,665,8,/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats
27,34,615,370,287,263,65,310,666,46.5,356,423,99,324,372,987,716,5,/en/squads/bc357bf7/2022-2023/Koln-Stats
27,34,494,280,242,206,46,236,421,56.1,185,358,99,259,294,788,599,12,/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats
27,34,547,341,268,206,73,270,559,48.3,289,419,98,321,433,980,673,9,/en/squads/a224b06a/2022-2023/Mainz-05-Stats
25,34,534,312,237,231,66,253,512,49.4,259,428,94,334,310,844,552,3,/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats
35,34,542,329,240,246,56,253,551,45.9,298,397,110,287,306,848,723,12,/en/squads/c539e393/2022-2023/Schalke-04-Stats
30,34,528,316,255,207,66,268,524,51.1,256,421,113,308,308,836,666,10,/en/squads/598bc722/2022-2023/Stuttgart-Stats
28,34,494,278,217,216,61,239,525,45.5,286,356,101,255,262,756,704,6,/en/squads/7a41008f/2022-2023/Union-Berlin-Stats
25,34,595,349,269,273,53,300,617,48.6,317,371,103,268,321,916,789,7,/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats
28,34,543,324,255,206,82,265,521,50.9,256,443,116,327,292,835,701,9,/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats
27,38,636,364,291,272,73,312,634,49.2,322,455,93,362,421,1057,613,12,/en/squads/922493f3/2022-2023/Atalanta-Stats
27,38,648,373,310,255,83,297,618,48.1,321,414,131,283,302,950,652,7,/en/squads/1d8099f8/2022-2023/Bologna-Stats
33,38,704,400,403,228,73,364,729,49.9,365,432,136,296,393,1097,771,13,/en/squads/9aad3a77/2022-2023/Cremonese-Stats
32,38,606,364,316,218,72,254,538,47.2,284,449,183,266,280,886,910,4,/en/squads/a3d88bd8/2022-2023/Empoli-Stats
30,38,581,337,232,260,89,282,531,53.1,249,356,84,272,260,841,473,11,/en/squads/421387cf/2022-2023/Fiorentina-Stats
36,38,605,357,319,228,58,296,562,52.7,266,445,143,302,337,942,745,12,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats
25,38,572,325,247,241,84,258,523,49.3,265,385,110,275,315,887,541,7,/en/squads/d609edc0/2022-2023/Internazionale-Stats
29,38,594,352,296,219,79,288,558,51.6,270,421,131,290,307,901,704,10,/en/squads/e0652b02/2022-2023/Juventus-Stats
24,38,582,349,261,234,87,277,625,44.3,348,437,126,311,310,892,606,8,/en/squads/7213da33/2022-2023/Lazio-Stats
29,38,705,427,347,259,99,319,619,51.5,300,486,112,374,368,1073,826,4,/en/squads/ffcbe334/2022-2023/Lecce-Stats
30,38,690,422,327,295,68,300,563,53.3,263,387,126,261,289,979,542,9,/en/squads/dc56fe14/2022-2023/Milan-Stats
31,38,595,355,323,214,58,260,551,47.2,291,380,120,260,334,929,661,13,/en/squads/21680aa4/2022-2023/Monza-Stats
27,38,569,313,236,227,106,255,521,48.9,266,374,96,278,287,856,490,7,/en/squads/d48ad4ff/2022-2023/Napoli-Stats
30,38,624,340,301,257,66,289,617,46.8,328,392,113,279,368,992,590,9,/en/squads/cf74a709/2022-2023/Roma-Stats
30,38,587,337,309,220,58,259,569,45.5,310,409,157,252,329,916,740,13,/en/squads/c5577084/2022-2023/Salernitana-Stats
40,38,589,351,290,240,59,261,558,46.8,297,428,152,276,317,906,688,7,/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats
31,38,502,281,237,186,79,216,461,46.9,245,371,122,249,278,780,658,16,/en/squads/e2befd26/2022-2023/Sassuolo-Stats
34,38,622,359,290,236,96,254,569,44.6,315,457,161,296,301,923,830,7,/en/squads/68449f6d/2022-2023/Spezia-Stats
28,38,473,265,231,187,55,199,367,54.2,168,337,110,227,292,765,627,9,/en/squads/105360fe/2022-2023/Torino-Stats
30,38,651,365,363,228,60,326,632,51.6,306,437,128,309,314,965,712,8,/en/squads/04eea015/2022-2023/Udinese-Stats
