players_used,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,url
30,38,24221,22370,1766,549,90,221,578,620,243,113,63,1,21356,85,316,/en/squads/53a2f082/2024-2025/Real-Madrid-Stats
31,38,18759,16761,1916,513,33,146,740,832,216,78,95,0,14880,82,369,/en/squads/e31d1cd9/Real-Sociedad-Stats
35,38,18057,16196,1791,473,40,130,612,778,185,109,33,1,14432,70,314,/en/squads/ad2be733/Sevilla-Stats
32,38,17708,15738,1898,566,38,128,763,770,186,69,74,3,13938,72,395,/en/squads/dcc91a7b/Valencia-Stats
38,38,15387,13486,1834,544,37,126,671,647,156,81,38,2,12052,67,265,/en/squads/17859612/Valladolid-Stats
31,38,17825,16035,1713,513,78,124,674,633,183,77,60,2,14532,77,318,/en/squads/2a8183b3/Villarreal-Stats
30,34,14057,12474,1514,422,53,69,575,594,129,52,54,4,11082,69,256,/en/squads/69236f98/Angers-Stats
29,34,14162,12617,1497,451,34,168,542,584,134,49,65,0,11002,48,287,/en/squads/5ae09109/Auxerre-Stats
30,34,16021,14404,1575,485,41,133,641,614,142,71,62,0,12678,42,292,/en/squads/fb08dbb3/Brest-Stats
31,34,14115,12577,1488,442,24,82,695,572,131,89,31,0,11125,50,274,/en/squads/5c2737db/Le-Havre-Stats
33,34,18173,16605,1484,396,59,78,706,628,186,87,71,0,14837,84,346,/en/squads/fd4e0f7d/Lens-Stats
27,34,19728,18220,1460,415,42,101,535,602,168,50,70,1,16765,48,308,/en/squads/cb188c0c/Lille-Stats
31,34,19063,17487,1505,416,61,112,598,606,185,79,75,0,16061,71,353,/en/squads/d53c0b06/Lyon-Stats
32,34,23240,21718,1469,454,58,75,609,578,177,80,69,0,20427,53,328,/en/squads/5725cc7b/Marseille-Stats
28,34,17916,16257,1590,494,88,88,563,622,184,87,70,0,14561,69,288,/en/squads/fd6114db/Monaco-Stats
35,34,14420,12786,1569,460,45,109,646,575,155,55,75,0,11442,65,276,/en/squads/281b0e73/Montpellier-Stats
30,34,13956,12362,1563,437,28,46,611,658,143,67,61,0,10999,31,280,/en/squads/d7a486cd/Nantes-Stats
31,34,16103,14573,1474,440,88,62,599,556,170,60,72,0,13129,56,299,/en/squads/132ebc33/Nice-Stats
28,34,25781,24296,1431,410,97,175,562,580,216,63,70,1,23156,54,308,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats
34,34,14602,13035,1508,432,38,94,611,576,134,56,58,0,11657,59,251,/en/squads/7fdd64e0/Reims-Stats
35,34,16913,15272,1593,483,37,120,580,638,170,86,49,0,13914,48,307,/en/squads/b3072e00/Rennes-Stats
32,34,15954,14389,1519,425,51,48,402,590,129,37,55,0,13001,46,261,/en/squads/d298ef2c/Saint-Etienne-Stats
30,34,17462,15928,1486,485,58,46,496,543,140,64,57,0,14667,48,253,/en/squads/c0d3eab4/Strasbourg-Stats
27,34,14867,13229,1592,463,44,95,580,657,163,93,52,0,11674,46,287,/en/squads/3f8c4b5f/Toulouse-Stats
29,34,14936,13228,1649,415,32,48,578,699,156,63,61,1,11577,59,362,/en/squads/0cdc4311/Augsburg-Stats
29,34,25733,24287,1390,366,129,125,612,588,220,127,25,1,22755,56,335,/en/squads/054efa67/2024-2025/Bayern-Munich-Stats
27,34,14230,12544,1623,348,40,38,679,711,165,106,53,0,10281,63,368,/en/squads/b42c6323/Bochum-Stats
28,34,20321,18695,1583,431,67,93,698,659,191,105,51,3,17077,43,320,/en/squads/add600ae/2024-2025/Dortmund-Stats
26,34,17138,15585,1496,398,48,64,539,582,168,103,46,0,13925,57,305,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats
26,34,16460,14973,1426,362,34,56,589,597,132,79,39,0,12892,61,317,/en/squads/a486e511/Freiburg-Stats
26,34,17507,15877,1565,385,80,69,617,632,158,67,71,0,14148,65,362,/en/squads/32f3ee20/Monchengladbach-Stats
27,34,14684,12981,1653,413,20,77,581,703,140,69,47,0,11127,50,330,/en/squads/18d9d2a7/Heidenheim-Stats
35,34,16506,14841,1595,405,38,65,732,702,157,57,62,3,12827,70,337,/en/squads/033ea6b8/Hoffenheim-Stats
27,34,13961,12298,1619,409,30,58,482,667,120,58,46,1,10537,44,293,/en/squads/2ac661d9/Holstein-Kiel-Stats
23,34,21589,19979,1546,409,67,114,735,622,216,115,47,0,18301,64,320,/en/squads/c7a9f859/Bayer-Leverkusen-Stats
25,34,16434,14771,1585,378,43,73,658,716,165,58,74,6,12478,78,379,/en/squads/a224b06a/Mainz-05-Stats
29,34,18207,16606,1518,394,80,50,563,630,161,61,66,1,14698,83,358,/en/squads/acbb6a5b/RB-Leipzig-Stats
28,34,15300,13659,1575,421,31,60,600,692,148,66,55,2,11751,66,303,/en/squads/54864664/St-Pauli-Stats
29,34,19767,18113,1592,488,63,72,637,623,180,72,47,3,16513,62,289,/en/squads/598bc722/Stuttgart-Stats
28,34,13705,12135,1503,353,16,53,608,655,152,66,71,4,9960,67,335,/en/squads/7a41008f/Union-Berlin-Stats
23,34,17550,15860,1618,468,57,87,667,660,161,63,77,1,13999,72,355,/en/squads/62add3bf/Werder-Bremen-Stats
27,34,15088,13434,1605,424,46,120,574,644,165,99,63,1,11590,49,336,/en/squads/4eaa11d7/Wolfsburg-Stats
32,38,20998,19273,1671,455,48,117,778,714,194,85,75,1,17454,54,326,/en/squads/922493f3/Atalanta-Stats
30,38,19336,17378,1895,663,42,138,756,771,191,57,93,0,15681,63,307,/en/squads/1d8099f8/Bologna-Stats
28,38,15802,13897,1840,481,25,60,758,749,181,38,135,0,12092,65,334,/en/squads/c4260e09/Cagliari-Stats
38,38,19183,17335,1783,597,52,93,568,726,167,41,70,0,15917,65,358,/en/squads/28c9c3cd/Como-Stats
34,38,13916,11976,1883,502,34,71,620,786,170,63,60,1,10093,57,312,/en/squads/a3d88bd8/Empoli-Stats
34,38,17510,15677,1745,600,27,99,588,626,148,66,40,1,14193,88,283,/en/squads/421387cf/Fiorentina-Stats
37,38,15727,13887,1785,514,42,57,663,716,155,58,83,0,12025,55,330,/en/squads/658bf2de/Genoa-Stats
32,38,13457,11789,1613,403,28,91,562,641,152,68,64,1,9854,55,283,/en/squads/0e72edf2/Hellas-Verona-Stats
26,38,22592,20929,1573,442,86,132,751,635,221,58,125,1,19412,90,299,/en/squads/d609edc0/2024-2025/Internazionale-Stats
29,38,21231,19605,1574,411,48,101,630,664,190,92,68,0,18259,52,283,/en/squads/e0652b02/2024-2025/Juventus-Stats
27,38,19521,17715,1760,522,72,118,864,670,229,123,57,0,16400,46,288,/en/squads/7213da33/Lazio-Stats
31,38,15087,13201,1834,507,36,84,628,754,165,64,78,0,11490,52,301,/en/squads/ffcbe334/Lecce-Stats
35,38,19101,17400,1641,524,90,85,634,544,217,134,18,0,16335,60,248,/en/squads/dc56fe14/Milan-Stats
36,38,17515,15688,1773,575,30,78,656,623,136,41,75,0,14248,54,296,/en/squads/21680aa4/Monza-Stats
27,38,20033,18236,1742,487,48,88,681,721,209,137,43,2,16894,55,340,/en/squads/d48ad4ff/Napoli-Stats
32,38,15805,14017,1757,568,43,75,427,602,168,55,33,1,12509,31,247,/en/squads/eab4234c/Parma-Stats
28,38,20265,18489,1717,525,50,93,636,687,170,74,65,2,17016,59,287,/en/squads/cf74a709/Roma-Stats
31,38,17008,15278,1673,443,26,83,675,676,158,95,51,0,13578,57,274,/en/squads/105360fe/Torino-Stats
31,38,16279,14543,1686,465,25,92,679,683,178,64,73,2,12945,50,269,/en/squads/04eea015/Udinese-Stats
36,38,15155,13224,1873,526,35,87,529,769,142,60,46,0,11573,58,301,/en/squads/af5d5982/Venezia-Stats
