players_used,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,url
24,38,603,371,275,235,93,306,604,50.7,298,411,141,270,270,873,884,34,/en/squads/b2b47a98/Newcastle-United-Stats
23,38,698,419,406,225,67,343,670,51.2,327,427,157,270,322,1020,1220,24,/en/squads/e4a775cb/Nottingham-Forest-Stats
36,38,652,378,310,266,76,280,584,47.9,304,433,201,232,305,957,988,51,/en/squads/33c895d4/Southampton-Stats
31,38,661,414,284,272,105,296,597,49.6,301,448,159,289,322,983,822,41,/en/squads/361ca564/Tottenham-Hotspur-Stats
27,38,654,388,317,253,84,290,532,54.5,242,440,169,271,331,985,1037,28,/en/squads/7c21e445/West-Ham-United-Stats
32,38,801,471,412,305,84,373,669,55.8,296,437,137,300,298,1099,947,25,/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats
29,38,737,459,346,307,84,348,726,47.9,378,382,96,286,309,1046,918,10,/en/squads/8d6fd021/Alaves-Stats
31,38,577,345,240,252,85,296,579,51.1,283,353,72,281,344,921,911,25,/en/squads/2b390eca/Athletic-Club-Stats
24,38,619,375,305,238,76,319,627,50.9,308,358,97,261,260,879,818,25,/en/squads/db3b9613/2024-2025/Atletico-Madrid-Stats
28,38,538,332,186,245,107,271,520,52.1,249,329,60,269,227,765,601,14,/en/squads/206d90db/Barcelona-Stats
36,38,645,397,271,273,101,342,644,53.1,302,406,113,293,356,1001,910,19,/en/squads/fc536746/Real-Betis-Stats
30,38,555,340,258,217,80,286,576,49.7,290,345,91,254,282,837,828,30,/en/squads/f25da7fb/Celta-Vigo-Stats
27,38,640,397,380,210,50,310,610,50.8,300,435,155,280,315,955,1131,21,/en/squads/a8661628/Espanyol-Stats
30,38,645,393,287,278,80,333,665,50.1,332,411,84,327,276,921,1065,15,/en/squads/7848bd64/Getafe-Stats
30,38,569,348,268,219,82,292,557,52.4,265,327,104,223,279,848,722,34,/en/squads/9024a00a/Girona-Stats
34,38,619,370,308,253,58,307,592,51.9,285,434,139,295,321,940,971,28,/en/squads/0049d422/Las-Palmas-Stats
26,38,633,384,301,250,82,295,599,49.2,304,436,157,279,332,965,1201,18,/en/squads/7c6f2c78/Leganes-Stats
28,38,584,361,305,211,68,257,500,51.4,243,389,153,236,326,910,1161,17,/en/squads/2aa12281/Mallorca-Stats
25,38,614,365,296,239,79,311,618,50.3,307,388,102,286,266,880,918,16,/en/squads/03c57e2b/Osasuna-Stats
26,38,626,396,328,218,80,309,664,46.5,355,443,128,315,334,960,973,22,/en/squads/98e8af82/Rayo-Vallecano-Stats
30,38,586,359,294,209,83,264,486,54.3,222,353,105,248,331,917,633,19,/en/squads/53a2f082/2024-2025/Real-Madrid-Stats
31,38,649,401,309,244,96,308,579,53.2,271,428,120,308,283,932,913,21,/en/squads/e31d1cd9/Real-Sociedad-Stats
35,38,648,390,321,240,87,312,563,55.4,251,368,88,280,367,1015,931,17,/en/squads/ad2be733/Sevilla-Stats
32,38,647,415,340,228,79,321,573,56.0,252,366,96,270,302,949,953,19,/en/squads/dcc91a7b/Valencia-Stats
38,38,596,357,342,204,50,276,566,48.8,290,450,160,290,311,907,944,29,/en/squads/17859612/Valladolid-Stats
31,38,649,396,333,236,80,336,628,53.5,292,426,131,295,281,930,922,21,/en/squads/2a8183b3/Villarreal-Stats
30,34,624,392,340,202,82,294,607,48.4,313,365,116,249,336,960,903,20,/en/squads/69236f98/Angers-Stats
29,34,657,403,330,232,95,316,606,52.1,290,394,125,269,350,1007,944,17,/en/squads/5ae09109/Auxerre-Stats
30,34,656,426,291,255,110,308,583,52.8,275,363,105,258,316,972,869,14,/en/squads/fb08dbb3/Brest-Stats
31,34,621,387,326,212,83,304,562,54.1,258,362,131,231,324,945,987,24,/en/squads/5c2737db/Le-Havre-Stats
33,34,606,365,264,233,109,299,579,51.6,280,387,101,286,321,927,705,19,/en/squads/fd4e0f7d/Lens-Stats
27,34,626,356,241,273,112,311,554,56.1,243,302,74,228,271,897,637,22,/en/squads/cb188c0c/Lille-Stats
31,34,576,340,257,230,89,310,595,52.1,285,346,113,233,282,858,695,25,/en/squads/d53c0b06/Lyon-Stats
32,34,552,358,244,229,79,274,472,58.1,198,272,70,202,280,832,523,31,/en/squads/5725cc7b/Marseille-Stats
28,34,670,429,281,287,102,339,624,54.3,285,350,70,280,357,1027,667,18,/en/squads/fd6114db/Monaco-Stats
35,34,631,389,302,264,65,310,608,51.0,298,368,123,245,273,904,733,25,/en/squads/281b0e73/Montpellier-Stats
30,34,645,376,338,224,83,321,565,56.8,244,402,116,286,283,928,1007,10,/en/squads/d7a486cd/Nantes-Stats
31,34,633,399,297,242,94,297,534,55.6,237,417,127,290,365,998,784,32,/en/squads/132ebc33/Nice-Stats
28,34,619,386,242,266,111,325,607,53.5,282,360,103,257,265,884,493,19,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats
34,34,558,359,313,174,71,285,551,51.7,266,392,145,247,289,847,958,20,/en/squads/7fdd64e0/Reims-Stats
35,34,596,363,282,234,80,296,510,58.0,214,350,96,254,337,933,739,14,/en/squads/b3072e00/Rennes-Stats
32,34,581,382,291,216,74,296,594,49.8,298,404,135,269,328,909,854,26,/en/squads/d298ef2c/Saint-Etienne-Stats
30,34,537,335,256,213,68,257,459,56.0,202,376,111,265,282,819,899,17,/en/squads/c0d3eab4/Strasbourg-Stats
27,34,605,364,264,253,88,318,608,52.3,290,341,103,238,281,886,775,15,/en/squads/3f8c4b5f/Toulouse-Stats
29,34,464,300,198,202,64,233,430,54.2,197,417,121,296,341,805,971,16,/en/squads/0cdc4311/Augsburg-Stats
29,34,506,300,166,233,107,250,450,55.6,200,318,52,266,232,738,518,23,/en/squads/054efa67/2024-2025/Bayern-Munich-Stats
27,34,600,360,318,207,75,306,572,53.5,266,475,142,333,294,894,906,23,/en/squads/b42c6323/Bochum-Stats
28,34,523,319,232,196,95,261,492,53.0,231,375,100,275,249,772,726,18,/en/squads/add600ae/2024-2025/Dortmund-Stats
26,34,566,341,267,219,80,280,508,55.1,228,425,128,297,287,853,994,26,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats
26,34,511,317,225,222,64,235,457,51.4,222,400,112,288,276,787,811,21,/en/squads/a486e511/Freiburg-Stats
26,34,504,284,278,177,49,240,473,50.7,233,445,166,279,317,821,1067,23,/en/squads/32f3ee20/Monchengladbach-Stats
27,34,614,356,322,235,57,294,558,52.7,264,435,109,326,312,926,952,15,/en/squads/18d9d2a7/Heidenheim-Stats
35,34,570,336,266,236,68,269,511,52.6,242,450,139,311,291,861,922,22,/en/squads/033ea6b8/Hoffenheim-Stats
27,34,541,328,292,174,75,277,530,52.3,253,409,155,254,294,835,1126,22,/en/squads/2ac661d9/Holstein-Kiel-Stats
23,34,395,259,153,163,79,184,357,51.5,173,302,77,225,234,629,676,26,/en/squads/c7a9f859/Bayer-Leverkusen-Stats
25,34,564,325,234,247,83,236,448,52.7,212,419,128,291,352,916,947,22,/en/squads/a224b06a/Mainz-05-Stats
29,34,543,333,248,222,73,258,525,49.1,267,500,156,344,268,811,990,29,/en/squads/acbb6a5b/RB-Leipzig-Stats
28,34,537,315,256,217,64,266,511,52.1,245,391,87,304,257,794,915,21,/en/squads/54864664/St-Pauli-Stats
29,34,477,282,197,199,81,254,476,53.4,222,401,104,297,298,775,777,20,/en/squads/598bc722/Stuttgart-Stats
28,34,537,318,266,223,48,270,507,53.3,237,409,110,299,312,849,1046,13,/en/squads/7a41008f/Union-Berlin-Stats
23,34,551,321,245,240,66,276,521,53.0,245,454,144,310,315,866,851,27,/en/squads/62add3bf/Werder-Bremen-Stats
27,34,491,301,257,175,59,246,540,45.6,294,435,133,302,312,803,977,19,/en/squads/4eaa11d7/Wolfsburg-Stats
32,38,571,347,238,260,73,272,506,53.8,234,360,98,262,296,867,679,16,/en/squads/922493f3/Atalanta-Stats
30,38,591,346,215,270,106,283,538,52.6,255,390,93,297,258,849,679,20,/en/squads/1d8099f8/Bologna-Stats
28,38,538,303,264,224,50,238,449,53.0,211,343,131,212,276,814,887,18,/en/squads/c4260e09/Cagliari-Stats
38,38,663,412,301,260,102,303,591,51.3,288,348,91,257,279,942,788,19,/en/squads/28c9c3cd/Como-Stats
34,38,689,396,314,293,82,309,543,56.9,234,396,136,260,323,1012,1072,21,/en/squads/a3d88bd8/Empoli-Stats
34,38,531,313,267,195,69,248,488,50.8,240,353,123,230,275,806,911,17,/en/squads/421387cf/Fiorentina-Stats
37,38,672,385,281,287,104,283,566,50.0,283,422,126,296,308,980,938,15,/en/squads/658bf2de/Genoa-Stats
32,38,672,434,326,271,75,311,592,52.5,281,393,123,270,329,1001,987,23,/en/squads/0e72edf2/Hellas-Verona-Stats
26,38,505,288,215,198,92,239,452,52.9,213,356,126,230,227,732,676,11,/en/squads/d609edc0/2024-2025/Internazionale-Stats
29,38,606,353,273,245,88,263,471,55.8,208,404,139,265,215,821,723,27,/en/squads/e0652b02/2024-2025/Juventus-Stats
27,38,520,319,234,224,62,251,501,50.1,250,313,90,223,295,815,718,23,/en/squads/7213da33/Lazio-Stats
31,38,627,372,315,250,62,301,584,51.5,283,407,144,263,285,912,1042,26,/en/squads/ffcbe334/Lecce-Stats
35,38,552,349,249,222,81,246,480,51.3,234,292,95,197,234,786,691,21,/en/squads/dc56fe14/Milan-Stats
36,38,562,315,304,202,56,272,501,54.3,229,382,157,225,305,867,874,38,/en/squads/21680aa4/Monza-Stats
27,38,535,323,237,238,60,258,469,55.0,211,317,100,217,270,805,813,11,/en/squads/d48ad4ff/Napoli-Stats
32,38,523,293,267,201,55,242,484,50.0,242,434,153,281,279,802,977,21,/en/squads/eab4234c/Parma-Stats
28,38,551,328,233,236,82,224,439,51.0,215,329,110,219,282,833,746,16,/en/squads/cf74a709/Roma-Stats
31,38,468,261,217,181,70,232,437,53.1,205,338,133,205,278,746,882,21,/en/squads/105360fe/Torino-Stats
31,38,562,346,276,217,69,279,508,54.9,229,396,139,257,302,864,909,27,/en/squads/04eea015/Udinese-Stats
36,38,605,361,319,202,84,286,572,50.0,286,439,145,294,279,884,921,25,/en/squads/af5d5982/Venezia-Stats
