players_used,Poss,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,url
28,68.3,38,29805,1857,6516,14966,8535,1208,29797,909,455,50.1,375,41.3,18077,92092,49435,860,667,238,579,316,22187,2201,/en/squads/206d90db/Barcelona-Stats
36,52.4,38,23871,2253,7466,10545,6088,921,23861,722,312,43.2,344,47.6,13910,69976,36269,679,532,228,676,378,15627,1468,/en/squads/fc536746/Real-Betis-Stats
30,53.6,38,25123,2232,7618,12133,5574,831,25114,628,254,40.4,312,49.7,15010,75645,39392,709,500,218,558,296,17691,1649,/en/squads/f25da7fb/Celta-Vigo-Stats
27,39.8,38,18406,2655,7408,7625,3582,548,18401,546,221,40.5,266,48.7,9361,52875,28280,497,359,109,561,241,10490,991,/en/squads/a8661628/Espanyol-Stats
30,41.8,38,17605,1770,5183,7998,4646,675,17600,631,265,42.0,312,49.4,7825,40262,19034,368,311,105,719,357,8611,966,/en/squads/7848bd64/Getafe-Stats
30,56.3,38,25088,2516,7829,11533,5912,795,25083,634,291,45.9,276,43.5,15276,86333,44108,765,553,180,522,312,18040,1684,/en/squads/9024a00a/Girona-Stats
34,50.7,38,22497,2561,7809,10353,4511,669,22493,571,239,41.9,288,50.4,11365,56979,28603,499,346,113,547,275,14222,1197,/en/squads/0049d422/Las-Palmas-Stats
26,42.6,38,19312,2448,7029,8720,3764,482,19305,627,302,48.2,263,41.9,9782,47776,24033,417,364,105,575,314,11128,1023,/en/squads/7c6f2c78/Leganes-Stats
28,46.8,38,20649,2598,7168,9299,4391,635,20644,583,255,43.7,260,44.6,10945,56532,26760,479,409,85,567,377,12481,1169,/en/squads/2aa12281/Mallorca-Stats
25,46.1,38,20036,2263,6318,8904,5007,737,20027,592,260,43.9,279,47.1,10439,54365,27022,567,424,134,532,293,12053,1204,/en/squads/03c57e2b/Osasuna-Stats
26,51.7,38,22372,2557,7799,9339,5455,711,22371,647,286,44.2,304,47.0,12068,58402,29156,589,431,143,630,327,13833,1346,/en/squads/98e8af82/Rayo-Vallecano-Stats
30,60.4,38,28252,2392,7662,12794,8048,1181,28238,878,412,46.9,384,43.7,17893,93355,50356,983,696,364,528,290,21223,1953,/en/squads/53a2f082/2024-2025/Real-Madrid-Stats
31,53.8,38,23027,2275,7208,10770,5243,747,23023,659,295,44.8,307,46.6,12533,67115,34084,645,417,163,603,297,14716,1325,/en/squads/e31d1cd9/Real-Sociedad-Stats
35,50.5,38,22465,2404,8057,9800,4813,669,22462,720,339,47.1,320,44.4,11147,58366,29786,594,397,161,624,331,14288,1186,/en/squads/ad2be733/Sevilla-Stats
32,48.4,38,21876,2290,7206,9840,5033,653,21871,625,236,37.8,321,51.4,11347,59375,30877,572,414,122,535,340,13802,1328,/en/squads/dcc91a7b/Valencia-Stats
38,42.8,38,19507,2681,8158,8153,3393,523,19502,624,289,46.3,266,42.6,9680,54312,27524,476,316,120,513,268,11933,976,/en/squads/17859612/Valladolid-Stats
31,47.6,38,22112,2612,7831,9120,5352,983,22105,627,279,44.5,278,44.3,12034,63384,34540,693,503,202,560,289,14383,1510,/en/squads/2a8183b3/Villarreal-Stats
30,41.2,34,17919,2146,6594,7732,3813,512,17913,613,249,40.6,331,54.0,9398,51759,26951,502,365,98,493,297,10991,943,/en/squads/69236f98/Angers-Stats
29,42.5,34,18188,2265,6744,7753,3877,614,18183,622,258,41.5,324,52.1,10101,51428,24986,484,350,137,452,346,10927,1078,/en/squads/5ae09109/Auxerre-Stats
30,48.4,34,19884,2240,6822,8962,4265,644,19875,490,209,42.7,245,50.0,10454,55353,26772,470,348,117,509,246,12586,1084,/en/squads/fb08dbb3/Brest-Stats
31,43.1,34,17975,2197,6737,7822,3637,581,17965,512,233,45.5,236,46.1,9506,52339,26445,538,347,93,448,311,11013,1033,/en/squads/5c2737db/Le-Havre-Stats
33,54.1,34,22167,1929,6346,10186,5833,848,22162,582,249,42.8,297,51.0,12325,60837,30074,570,479,122,576,341,14727,1440,/en/squads/fd4e0f7d/Lens-Stats
27,57.6,34,23278,1932,6099,11352,5991,854,23268,598,283,47.3,288,48.2,13642,71203,37395,669,512,158,513,300,16614,1603,/en/squads/cb188c0c/Lille-Stats
31,56.4,34,22636,2155,6644,10377,5810,999,22626,546,238,43.6,277,50.7,13430,67925,36807,709,483,201,456,281,15904,1600,/en/squads/d53c0b06/Lyon-Stats
32,63.3,34,26602,1928,6930,13580,6271,850,26592,607,278,45.8,300,49.4,16260,75565,39382,664,499,197,471,313,20224,1703,/en/squads/5725cc7b/Marseille-Stats
28,55.0,34,21883,1745,5633,10914,5558,969,21876,613,266,43.4,300,48.9,12485,65950,34414,670,534,187,601,341,14447,1629,/en/squads/fd6114db/Monaco-Stats
35,45.3,34,18133,2072,6036,8263,4032,540,18129,609,262,43.0,302,49.6,9615,54614,27149,529,362,138,478,296,11348,1030,/en/squads/281b0e73/Montpellier-Stats
30,40.4,34,17874,2137,6120,8089,3839,644,17869,525,227,43.2,278,53.0,9492,48016,23741,502,344,141,485,286,10932,1044,/en/squads/d7a486cd/Nantes-Stats
31,47.5,34,20206,2171,6488,9270,4693,843,20200,687,295,42.9,346,50.4,10937,58506,32981,701,413,171,540,315,13013,1312,/en/squads/132ebc33/Nice-Stats
28,68.0,34,29502,1991,6704,14734,8262,1211,29495,802,364,45.4,393,49.0,18244,92964,49950,936,702,347,488,329,23027,2114,/en/squads/e2d8892c/2024-2025/Paris-Saint-Germain-Stats
34,44.1,34,18663,2437,6983,7699,4213,649,18661,629,279,44.4,312,49.6,9968,59074,30711,586,420,139,576,304,11542,1140,/en/squads/7fdd64e0/Reims-Stats
35,50.9,34,20688,1999,6281,9624,4970,763,20680,643,270,42.0,327,50.9,11438,61463,31644,663,429,186,508,344,13788,1421,/en/squads/b3072e00/Rennes-Stats
32,47.1,34,19848,2437,6917,8493,4607,600,19844,558,239,42.8,294,52.7,10318,51180,26053,529,334,138,550,309,12920,1254,/en/squads/d298ef2c/Saint-Etienne-Stats
30,50.1,34,21307,2567,8555,9120,3825,614,21305,629,282,44.8,304,48.3,12112,56806,29750,563,365,170,514,263,14530,1191,/en/squads/c0d3eab4/Strasbourg-Stats
27,45.0,34,18606,1884,6030,8440,4363,789,18602,616,277,45.0,306,49.7,10414,51124,26397,543,369,155,527,311,11568,1201,/en/squads/3f8c4b5f/Toulouse-Stats
29,44.3,34,19036,2215,6126,8404,4701,681,19034,555,228,41.1,280,50.5,10166,48245,23696,450,356,97,587,297,11478,1149,/en/squads/0cdc4311/Augsburg-Stats
29,67.9,34,29435,1651,6130,14825,8664,1212,29425,791,383,48.4,354,44.8,18048,90011,45625,831,683,265,495,264,22614,2125,/en/squads/054efa67/2024-2025/Bayern-Munich-Stats
27,45.5,34,18311,2240,6257,8021,4198,683,18308,421,167,39.7,239,56.8,9051,42773,19107,378,292,89,524,235,10164,1077,/en/squads/b42c6323/Bochum-Stats
28,58.9,34,24214,2170,6972,11525,5921,916,24208,747,341,45.6,334,44.7,14567,72244,36951,701,522,219,502,307,16922,1555,/en/squads/add600ae/2024-2025/Dortmund-Stats
26,49.7,34,21315,2574,7332,9549,4619,871,21310,609,293,48.1,272,44.7,12239,59330,29809,585,428,188,561,262,13804,1337,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats
26,48.7,34,20178,2220,6656,9166,4504,722,20174,486,215,44.2,237,48.8,10294,54032,26564,442,319,119,456,259,12683,1120,/en/squads/a486e511/Freiburg-Stats
26,49.6,34,21519,2921,8283,9361,4035,702,21514,469,206,43.9,231,49.3,11672,58507,29577,530,360,131,420,269,14002,1104,/en/squads/32f3ee20/Monchengladbach-Stats
27,43.5,34,18836,2427,7356,7915,3789,619,18831,532,232,43.6,250,47.0,10014,52086,26117,516,347,94,537,240,11035,959,/en/squads/18d9d2a7/Heidenheim-Stats
35,48.7,34,20591,2338,6644,9219,4904,762,20588,505,234,46.3,238,47.1,10884,51798,25062,481,391,124,451,293,12717,1208,/en/squads/033ea6b8/Hoffenheim-Stats
27,43.6,34,18172,2860,7924,7386,3022,572,18167,424,184,43.4,200,47.2,8483,41193,19640,359,261,81,504,242,10453,860,/en/squads/2ac661d9/Holstein-Kiel-Stats
23,59.2,34,25098,1888,5876,12171,7188,918,25092,584,254,43.5,293,50.2,13865,67255,35710,696,496,181,458,253,18137,1678,/en/squads/c7a9f859/Bayer-Leverkusen-Stats
25,50.4,34,20675,2193,6705,9124,5015,782,20671,496,214,43.1,252,50.8,10562,48693,22087,466,334,119,593,295,12386,1272,/en/squads/a224b06a/Mainz-05-Stats
29,52.2,34,22396,2257,6793,10962,4856,757,22392,580,261,45.0,260,44.8,11429,54894,27778,516,392,136,510,312,14621,1346,/en/squads/acbb6a5b/RB-Leipzig-Stats
28,44.2,34,19141,2257,6816,8232,4244,648,19139,429,179,41.7,201,46.9,9105,45927,22922,418,326,122,476,262,11611,1057,/en/squads/54864664/St-Pauli-Stats
29,57.2,34,23545,2241,6719,11421,5572,945,23539,566,264,46.6,272,48.1,13416,68876,32190,545,434,170,499,312,16334,1478,/en/squads/598bc722/Stuttgart-Stats
28,40.0,34,17834,2167,6285,7721,3997,688,17831,420,172,41.0,214,51.0,8875,42427,20269,390,252,107,472,286,9874,1032,/en/squads/7a41008f/Union-Berlin-Stats
23,50.0,34,21493,2477,7701,9226,4721,818,21488,477,195,40.9,240,50.3,12439,58079,27735,495,347,126,493,256,13899,1343,/en/squads/62add3bf/Werder-Bremen-Stats
27,46.1,34,19121,2295,6603,8190,4491,725,19116,514,209,40.7,268,52.1,10180,49144,23417,489,338,131,504,215,11456,1196,/en/squads/4eaa11d7/Wolfsburg-Stats
32,55.3,38,25020,2035,6907,11325,7007,1076,25013,645,257,39.8,330,51.2,15076,80503,42064,897,696,254,574,362,17329,1808,/en/squads/922493f3/Atalanta-Stats
30,58.1,38,23304,2070,6703,10984,5817,831,23297,555,221,39.8,266,47.9,13684,70992,33468,639,422,167,598,361,15512,1457,/en/squads/1d8099f8/Bologna-Stats
28,44.9,38,19802,2531,7637,8203,4166,645,19799,552,228,41.3,274,49.6,10679,52998,25903,506,339,115,585,294,11974,1140,/en/squads/c4260e09/Cagliari-Stats
38,54.6,38,23246,2359,7668,10461,5315,791,23244,622,264,42.4,288,46.3,14108,70678,35128,658,463,202,577,360,15729,1371,/en/squads/28c9c3cd/Como-Stats
34,41.7,38,18255,2279,6509,8088,3861,562,18252,505,212,42.0,238,47.1,8486,43445,20518,428,284,102,594,349,9986,1004,/en/squads/a3d88bd8/Empoli-Stats
34,50.4,38,21431,2419,7306,9857,4479,671,21423,600,270,45.0,254,42.3,12538,66795,32278,620,479,164,535,306,14051,1226,/en/squads/421387cf/Fiorentina-Stats
37,45.6,38,20080,2523,7477,8829,3958,644,20078,505,187,37.0,260,51.5,10006,52887,25471,470,343,112,593,289,11902,967,/en/squads/658bf2de/Genoa-Stats
32,38.7,38,17659,2055,5973,8025,3869,532,17657,508,228,44.9,233,45.9,8757,47190,22203,449,338,100,533,254,9765,998,/en/squads/0e72edf2/Hellas-Verona-Stats
26,59.7,38,26215,2510,7834,12203,6361,1048,26206,407,158,38.8,199,48.9,16253,81857,40921,694,566,155,423,242,19251,1717,/en/squads/d609edc0/2024-2025/Internazionale-Stats
29,57.2,38,25202,2320,7729,11766,5913,856,25196,658,309,47.0,300,45.6,15347,86896,45140,810,558,216,568,293,18089,1548,/en/squads/e0652b02/2024-2025/Juventus-Stats
27,55.1,38,23200,2262,6760,11033,5654,928,23193,628,296,47.1,266,42.4,13530,76731,39821,774,587,189,469,310,16281,1580,/en/squads/7213da33/Lazio-Stats
31,43.8,38,19445,2594,7211,8380,4085,605,19441,547,237,43.3,248,45.3,9704,52572,25490,519,349,121,572,290,11350,1062,/en/squads/ffcbe334/Lecce-Stats
35,53.9,38,22849,2115,7299,10263,5518,966,22841,721,343,47.6,309,42.9,14001,80439,44096,915,648,269,513,288,16145,1572,/en/squads/dc56fe14/Milan-Stats
36,48.5,38,21338,2852,8271,9181,4056,480,21335,507,220,43.4,227,44.8,12954,65264,31645,533,413,89,510,334,14106,1081,/en/squads/21680aa4/Monza-Stats
27,54.6,38,23892,2258,7471,11310,5295,869,23887,611,244,39.9,286,46.8,13244,69492,35365,739,443,207,473,326,16735,1530,/en/squads/d48ad4ff/Napoli-Stats
32,44.2,38,19903,2706,7204,8455,4468,655,19896,587,249,42.4,276,47.0,11305,58058,29684,578,416,168,548,297,12339,1049,/en/squads/eab4234c/Parma-Stats
28,53.9,38,24126,2375,7151,11355,5819,861,24118,563,210,37.3,266,47.2,14077,72568,36058,691,579,162,545,283,16857,1488,/en/squads/cf74a709/Roma-Stats
31,47.5,38,20697,2400,6911,9482,4475,605,20693,452,169,37.4,236,52.2,12098,62802,31118,529,389,107,490,272,13424,1103,/en/squads/105360fe/Torino-Stats
31,47.2,38,20351,2410,6993,9142,4451,694,20347,623,281,45.1,294,47.2,11222,61191,29910,566,424,127,558,295,12776,1140,/en/squads/04eea015/Udinese-Stats
36,45.1,38,19451,2614,7044,8341,4288,633,19445,601,248,41.3,290,48.3,10476,56455,28256,507,383,124,621,398,11442,1057,/en/squads/af5d5982/Venezia-Stats
