players_used,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,url
35,34,67,2,0,445,382,48,580,337,363,4,6,2,1458,443,393,53.0,/en/squads/b3072e00/Rennes-Stats
32,34,65,3,1,449,361,46,402,328,382,4,15,2,1428,342,386,47.0,/en/squads/d298ef2c/Saint-Etienne-Stats
30,34,71,3,1,393,417,48,496,282,335,2,9,2,1436,339,324,51.1,/en/squads/c0d3eab4/Strasbourg-Stats
27,34,54,3,0,441,415,46,580,281,364,4,2,3,1531,426,443,49.0,/en/squads/3f8c4b5f/Toulouse-Stats
29,34,78,5,2,351,373,59,578,341,300,2,5,2,1441,529,491,51.9,/en/squads/0cdc4311/Augsburg-Stats
29,34,48,1,0,295,341,56,612,232,300,6,2,0,1665,418,344,54.9,/en/squads/054efa67/2024-2025/Bayern-Munich-Stats
27,34,71,2,1,465,293,63,679,294,360,3,6,0,1447,744,665,52.8,/en/squads/b42c6323/Bochum-Stats
28,34,71,6,3,330,343,43,698,249,319,5,4,1,1480,474,418,53.1,/en/squads/add600ae/2024-2025/Dortmund-Stats
26,34,55,1,1,341,304,57,539,287,341,2,3,2,1486,467,437,51.7,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats
26,34,54,2,1,316,325,61,589,276,317,3,4,1,1368,596,608,49.5,/en/squads/a486e511/Freiburg-Stats
26,34,53,3,2,339,326,65,617,317,284,5,8,2,1308,530,473,52.8,/en/squads/32f3ee20/Monchengladbach-Stats
27,34,66,1,0,385,390,50,581,312,356,3,6,0,1420,553,646,46.1,/en/squads/18d9d2a7/Heidenheim-Stats
35,34,66,2,0,391,366,70,732,291,336,2,6,3,1466,577,588,49.5,/en/squads/033ea6b8/Hoffenheim-Stats
27,34,77,4,2,407,350,44,482,294,328,4,7,3,1267,546,607,47.4,/en/squads/2ac661d9/Holstein-Kiel-Stats
23,34,62,1,1,325,352,64,735,234,259,5,4,4,1463,463,419,52.5,/en/squads/c7a9f859/Bayer-Leverkusen-Stats
25,34,71,5,3,408,329,78,658,352,325,3,5,0,1545,618,697,47.0,/en/squads/a224b06a/Mainz-05-Stats
29,34,68,5,2,376,333,83,563,268,333,4,3,0,1533,480,439,52.2,/en/squads/acbb6a5b/RB-Leipzig-Stats
28,34,53,4,3,353,352,66,600,257,315,2,5,1,1350,533,656,44.8,/en/squads/54864664/St-Pauli-Stats
29,34,72,5,3,358,411,62,637,298,282,4,3,1,1378,468,448,51.1,/en/squads/598bc722/Stuttgart-Stats
28,34,72,1,0,419,313,67,608,312,318,3,6,1,1368,656,676,49.2,/en/squads/7a41008f/Union-Berlin-Stats
23,34,75,4,3,335,402,72,667,315,321,4,3,3,1453,473,470,50.2,/en/squads/62add3bf/Werder-Bremen-Stats
27,34,75,3,0,350,366,49,574,312,301,4,3,1,1344,519,562,48.0,/en/squads/4eaa11d7/Wolfsburg-Stats
32,38,67,1,1,435,393,54,778,296,347,5,2,2,1732,585,490,54.4,/en/squads/922493f3/Atalanta-Stats
30,38,61,4,1,537,604,63,756,258,346,6,3,2,1516,579,616,48.5,/en/squads/1d8099f8/Bologna-Stats
28,38,68,3,3,500,397,65,758,276,303,2,6,0,1522,606,600,50.2,/en/squads/c4260e09/Cagliari-Stats
38,38,87,7,3,503,518,65,568,279,412,1,7,0,1547,472,487,49.2,/en/squads/28c9c3cd/Como-Stats
34,38,68,5,2,570,459,57,620,323,396,3,3,1,1480,577,710,44.8,/en/squads/a3d88bd8/Empoli-Stats
34,38,82,3,2,440,550,88,588,275,313,6,3,1,1436,508,487,51.1,/en/squads/421387cf/Fiorentina-Stats
37,38,71,1,0,497,448,55,663,308,385,1,8,3,1481,666,696,48.9,/en/squads/658bf2de/Genoa-Stats
32,38,98,9,5,579,352,55,562,329,434,1,4,1,1427,671,699,49.0,/en/squads/0e72edf2/Hellas-Verona-Stats
26,38,56,1,1,417,405,90,751,227,288,6,4,1,1440,604,419,59.0,/en/squads/d609edc0/2024-2025/Internazionale-Stats
29,38,67,3,1,480,378,52,630,215,353,3,5,0,1516,458,461,49.8,/en/squads/e0652b02/2024-2025/Juventus-Stats
27,38,93,7,3,425,484,46,864,295,319,4,4,2,1439,473,491,49.1,/en/squads/7213da33/Lazio-Stats
31,38,61,7,1,466,427,52,628,285,372,2,10,3,1484,676,651,50.9,/en/squads/ffcbe334/Lecce-Stats
35,38,70,6,1,415,428,60,634,234,349,7,2,3,1397,434,391,52.6,/en/squads/dc56fe14/Milan-Stats
36,38,90,3,2,512,529,54,656,305,315,0,4,3,1299,567,605,48.4,/en/squads/21680aa4/Monza-Stats
27,38,47,0,0,415,445,55,681,270,323,4,4,2,1435,530,460,53.5,/en/squads/d48ad4ff/Napoli-Stats
32,38,78,6,3,405,458,31,427,279,293,5,5,2,1365,499,502,49.9,/en/squads/eab4234c/Parma-Stats
28,38,66,1,1,405,484,59,636,282,328,6,4,1,1437,441,476,48.1,/en/squads/cf74a709/Roma-Stats
31,38,80,3,1,483,386,57,675,278,261,2,7,2,1296,538,564,48.8,/en/squads/105360fe/Torino-Stats
31,38,88,5,3,543,379,50,679,302,346,2,8,5,1426,550,493,52.7,/en/squads/04eea015/Udinese-Stats
36,38,75,2,2,503,451,58,529,279,361,4,11,3,1450,490,626,43.9,/en/squads/af5d5982/Venezia-Stats
