players_used,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,url
30,38,20376,24379,83.6,346550,118702,9656,10641,90.7,8627,9763,88.4,1637,2814,58.2,60,63.7,55.6,-3.7,598,1666,506,80,2110,/en/squads/822bd0ba/2023-2024/Liverpool-Stats
28,38,11048,15099,73.2,201475,81352,4969,5784,85.9,4443,5431,81.8,1289,2879,44.8,33,29.5,27.5,3.5,315,835,250,90,1113,/en/squads/e297cd13/2023-2024/Luton-Town-Stats
25,38,24616,27758,88.7,394064,112270,12895,13721,94.0,9449,10306,91.7,1652,2498,66.1,69,60.2,62.1,8.8,545,1890,484,65,2060,/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats
31,38,15785,19538,80.8,260507,91226,7892,8866,89.0,5965,6943,85.9,1355,2517,53.8,36,40.1,34.6,-4.1,434,1202,338,50,1479,/en/squads/19538871/2023-2024/Manchester-United-Stats
32,38,16117,19852,81.2,274265,96401,7681,8623,89.1,6722,7757,86.7,1358,2504,54.2,55,51.3,43.5,3.7,424,1107,380,76,1557,/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats
33,38,11877,15679,75.8,210025,83097,5510,6417,85.9,4760,5855,81.3,1265,2493,50.7,43,37.9,27.8,5.1,325,905,244,61,1141,/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats
35,38,9531,13509,70.6,169894,71337,4492,5357,83.9,3739,4696,79.6,1042,2626,39.7,18,25.8,21.0,-7.8,257,701,198,48,884,/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats
29,38,20649,24197,85.3,326221,111380,10630,11617,91.5,8361,9345,89.5,1089,1905,57.2,58,57.4,52.1,0.6,460,1588,454,65,2107,/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats
26,38,12568,16373,76.8,219336,85575,6043,6856,88.1,4817,5751,83.8,1330,2718,48.9,40,34.8,30.8,5.2,305,979,225,71,1207,/en/squads/7c21e445/2023-2024/West-Ham-United-Stats
27,38,15484,19175,80.8,255933,84649,7694,8577,89.7,6100,7016,86.9,1218,2527,48.2,36,31.8,27.6,4.2,316,910,239,61,1180,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats
30,38,10091,14116,71.5,191648,83394,4443,5283,84.1,4011,5052,79.4,1375,2889,47.6,28,32.4,30.6,-4.4,341,937,273,105,1260,/en/squads/8d6fd021/2023-2024/Alaves-Stats
35,38,12774,16540,77.2,228494,85956,5654,6480,87.3,5476,6405,85.5,1322,2747,48.1,25,34.2,24.6,-9.2,349,870,212,86,1097,/en/squads/78ecf4bb/2023-2024/Almeria-Stats
27,38,14509,18724,77.5,256772,96209,6598,7600,86.8,6186,7288,84.9,1393,2832,49.2,41,37.0,40.3,4.0,355,1205,343,113,1610,/en/squads/2b390eca/2023-2024/Athletic-Club-Stats
27,38,17064,20709,82.4,282535,101502,8654,9535,90.8,6433,7422,86.7,1442,2542,56.7,48,47.4,44.0,0.6,359,1226,380,68,1597,/en/squads/db3b9613/2023-2024/Atletico-Madrid-Stats
29,38,21506,24761,86.9,359810,114447,10598,11481,92.3,8724,9617,90.7,1717,2604,65.9,55,57.4,57.9,-2.4,457,1702,405,83,1925,/en/squads/206d90db/2023-2024/Barcelona-Stats
35,38,15310,18979,80.7,256941,94528,7398,8260,89.6,5944,6913,86.0,1383,2561,54.0,31,32.7,33.8,-1.7,368,1037,327,53,1441,/en/squads/fc536746/2023-2024/Real-Betis-Stats
31,38,13890,17776,78.1,235944,93057,6703,7631,87.8,5538,6545,84.6,1223,2495,49.0,35,38.2,39.1,-3.2,367,1129,293,71,1345,/en/squads/f25da7fb/2023-2024/Celta-Vigo-Stats
34,38,10763,14990,71.8,202974,86219,4837,5694,84.9,4144,5163,80.3,1455,3198,45.5,17,25.2,26.3,-8.2,292,899,219,106,1017,/en/squads/ee7c297c/2023-2024/Cadiz-Stats
33,38,10713,15193,70.5,207208,83225,4641,5528,84.0,4142,5344,77.5,1625,3436,47.3,27,27.9,27.4,-0.9,324,1037,220,103,1141,/en/squads/7848bd64/2023-2024/Getafe-Stats
25,38,18793,21914,85.8,318093,108506,8986,9734,92.3,7878,8692,90.6,1460,2446,59.7,64,54.0,52.4,10.0,377,1431,362,88,1685,/en/squads/9024a00a/2023-2024/Girona-Stats
40,38,12127,15976,75.9,225286,88195,5270,6031,87.4,5127,6099,84.1,1458,2965,49.2,27,31.1,30.4,-4.1,283,834,263,94,1044,/en/squads/a0435291/2023-2024/Granada-Stats
29,38,19105,22882,83.5,298427,110392,10201,11174,91.3,7170,8097,88.6,1145,2312,49.5,23,23.3,28.2,-0.3,295,1295,271,54,1596,/en/squads/0049d422/2023-2024/Las-Palmas-Stats
25,38,11476,15645,73.4,218346,89351,4934,5790,85.2,4717,5815,81.1,1549,3119,49.7,27,30.8,29.1,-3.8,308,978,235,103,1174,/en/squads/2aa12281/2023-2024/Mallorca-Stats
29,38,12874,17335,74.3,243978,96863,5474,6420,85.3,5487,6696,81.9,1666,3277,50.8,32,28.5,31.6,3.5,301,1128,263,104,1322,/en/squads/03c57e2b/2023-2024/Osasuna-Stats
26,38,13282,17459,76.1,240192,94205,5918,6783,87.2,5584,6657,83.9,1436,3063,46.9,12,24.6,25.3,-12.6,314,1082,255,81,1335,/en/squads/98e8af82/2023-2024/Rayo-Vallecano-Stats
27,38,21794,24691,88.3,349864,112682,11641,12391,93.9,7949,8734,91.0,1624,2474,65.6,66,52.5,50.5,13.5,476,1701,391,59,1935,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats
31,38,15263,19249,79.3,276751,93632,6489,7461,87.0,6923,8022,86.3,1553,2800,55.5,36,30.7,32.9,5.3,320,1133,246,63,1414,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats
35,38,14628,18599,78.6,267530,97170,6501,7367,88.2,6128,7177,85.4,1667,3111,53.6,30,31.7,32.7,-1.7,363,1207,286,134,1416,/en/squads/ad2be733/2023-2024/Sevilla-Stats
29,38,12233,16255,75.3,217671,80185,5491,6436,85.3,5177,6140,84.3,1226,2710,45.2,24,27.0,24.2,-3.0,267,886,218,72,1162,/en/squads/dcc91a7b/2023-2024/Valencia-Stats
32,38,15349,18637,82.4,278006,102363,6662,7409,89.9,6931,7828,88.5,1525,2599,58.7,47,40.5,40.4,6.5,365,1160,339,88,1558,/en/squads/2a8183b3/2023-2024/Villarreal-Stats
25,34,14111,17733,79.6,274556,96326,5352,6275,85.3,6263,7237,86.5,2059,3359,61.3,33,34.4,35.8,-1.4,357,1155,269,105,1402,/en/squads/fb08dbb3/2023-2024/Brest-Stats
31,34,13390,16784,79.8,238625,85204,5792,6628,87.4,5654,6606,85.6,1435,2665,53.8,18,23.1,25.2,-5.1,282,989,208,57,1247,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats
27,34,11739,15121,77.6,206687,77964,5123,6042,84.8,5019,5901,85.1,1150,2291,50.2,23,25.3,24.5,-2.3,290,945,209,57,1199,/en/squads/5c2737db/2023-2024/Le-Havre-Stats
27,34,14709,18083,81.3,249644,91474,6666,7617,87.5,6203,7157,86.7,1255,2217,56.6,29,37.2,41.6,-8.2,368,1312,349,95,1624,/en/squads/fd4e0f7d/2023-2024/Lens-Stats
28,34,16278,19319,84.3,279186,90871,7309,8169,89.5,7084,7941,89.2,1351,2273,59.4,32,34.8,38.5,-2.8,324,1191,279,50,1468,/en/squads/cb188c0c/2023-2024/Lille-Stats
38,34,13284,16298,81.5,233137,84711,5717,6546,87.3,5786,6600,87.7,1284,2251,57.0,27,27.1,27.5,-0.1,274,1004,251,56,1293,/en/squads/d2c87802/2023-2024/Lorient-Stats
35,34,14823,17984,82.4,257980,90576,6513,7395,88.1,6362,7223,88.1,1409,2376,59.3,32,36.3,42.0,-4.3,335,1163,330,74,1600,/en/squads/d53c0b06/2023-2024/Lyon-Stats
33,34,14716,18000,81.8,259765,88302,6190,7030,88.1,6752,7732,87.3,1310,2344,55.9,32,40.3,39.7,-8.3,349,1272,324,88,1613,/en/squads/5725cc7b/2023-2024/Marseille-Stats
30,34,8816,11986,73.6,177167,68613,3132,3872,80.9,4173,5024,83.1,1317,2559,51.5,25,23.2,15.0,1.8,234,685,152,61,910,/en/squads/f83960ae/2023-2024/Metz-Stats
30,34,14825,18346,80.8,260568,96791,6362,7376,86.3,6547,7589,86.3,1414,2430,58.2,45,37.7,42.0,7.3,370,1364,365,46,1726,/en/squads/fd6114db/2023-2024/Monaco-Stats
31,34,11198,14618,76.6,209508,81796,4428,5251,84.3,4815,5705,84.4,1503,2790,53.9,26,31.1,28.0,-5.1,304,900,216,64,1174,/en/squads/281b0e73/2023-2024/Montpellier-Stats
35,34,12180,15384,79.2,219808,81996,5084,5814,87.4,5410,6278,86.2,1273,2486,51.2,17,25.5,28.6,-8.5,275,971,230,78,1243,/en/squads/d7a486cd/2023-2024/Nantes-Stats
27,34,15511,18379,84.4,255169,85900,7507,8293,90.5,6438,7248,88.8,1061,1950,54.4,23,34.6,30.3,-11.6,326,899,255,68,1245,/en/squads/132ebc33/2023-2024/Nice-Stats
29,34,21536,24396,88.3,366597,106542,9423,10335,91.2,9980,10802,92.4,1507,2177,69.2,61,51.6,48.4,9.4,425,1763,365,53,1915,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats
29,34,12995,16365,79.4,243795,83980,4942,5830,84.8,6140,7027,87.4,1553,2684,57.9,28,33.3,34.9,-5.3,318,1098,241,76,1425,/en/squads/7fdd64e0/2023-2024/Reims-Stats
29,34,14481,17580,82.4,266518,91799,5645,6490,87.0,6806,7723,88.1,1575,2513,62.7,29,31.8,34.5,-2.8,351,1257,311,61,1639,/en/squads/b3072e00/2023-2024/Rennes-Stats
30,34,12021,15031,80.0,225581,77797,4556,5286,86.2,5863,6761,86.7,1315,2383,55.2,24,31.7,28.7,-7.7,280,903,218,67,1152,/en/squads/c0d3eab4/2023-2024/Strasbourg-Stats
26,34,13014,16304,79.8,231736,82869,5571,6480,86.0,5860,6824,85.9,1239,2195,56.4,30,26.4,30.8,3.6,301,1057,259,60,1405,/en/squads/3f8c4b5f/2023-2024/Toulouse-Stats
29,34,10545,14262,73.9,199672,80511,4147,4989,83.1,4851,5902,82.2,1272,2491,51.1,35,27.7,37.7,7.3,299,919,284,89,1137,/en/squads/0cdc4311/2023-2024/Augsburg-Stats
30,34,19987,22946,87.1,340799,109694,9254,10094,91.7,8928,9742,91.6,1476,2208,66.8,71,65.9,72.8,5.1,506,1563,458,86,1941,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats
25,34,9786,14203,68.9,185281,85808,4234,5278,80.2,3854,5032,76.6,1393,2934,47.5,30,30.4,33.0,-0.4,371,902,265,85,1151,/en/squads/b42c6323/2023-2024/Bochum-Stats
32,34,11807,15336,77.0,223927,86971,4830,5582,86.5,5247,6139,85.5,1494,2813,53.1,21,22.8,28.9,-1.8,302,873,226,65,1083,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats
32,34,17191,20445,84.1,300426,100507,7696,8552,90.0,7352,8202,89.6,1651,2584,63.9,49,45.6,48.0,3.4,389,1144,301,46,1452,/en/squads/add600ae/2023-2024/Dortmund-Stats
34,34,15017,18809,79.8,260025,91225,6582,7496,87.8,6907,7959,86.8,1204,2409,50.0,36,34.1,38.5,1.9,292,1007,276,60,1305,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats
25,34,12337,16023,77.0,223388,83596,5228,6120,85.4,5515,6445,85.6,1296,2579,50.3,32,32.4,34.7,-0.4,296,936,246,81,1208,/en/squads/a486e511/2023-2024/Freiburg-Stats
27,34,13544,16946,79.9,232267,84618,6222,7073,88.0,5785,6704,86.3,1162,2210,52.6,43,35.5,37.3,7.5,374,801,261,83,1227,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats
22,34,10264,14339,71.6,206040,85936,3699,4713,78.5,4741,5858,80.9,1578,2863,55.1,34,27.5,30.0,6.5,279,730,201,73,983,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats
30,34,13457,17038,79.0,240505,94518,5931,6757,87.8,5840,6864,85.1,1372,2563,53.5,47,39.9,42.6,7.1,346,1069,292,76,1359,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats
26,34,11704,15411,75.9,209861,79468,4930,5779,85.3,5377,6369,84.4,1146,2378,48.2,17,27.2,30.9,-10.2,319,821,217,85,1086,/en/squads/bc357bf7/2023-2024/Koln-Stats
24,34,21192,24301,87.2,322890,106373,12041,12986,92.7,7316,8125,90.0,1249,1977,63.2,71,55.2,66.8,15.8,490,1716,457,72,1997,/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats
30,34,10974,15120,72.6,201446,81453,4718,5730,82.3,4623,5826,79.4,1323,2702,49.0,31,32.0,35.2,-1.0,346,939,248,78,1169,/en/squads/a224b06a/2023-2024/Mainz-05-Stats
26,34,16254,19590,83.0,282017,96743,6994,7859,89.0,7624,8554,89.1,1287,2207,58.3,53,47.7,52.2,5.3,404,1185,334,75,1541,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats
27,34,19201,22456,85.5,312129,108823,9516,10371,91.8,7721,8581,90.0,1352,2320,58.3,60,53.3,58.8,6.7,413,1338,356,80,1618,/en/squads/598bc722/2023-2024/Stuttgart-Stats
30,34,11004,14784,74.4,204399,86273,4534,5371,84.4,4773,5802,82.3,1356,2658,51.0,23,25.0,28.4,-2.0,300,859,233,80,1146,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats
30,34,12821,16418,78.1,237961,91530,5250,6169,85.1,5760,6739,85.5,1549,2676,57.9,33,35.6,38.2,-2.6,321,882,276,83,1172,/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats
28,34,13092,16624,78.8,232194,87396,5883,6706,87.7,5603,6605,84.8,1288,2422,53.2,27,28.5,38.6,-1.5,310,954,263,67,1235,/en/squads/4eaa11d7/2023-2024/Wolfsburg-Stats
29,38,16051,19961,80.4,281418,100413,7280,8321,87.5,6956,7989,87.1,1466,2642,55.5,57,43.9,38.8,13.1,437,1223,381,114,1754,/en/squads/922493f3/2023-2024/Atalanta-Stats
28,38,19125,22504,85.0,315900,100821,9408,10260,91.7,7744,8573,90.3,1415,2441,58.0,32,32.1,25.8,-0.1,356,1267,256,55,1453,/en/squads/1d8099f8/2023-2024/Bologna-Stats
29,38,10731,14709,73.0,205047,81881,4427,5206,85.0,4662,5786,80.6,1441,2966,48.6,30,29.1,25.0,0.9,330,863,260,125,1109,/en/squads/c4260e09/2023-2024/Cagliari-Stats
34,38,11571,15348,75.4,210427,82600,4961,5759,86.1,5094,6059,84.1,1240,2680,46.3,19,25.8,24.1,-6.8,297,827,206,74,1056,/en/squads/a3d88bd8/2023-2024/Empoli-Stats
30,38,16180,19975,81.0,306932,103541,6368,7193,88.5,7511,8557,87.8,2004,3302,60.7,41,35.3,39.0,5.7,395,1327,374,103,1656,/en/squads/421387cf/2023-2024/Fiorentina-Stats
34,38,13740,17545,78.3,226596,87424,6769,7660,88.4,5457,6523,83.7,1085,2330,46.6,29,30.2,24.8,-1.2,350,962,279,69,1326,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats
34,38,12053,15765,76.5,219285,85245,5128,5934,86.4,5142,6121,84.0,1379,2710,50.9,27,22.8,24.0,4.2,300,865,223,75,1079,/en/squads/658bf2de/2023-2024/Genoa-Stats
36,38,10639,14710,72.3,211949,86317,4116,5023,81.9,4666,5727,81.5,1618,3113,52.0,29,27.2,22.8,1.8,335,958,216,92,1122,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats
27,38,19136,22447,85.2,332897,109819,8631,9446,91.4,8159,9056,90.1,1839,2800,65.7,60,55.6,50.7,4.4,440,1288,437,116,1620,/en/squads/d609edc0/2023-2024/Internazionale-Stats
31,38,14757,18079,81.6,274823,94184,5963,6728,88.6,6820,7755,87.9,1727,2762,62.5,37,39.6,37.0,-2.6,417,1191,296,105,1473,/en/squads/e0652b02/2023-2024/Juventus-Stats
22,38,17462,21071,82.9,293219,101247,8440,9314,90.6,6970,7966,87.5,1557,2657,58.6,30,32.9,31.6,-2.9,331,1270,316,62,1528,/en/squads/7213da33/2023-2024/Lazio-Stats
26,38,11742,15397,76.3,220284,81904,4700,5530,85.0,5225,6158,84.8,1487,2846,52.2,23,30.6,23.1,-7.6,378,895,211,87,1183,/en/squads/ffcbe334/2023-2024/Lecce-Stats
35,38,17656,20741,85.1,304243,102555,7905,8708,90.8,7904,8738,90.5,1438,2341,61.4,56,46.0,41.1,10.0,430,1213,338,94,1569,/en/squads/dc56fe14/2023-2024/Milan-Stats
31,38,16734,19870,84.2,310386,98194,6742,7422,90.8,7969,8830,90.2,1771,2837,62.4,29,27.8,27.5,1.2,348,1087,251,92,1248,/en/squads/21680aa4/2023-2024/Monza-Stats
29,38,19517,22942,85.1,335198,107611,9095,9898,91.9,8105,9121,88.9,1832,2884,63.5,36,42.9,38.4,-6.9,497,1507,398,84,1758,/en/squads/d48ad4ff/2023-2024/Napoli-Stats
30,38,17066,20523,83.2,298380,99682,7660,8446,90.7,7615,8620,88.3,1474,2569,57.4,44,34.4,31.5,9.6,363,1217,315,87,1469,/en/squads/cf74a709/2023-2024/Roma-Stats
39,38,12124,15920,76.2,210672,79322,5624,6417,87.6,4851,5890,82.4,1233,2585,47.7,25,22.4,18.6,2.6,310,885,207,74,1119,/en/squads/c5577084/2023-2024/Salernitana-Stats
30,38,11978,15683,76.4,221423,83557,4986,5788,86.1,5295,6301,84.0,1385,2776,49.9,28,25.9,25.0,2.1,340,995,248,60,1301,/en/squads/e2befd26/2023-2024/Sassuolo-Stats
30,38,14578,18229,80.0,257125,90455,6446,7271,88.7,6372,7364,86.5,1345,2609,51.6,29,30.1,29.2,-1.1,338,1028,277,101,1333,/en/squads/105360fe/2023-2024/Torino-Stats
32,38,9976,13300,75.0,185378,75887,4317,5066,85.2,4174,5111,81.7,1234,2396,51.5,23,28.0,23.8,-5.0,329,874,186,76,1022,/en/squads/04eea015/2023-2024/Udinese-Stats
