players_used,90s,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,url
2,38,65,8,1,7,1,71.7,0.32,7.7,0.2,100,480,20.8,933,199,34.3,33.8,305,52.5,40.0,572,45,7.9,31,0.82,13.3,/en/squads/8cec06e1/2023-2024/Wolverhampton-Wanderers-Stats
2,38,46,8,0,4,2,44.8,0.25,0.8,0.02,315,778,40.5,886,125,62.2,41.7,335,67.8,48.4,530,29,5.5,37,0.97,15.2,/en/squads/8d6fd021/2023-2024/Alaves-Stats
3,38,75,6,0,8,0,70.3,0.32,-4.7,-0.12,181,615,29.4,1115,180,39.5,24.1,330,53.0,41.7,629,29,4.6,47,1.24,22.7,/en/squads/78ecf4bb/2023-2024/Almeria-Stats
2,38,37,1,0,2,4,40.4,0.28,7.4,0.2,238,728,32.7,1050,164,48.0,32.4,272,82.4,59.3,491,33,6.7,49,1.29,15.3,/en/squads/2b390eca/2023-2024/Athletic-Club-Stats
1,38,43,1,0,3,0,39.8,0.28,-3.2,-0.08,114,336,33.9,725,180,27.2,31.5,298,46.6,39.0,579,36,6.2,22,0.58,11.8,/en/squads/db3b9613/2023-2024/Atletico-Madrid-Stats
2,38,44,2,0,1,0,41.6,0.28,-2.4,-0.06,113,216,52.3,1076,161,14.7,26.3,255,22.7,27.9,450,15,3.3,36,0.95,15.6,/en/squads/206d90db/2023-2024/Barcelona-Stats
3,38,45,7,3,3,3,47.5,0.26,5.5,0.15,180,510,35.3,1022,167,35.2,30.6,279,53.8,42.6,541,38,7.0,42,1.11,12.6,/en/squads/fc536746/2023-2024/Real-Betis-Stats
2,38,57,6,0,7,3,56.0,0.31,2.0,0.05,176,494,35.6,811,182,38.3,35.5,312,58.7,45.4,556,28,5.0,36,0.95,13.3,/en/squads/f25da7fb/2023-2024/Celta-Vigo-Stats
2,38,55,2,0,6,1,51.7,0.3,-2.3,-0.06,364,910,40.0,991,123,62.8,49.3,342,84.2,60.7,617,60,9.7,45,1.18,7.0,/en/squads/ee7c297c/2023-2024/Cadiz-Stats
2,38,54,5,0,7,0,55.2,0.29,1.2,0.03,341,915,37.3,977,124,66.6,39.2,322,82.0,56.2,463,18,3.9,62,1.63,10.7,/en/squads/7848bd64/2023-2024/Getafe-Stats
1,38,46,5,0,8,0,51.0,0.28,5.0,0.13,155,420,36.9,1074,178,27.1,30.0,312,41.3,37.9,534,41,7.7,33,0.87,13.2,/en/squads/9024a00a/2023-2024/Girona-Stats
4,38,79,5,0,12,2,70.2,0.33,-6.8,-0.18,231,626,36.9,1096,185,40.1,35.7,293,63.8,47.9,536,33,6.2,52,1.37,17.3,/en/squads/a0435291/2023-2024/Granada-Stats
2,38,47,5,0,5,3,51.2,0.29,7.2,0.19,146,473,30.9,1733,204,23.3,30.4,265,26.4,27.1,545,30,5.5,100,2.63,18.0,/en/squads/0049d422/2023-2024/Las-Palmas-Stats
3,38,44,4,1,4,1,43.6,0.26,0.6,0.02,333,824,40.4,981,128,61.0,33.0,332,68.1,51.3,520,34,6.5,29,0.76,7.0,/en/squads/2aa12281/2023-2024/Mallorca-Stats
2,38,56,1,0,8,0,51.8,0.33,-4.2,-0.11,329,771,42.7,1071,119,55.2,40.4,308,58.4,43.4,537,30,5.6,58,1.53,16.4,/en/squads/03c57e2b/2023-2024/Osasuna-Stats
2,38,48,1,1,5,2,47.8,0.31,1.8,0.05,170,613,27.7,915,176,46.3,36.3,320,59.1,47.8,534,23,4.3,40,1.05,17.0,/en/squads/98e8af82/2023-2024/Rayo-Vallecano-Stats
3,38,26,1,0,2,1,34.4,0.29,9.4,0.25,79,210,37.6,952,177,17.1,25.2,291,16.2,24.3,487,35,7.2,38,1.0,12.2,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats
2,38,39,6,0,5,1,40.8,0.27,2.8,0.07,192,465,41.3,1099,116,31.8,37.0,199,58.3,45.6,410,19,4.6,58,1.53,20.1,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats
3,38,54,5,1,4,2,53.4,0.28,1.4,0.04,224,613,36.5,920,182,43.8,39.4,288,72.9,53.4,520,31,6.0,32,0.84,13.5,/en/squads/ad2be733/2023-2024/Sevilla-Stats
3,38,45,3,1,7,2,51.4,0.29,8.4,0.22,191,696,27.4,883,148,58.2,40.5,275,66.2,49.9,561,46,8.2,32,0.84,11.4,/en/squads/dcc91a7b/2023-2024/Valencia-Stats
2,38,65,6,1,9,1,61.7,0.27,-2.3,-0.06,150,378,39.7,1015,190,26.8,30.2,354,29.9,29.8,688,35,5.1,36,0.95,5.3,/en/squads/2a8183b3/2023-2024/Villarreal-Stats
2,34,34,2,0,4,0,36.5,0.26,2.5,0.07,244,518,47.1,978,144,39.5,37.2,198,66.7,47.7,406,18,4.4,43,1.27,23.0,/en/squads/fb08dbb3/2023-2024/Brest-Stats
2,34,60,7,0,6,1,64.9,0.28,5.9,0.17,226,613,36.9,1138,157,43.7,30.9,275,42.2,34.5,514,46,8.9,49,1.44,10.1,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats
2,34,45,2,0,5,2,49.9,0.31,6.9,0.2,158,463,34.1,709,135,45.7,33.1,251,55.4,40.9,482,32,6.6,25,0.74,14.5,/en/squads/5c2737db/2023-2024/Le-Havre-Stats
2,34,37,6,0,6,1,43.3,0.28,7.3,0.21,164,379,43.3,923,148,33.3,29.0,221,32.6,29.1,396,32,8.1,39,1.15,9.8,/en/squads/fd4e0f7d/2023-2024/Lens-Stats
2,34,34,3,0,2,2,37.5,0.26,5.5,0.16,106,360,29.4,1030,122,28.7,35.9,190,33.7,32.7,399,27,6.8,32,0.94,15.0,/en/squads/cb188c0c/2023-2024/Lille-Stats
1,34,66,8,1,8,1,64.0,0.28,-1.0,-0.03,139,378,36.8,850,162,30.5,31.4,299,39.8,33.8,591,24,4.1,13,0.38,8.9,/en/squads/d2c87802/2023-2024/Lorient-Stats
2,34,55,4,2,7,1,48.1,0.26,-5.9,-0.17,137,386,35.5,890,169,33.5,32.4,249,35.3,31.9,470,39,8.3,31,0.91,12.4,/en/squads/d53c0b06/2023-2024/Lyon-Stats
2,34,41,3,1,7,1,33.8,0.24,-6.2,-0.18,98,337,29.1,1022,119,26.3,28.4,222,30.6,29.4,430,19,4.4,26,0.76,10.4,/en/squads/5725cc7b/2023-2024/Marseille-Stats
2,34,58,6,1,7,0,53.1,0.26,-4.9,-0.14,215,682,31.5,727,128,57.1,36.4,299,89.3,59.1,583,47,8.1,22,0.65,3.0,/en/squads/f83960ae/2023-2024/Metz-Stats
2,34,42,5,1,6,2,46.7,0.28,6.7,0.2,121,370,32.7,813,159,32.3,32.0,229,46.7,37.9,442,35,7.9,26,0.76,11.0,/en/squads/fd6114db/2023-2024/Monaco-Stats
2,34,48,4,2,4,3,47.7,0.25,2.7,0.08,168,497,33.8,851,163,45.9,38.0,292,36.3,33.2,527,32,6.1,13,0.38,9.6,/en/squads/281b0e73/2023-2024/Montpellier-Stats
3,34,55,9,0,3,0,55.2,0.32,0.2,0.01,175,515,34.0,965,175,37.0,40.3,259,61.0,45.6,505,41,8.1,33,0.97,7.8,/en/squads/d7a486cd/2023-2024/Nantes-Stats
1,34,29,5,0,1,1,30.7,0.22,2.7,0.08,74,189,39.2,1025,158,15.2,23.9,208,15.9,22.3,376,32,8.5,21,0.62,12.2,/en/squads/132ebc33/2023-2024/Nice-Stats
3,34,33,4,0,4,0,41.0,0.25,8.0,0.24,54,149,36.2,879,144,13.8,23.5,202,13.9,22.6,402,17,4.2,33,0.97,16.3,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats
1,34,47,6,1,4,1,42.7,0.27,-3.3,-0.1,124,353,35.1,1050,179,27.0,30.1,242,28.5,28.2,522,38,7.3,46,1.35,14.2,/en/squads/7fdd64e0/2023-2024/Reims-Stats
1,34,46,3,0,5,3,38.2,0.25,-4.8,-0.14,134,416,32.2,1001,149,30.4,31.5,208,53.8,40.5,451,36,8.0,37,1.09,15.1,/en/squads/b3072e00/2023-2024/Rennes-Stats
2,34,50,4,0,3,3,39.7,0.28,-7.3,-0.21,144,409,35.2,860,125,40.6,34.5,259,23.2,26.6,460,25,5.4,40,1.18,13.9,/en/squads/c0d3eab4/2023-2024/Strasbourg-Stats
1,34,46,4,2,6,0,45.3,0.3,-0.7,-0.02,92,285,32.3,643,93,29.9,29.3,252,36.9,32.3,490,7,1.4,16,0.47,10.7,/en/squads/3f8c4b5f/2023-2024/Toulouse-Stats
2,34,60,7,0,12,2,56.0,0.26,-2.0,-0.06,185,490,37.8,1172,98,32.5,34.5,264,41.3,37.4,520,30,5.8,52,1.53,11.6,/en/squads/0cdc4311/2023-2024/Augsburg-Stats
3,34,45,3,2,3,0,41.0,0.3,-4.0,-0.12,99,242,40.9,1072,170,20.4,33.1,216,10.6,20.9,341,14,4.1,48,1.41,,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats
2,34,74,9,0,9,4,62.3,0.28,-7.7,-0.23,450,1084,41.5,1497,91,63.5,51.3,258,51.9,41.2,523,35,6.7,104,3.06,7.7,/en/squads/b42c6323/2023-2024/Bochum-Stats
2,34,86,1,2,9,2,74.3,0.34,-9.7,-0.29,278,690,40.3,1333,195,36.8,34.8,310,64.5,49.3,504,27,5.4,60,1.76,16.5,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats
2,34,43,5,0,9,2,44.6,0.28,3.6,0.1,133,349,38.1,1267,135,20.8,28.3,269,31.6,30.7,466,15,3.2,24,0.71,14.5,/en/squads/add600ae/2023-2024/Dortmund-Stats
2,34,50,9,0,4,0,49.7,0.27,-0.3,-0.01,106,390,27.2,976,152,30.4,34.4,277,33.6,31.4,485,20,4.1,34,1.0,15.7,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats
1,34,58,3,1,5,1,50.0,0.3,-7.0,-0.21,193,568,34.0,1103,160,36.8,34.2,286,56.6,45.2,485,31,6.4,30,0.88,13.6,/en/squads/a486e511/2023-2024/Freiburg-Stats
2,34,67,6,0,7,0,58.4,0.26,-8.6,-0.25,144,405,35.6,1059,177,28.7,32.3,266,38.0,33.6,538,28,5.2,34,1.0,15.3,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats
1,34,55,7,0,7,3,53.6,0.27,1.6,0.05,249,595,41.8,1162,167,35.3,35.9,318,58.2,46.0,495,24,4.8,17,0.5,13.2,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats
1,34,66,2,3,9,1,68.6,0.31,3.6,0.11,208,529,39.3,1112,165,35.2,32.7,296,46.6,39.6,545,31,5.7,73,2.15,16.7,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats
1,34,60,3,0,10,0,62.0,0.36,2.0,0.06,135,372,36.3,1037,101,31.4,31.4,260,17.7,23.9,504,14,2.8,21,0.62,13.4,/en/squads/bc357bf7/2023-2024/Koln-Stats
2,34,24,0,0,4,0,27.9,0.27,3.9,0.11,71,202,35.1,715,171,20.3,22.1,183,31.1,31.2,316,28,8.9,40,1.18,15.0,/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats
2,34,51,3,2,2,1,51.7,0.34,1.7,0.05,198,570,34.7,985,160,46.6,34.7,207,53.6,43.6,431,46,10.7,50,1.47,11.3,/en/squads/a224b06a/2023-2024/Mainz-05-Stats
2,34,39,4,1,8,1,35.6,0.27,-2.4,-0.07,79,234,33.8,1189,147,14.2,25.7,237,27.4,30.8,426,23,5.4,51,1.5,17.6,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats
2,34,39,3,0,6,3,35.8,0.26,-0.2,-0.01,148,352,42.0,1180,147,26.1,31.0,214,20.6,23.4,396,31,7.8,62,1.82,16.6,/en/squads/598bc722/2023-2024/Stuttgart-Stats
2,34,58,5,2,7,1,52.9,0.28,-4.1,-0.12,202,535,37.8,1081,178,36.4,34.1,269,52.4,41.0,552,54,9.8,37,1.09,5.0,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats
2,34,54,6,0,5,1,54.1,0.3,1.1,0.03,176,415,42.4,1069,198,32.3,34.2,298,23.5,28.6,516,41,7.9,39,1.15,14.4,/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats
2,34,56,2,2,4,3,47.8,0.31,-5.2,-0.15,201,494,40.7,989,157,37.7,32.8,258,46.9,38.1,462,26,5.6,41,1.21,12.1,/en/squads/4eaa11d7/2023-2024/Wolfsburg-Stats
3,38,42,6,0,4,1,39.8,0.23,-1.2,-0.03,161,459,35.1,974,213,28.9,29.6,270,65.9,50.1,444,30,6.8,55,1.45,16.7,/en/squads/922493f3/2023-2024/Atalanta-Stats
3,38,32,3,2,3,1,32.1,0.23,1.1,0.03,118,348,33.9,941,159,26.5,29.6,285,34.7,33.2,505,13,2.6,19,0.5,12.2,/en/squads/1d8099f8/2023-2024/Bologna-Stats
3,38,68,4,3,10,3,56.2,0.34,-8.8,-0.23,202,544,37.1,838,137,42.1,64.0,312,61.2,45.9,583,28,4.8,24,0.63,,/en/squads/c4260e09/2023-2024/Cagliari-Stats
3,38,54,6,0,10,1,48.9,0.22,-4.1,-0.11,162,542,29.9,1031,220,39.8,26.3,309,42.7,37.7,645,42,6.5,31,0.82,21.0,/en/squads/a3d88bd8/2023-2024/Empoli-Stats
3,38,46,8,3,5,0,45.5,0.25,-0.5,-0.01,191,458,41.7,1257,138,29.5,31.0,209,41.6,37.0,353,8,2.3,32,0.84,19.5,/en/squads/421387cf/2023-2024/Fiorentina-Stats
2,38,69,5,0,11,2,53.4,0.27,-13.6,-0.36,90,416,21.6,956,175,34.6,37.2,316,26.9,27.1,538,22,4.1,26,0.68,14.3,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats
3,38,45,3,1,4,1,41.6,0.28,-2.4,-0.06,245,634,38.6,1174,110,43.6,35.9,325,37.5,32.2,609,48,7.9,41,1.08,12.2,/en/squads/658bf2de/2023-2024/Genoa-Stats
2,38,51,2,0,6,1,43.5,0.26,-6.5,-0.17,331,791,41.8,983,111,55.6,49.5,319,76.5,55.3,492,22,4.5,45,1.18,18.0,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats
3,38,22,2,0,3,0,29.2,0.23,7.2,0.19,111,252,44.0,1196,151,16.9,25.2,249,20.1,25.8,453,24,5.3,16,0.42,,/en/squads/d609edc0/2023-2024/Internazionale-Stats
3,38,31,2,0,4,2,30.1,0.24,1.1,0.03,154,360,42.8,768,144,36.6,29.4,321,24.6,28.7,601,28,4.7,23,0.61,16.7,/en/squads/e0652b02/2023-2024/Juventus-Stats
2,38,39,2,0,3,0,36.9,0.23,-2.1,-0.05,139,366,38.0,985,132,29.5,37.7,301,24.9,28.1,476,21,4.4,23,0.61,13.1,/en/squads/7213da33/2023-2024/Lazio-Stats
1,38,54,5,1,7,1,51.0,0.26,-2.0,-0.05,152,489,31.1,801,159,46.7,34.9,340,33.8,29.1,522,20,3.8,20,0.53,11.0,/en/squads/ffcbe334/2023-2024/Lecce-Stats
4,38,49,8,2,4,1,42.7,0.22,-5.3,-0.14,146,351,41.6,1248,233,22.9,29.2,273,23.8,26.9,440,43,9.8,46,1.21,11.9,/en/squads/dc56fe14/2023-2024/Milan-Stats
2,38,51,7,1,6,0,59.8,0.27,8.8,0.23,197,486,40.5,1223,230,28.9,30.6,319,41.7,37.5,531,22,4.1,21,0.55,16.8,/en/squads/21680aa4/2023-2024/Monza-Stats
3,38,48,2,1,6,0,46.1,0.33,-1.9,-0.05,83,242,34.3,955,149,19.9,17.0,226,23.0,27.9,417,14,3.4,41,1.08,37.0,/en/squads/d48ad4ff/2023-2024/Napoli-Stats
2,38,46,3,0,5,3,43.6,0.26,0.6,0.02,134,327,41.0,945,163,25.1,25.3,289,31.1,29.7,517,32,6.2,15,0.39,12.0,/en/squads/cf74a709/2023-2024/Roma-Stats
3,38,81,10,0,9,2,68.1,0.29,-10.9,-0.29,183,647,28.3,858,127,49.7,44.9,345,64.1,46.6,631,15,2.4,31,0.82,7.6,/en/squads/c5577084/2023-2024/Salernitana-Stats
2,38,75,8,2,8,4,56.9,0.28,-14.1,-0.37,189,585,32.3,987,154,45.9,37.8,347,38.0,33.5,582,26,4.5,30,0.79,18.6,/en/squads/e2befd26/2023-2024/Sassuolo-Stats
2,38,36,7,0,4,0,37.3,0.22,1.3,0.04,274,812,33.7,1370,179,44.2,31.1,273,75.8,59.9,431,41,9.5,40,1.05,12.0,/en/squads/105360fe/2023-2024/Torino-Stats
2,38,53,9,2,5,1,49.6,0.26,-2.4,-0.06,156,431,36.2,597,113,45.9,32.3,300,52.3,42.5,647,12,1.9,9,0.24,13.1,/en/squads/04eea015/2023-2024/Udinese-Stats
