players_used,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,url
27,38,654,399,308,263,83,327,671,48.7,344,460,114,346,256,910,793,8,/en/squads/db3b9613/2023-2024/Atletico-Madrid-Stats
29,38,571,363,271,223,77,243,523,46.5,280,363,97,266,257,828,573,17,/en/squads/206d90db/2023-2024/Barcelona-Stats
35,38,692,440,305,300,87,358,683,52.4,325,422,101,321,345,1037,801,9,/en/squads/fc536746/2023-2024/Real-Betis-Stats
31,38,627,382,302,243,82,308,662,46.5,354,434,116,318,297,924,832,9,/en/squads/f25da7fb/2023-2024/Celta-Vigo-Stats
34,38,671,398,338,264,69,341,728,46.8,387,443,123,320,298,969,786,13,/en/squads/ee7c297c/2023-2024/Cadiz-Stats
33,38,608,364,269,251,88,291,577,50.4,286,342,103,239,307,915,730,6,/en/squads/7848bd64/2023-2024/Getafe-Stats
25,38,544,340,264,222,58,274,521,52.6,247,378,124,254,257,801,661,21,/en/squads/9024a00a/2023-2024/Girona-Stats
40,38,637,374,336,237,64,289,623,46.4,334,404,110,294,280,917,779,26,/en/squads/a0435291/2023-2024/Granada-Stats
29,38,662,397,328,263,71,305,633,48.2,328,416,98,318,281,943,761,14,/en/squads/0049d422/2023-2024/Las-Palmas-Stats
25,38,686,388,347,281,58,340,657,51.8,317,369,131,238,365,1051,785,10,/en/squads/2aa12281/2023-2024/Mallorca-Stats
29,38,525,311,247,201,77,243,517,47.0,274,400,108,292,263,788,756,16,/en/squads/03c57e2b/2023-2024/Osasuna-Stats
26,38,630,372,279,282,69,270,608,44.4,338,410,105,305,308,938,796,12,/en/squads/98e8af82/2023-2024/Rayo-Vallecano-Stats
27,38,557,368,252,214,91,225,461,48.8,236,401,104,297,296,853,552,14,/en/squads/53a2f082/2023-2024/Real-Madrid-Stats
31,38,650,405,271,285,94,283,552,51.3,269,405,118,287,253,903,693,15,/en/squads/e31d1cd9/2023-2024/Real-Sociedad-Stats
35,38,697,463,380,237,80,335,626,53.5,291,395,123,272,313,1010,772,9,/en/squads/ad2be733/2023-2024/Sevilla-Stats
29,38,657,379,335,250,72,309,618,50.0,309,392,105,287,324,981,842,9,/en/squads/dcc91a7b/2023-2024/Valencia-Stats
32,38,576,348,288,212,76,260,532,48.9,272,386,130,256,304,880,789,12,/en/squads/2a8183b3/2023-2024/Villarreal-Stats
25,34,679,427,295,299,85,306,715,42.8,409,386,100,286,321,1000,644,13,/en/squads/fb08dbb3/2023-2024/Brest-Stats
31,34,581,358,279,242,60,312,633,49.3,321,382,130,252,347,928,667,19,/en/squads/d9676424/2023-2024/Clermont-Foot-Stats
27,34,560,332,293,207,60,283,572,49.5,289,362,124,238,363,923,664,10,/en/squads/5c2737db/2023-2024/Le-Havre-Stats
27,34,554,339,213,266,75,291,569,51.1,278,392,112,280,298,852,549,16,/en/squads/fd4e0f7d/2023-2024/Lens-Stats
28,34,594,370,267,242,85,278,580,47.9,302,319,80,239,292,886,574,10,/en/squads/cb188c0c/2023-2024/Lille-Stats
38,34,538,326,284,195,59,252,531,47.5,279,391,129,262,337,875,805,14,/en/squads/d2c87802/2023-2024/Lorient-Stats
35,34,538,331,241,203,94,250,578,43.3,328,343,118,225,304,842,563,12,/en/squads/d53c0b06/2023-2024/Lyon-Stats
33,34,604,371,270,264,70,292,587,49.7,295,365,99,266,332,936,633,8,/en/squads/5725cc7b/2023-2024/Marseille-Stats
30,34,562,334,310,183,69,238,514,46.3,276,416,127,289,348,910,834,9,/en/squads/f83960ae/2023-2024/Metz-Stats
30,34,664,412,259,314,91,322,686,46.9,364,418,85,333,394,1058,582,14,/en/squads/fd6114db/2023-2024/Monaco-Stats
31,34,619,379,352,187,80,310,691,44.9,381,427,161,266,308,927,766,5,/en/squads/281b0e73/2023-2024/Montpellier-Stats
35,34,582,352,307,220,55,298,616,48.4,318,339,102,237,332,914,697,4,/en/squads/d7a486cd/2023-2024/Nantes-Stats
27,34,538,308,247,212,79,285,505,56.4,220,389,111,278,292,830,505,10,/en/squads/132ebc33/2023-2024/Nice-Stats
29,34,585,360,254,221,110,283,602,47.0,319,346,108,238,268,853,509,22,/en/squads/e2d8892c/2023-2024/Paris-Saint-Germain-Stats
29,34,640,392,303,246,91,320,639,50.1,319,398,133,265,342,982,671,10,/en/squads/7fdd64e0/2023-2024/Reims-Stats
29,34,526,311,261,190,75,280,525,53.3,245,371,106,265,328,854,618,10,/en/squads/b3072e00/2023-2024/Rennes-Stats
30,34,620,383,317,240,63,308,572,53.8,264,406,115,291,347,967,682,13,/en/squads/c0d3eab4/2023-2024/Strasbourg-Stats
26,34,612,358,295,241,76,294,626,47.0,332,431,148,283,294,906,715,6,/en/squads/3f8c4b5f/2023-2024/Toulouse-Stats
29,34,528,319,234,222,72,237,492,48.2,255,439,133,306,295,823,727,9,/en/squads/0cdc4311/2023-2024/Augsburg-Stats
30,34,520,323,227,191,102,245,510,48.0,265,378,81,297,288,808,473,18,/en/squads/054efa67/2023-2024/Bayern-Munich-Stats
25,34,603,366,272,253,78,294,574,51.2,280,460,142,318,308,911,768,9,/en/squads/b42c6323/2023-2024/Bochum-Stats
32,34,560,323,303,197,60,285,583,48.9,298,400,137,263,317,877,707,19,/en/squads/6a6967fc/2023-2024/Darmstadt-98-Stats
32,34,548,356,297,201,50,292,557,52.4,265,431,121,310,251,799,628,12,/en/squads/add600ae/2023-2024/Dortmund-Stats
34,34,602,359,282,240,80,293,548,53.5,255,424,99,325,302,904,704,12,/en/squads/f0ac8ee6/2023-2024/Eintracht-Frankfurt-Stats
25,34,546,319,303,175,68,227,463,49.0,236,436,149,287,272,818,725,7,/en/squads/a486e511/2023-2024/Freiburg-Stats
27,34,582,337,291,247,44,287,534,53.7,247,465,168,297,333,915,860,15,/en/squads/32f3ee20/2023-2024/Monchengladbach-Stats
22,34,601,352,311,225,65,275,591,46.5,316,463,129,334,302,903,783,5,/en/squads/18d9d2a7/2023-2024/Heidenheim-Stats
30,34,517,304,286,185,46,259,541,47.9,282,413,143,270,357,874,790,12,/en/squads/033ea6b8/2023-2024/Hoffenheim-Stats
26,34,617,375,330,234,53,342,659,51.9,317,506,154,352,305,922,766,9,/en/squads/bc357bf7/2023-2024/Koln-Stats
24,34,458,277,183,187,88,197,403,48.9,206,330,72,258,224,682,460,9,/en/squads/c7a9f859/2023-2024/Bayer-Leverkusen-Stats
30,34,572,328,256,253,63,276,526,52.5,250,442,117,325,346,918,704,3,/en/squads/a224b06a/2023-2024/Mainz-05-Stats
26,34,538,317,236,240,62,244,487,50.1,243,444,97,347,240,778,630,12,/en/squads/acbb6a5b/2023-2024/RB-Leipzig-Stats
27,34,537,316,222,239,76,253,513,49.3,260,378,109,269,269,806,619,12,/en/squads/598bc722/2023-2024/Stuttgart-Stats
30,34,549,352,242,240,67,254,504,50.4,250,480,137,343,305,854,861,9,/en/squads/7a41008f/2023-2024/Union-Berlin-Stats
30,34,604,351,303,239,62,312,609,51.2,297,434,153,281,284,888,785,9,/en/squads/62add3bf/2023-2024/Werder-Bremen-Stats
28,34,550,303,272,201,77,262,527,49.7,265,414,99,315,268,818,801,8,/en/squads/4eaa11d7/2023-2024/Wolfsburg-Stats
29,38,613,369,273,249,91,291,597,48.7,306,483,119,364,340,953,614,7,/en/squads/922493f3/2023-2024/Atalanta-Stats
28,38,633,385,299,267,67,303,579,52.3,276,426,113,313,258,891,677,17,/en/squads/1d8099f8/2023-2024/Bologna-Stats
29,38,540,315,272,203,65,264,525,50.3,261,373,113,260,265,805,816,12,/en/squads/c4260e09/2023-2024/Cagliari-Stats
34,38,618,378,311,227,80,300,564,53.2,264,462,154,308,263,881,840,9,/en/squads/a3d88bd8/2023-2024/Empoli-Stats
30,38,564,320,242,231,91,275,512,53.7,237,388,81,307,236,800,509,8,/en/squads/421387cf/2023-2024/Fiorentina-Stats
34,38,545,322,244,225,76,253,525,48.2,272,439,143,296,241,786,789,14,/en/squads/6a7ad59d/2023-2024/Frosinone-Stats
34,38,625,352,315,247,63,283,571,49.6,288,462,162,300,332,957,796,11,/en/squads/658bf2de/2023-2024/Genoa-Stats
36,38,621,387,302,245,74,293,578,50.7,285,414,133,281,302,923,784,15,/en/squads/0e72edf2/2023-2024/Hellas-Verona-Stats
27,38,540,321,252,219,69,234,474,49.4,240,365,116,249,280,820,576,7,/en/squads/d609edc0/2023-2024/Internazionale-Stats
31,38,577,369,270,233,74,264,445,59.3,181,375,124,251,253,830,725,4,/en/squads/e0652b02/2023-2024/Juventus-Stats
22,38,581,348,259,254,68,283,618,45.8,335,430,122,308,295,876,640,7,/en/squads/7213da33/2023-2024/Lazio-Stats
26,38,605,374,285,252,68,289,566,51.1,277,429,117,312,308,913,751,8,/en/squads/ffcbe334/2023-2024/Lecce-Stats
35,38,576,333,274,232,70,273,521,52.4,248,367,146,221,252,828,548,16,/en/squads/dc56fe14/2023-2024/Milan-Stats
31,38,565,334,307,195,63,266,484,55.0,218,378,151,227,279,844,642,8,/en/squads/21680aa4/2023-2024/Monza-Stats
29,38,571,326,235,237,99,263,554,47.5,291,351,92,259,241,812,521,5,/en/squads/d48ad4ff/2023-2024/Napoli-Stats
30,38,569,336,261,229,79,249,535,46.5,286,370,132,238,242,811,623,16,/en/squads/cf74a709/2023-2024/Roma-Stats
39,38,536,327,289,198,49,257,519,49.5,262,409,161,248,279,815,816,12,/en/squads/c5577084/2023-2024/Salernitana-Stats
30,38,507,310,241,198,68,245,531,46.1,286,402,143,259,267,774,767,14,/en/squads/e2befd26/2023-2024/Sassuolo-Stats
30,38,471,275,207,213,51,191,386,49.5,195,303,100,203,329,800,594,15,/en/squads/105360fe/2023-2024/Torino-Stats
32,38,606,381,345,213,48,299,571,52.4,272,437,129,308,327,933,988,10,/en/squads/04eea015/2023-2024/Udinese-Stats
