players_used,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,url
28,38,568,327,268,208,92,273,606,45.0,333,451,177,274,352,920,772,10,/en/squads/a3d88bd8/2021-2022/Empoli-Stats
28,38,508,301,232,203,73,268,540,49.6,272,357,91,266,244,752,407,15,/en/squads/421387cf/2021-2022/Fiorentina-Stats
40,38,739,416,324,302,113,349,727,48.0,378,487,134,353,449,1188,751,15,/en/squads/658bf2de/2021-2022/Genoa-Stats
31,38,534,308,248,214,72,238,557,42.7,319,414,107,307,392,926,779,9,/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats
27,38,588,332,265,240,83,247,545,45.3,298,360,110,250,332,920,485,11,/en/squads/d609edc0/2021-2022/Internazionale-Stats
32,38,555,316,260,217,78,236,529,44.6,293,392,134,258,332,887,677,9,/en/squads/e0652b02/2021-2022/Juventus-Stats
27,38,578,339,246,255,77,238,621,38.3,383,416,144,272,315,893,565,10,/en/squads/7213da33/2021-2022/Lazio-Stats
28,38,697,421,304,288,105,281,583,48.2,302,371,110,261,355,1052,477,12,/en/squads/dc56fe14/2021-2022/Milan-Stats
27,38,550,327,246,227,77,268,617,43.4,349,371,108,263,296,846,510,8,/en/squads/d48ad4ff/2021-2022/Napoli-Stats
29,38,613,362,282,253,78,283,622,45.5,339,383,82,301,385,998,552,9,/en/squads/cf74a709/2021-2022/Roma-Stats
42,38,541,321,274,208,59,277,579,47.8,302,394,146,248,353,894,777,3,/en/squads/c5577084/2021-2022/Salernitana-Stats
34,38,562,327,277,217,68,288,629,45.8,341,383,134,249,443,1005,723,11,/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats
29,38,482,271,252,163,67,236,574,41.1,338,422,127,295,314,796,664,19,/en/squads/e2befd26/2021-2022/Sassuolo-Stats
30,38,580,343,301,205,74,266,585,45.5,319,465,176,289,372,952,736,8,/en/squads/68449f6d/2021-2022/Spezia-Stats
31,38,531,314,223,234,74,228,440,51.8,212,375,108,267,423,954,651,4,/en/squads/105360fe/2021-2022/Torino-Stats
29,38,622,350,282,271,69,284,643,44.2,359,432,122,310,351,973,671,12,/en/squads/04eea015/2021-2022/Udinese-Stats
39,38,613,352,325,217,71,273,626,43.6,353,495,202,293,388,1001,865,13,/en/squads/af5d5982/2021-2022/Venezia-Stats
