players_used,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,url
28,38,16836,14819,1943,591,34,180,720,763,155,63,70,1,12948,74,335,/en/squads/6c8b07df/2021-2022/Elche-Stats
34,38,16919,15003,1846,590,29,196,627,659,172,65,67,1,13360,70,287,/en/squads/a8661628/2021-2022/Espanyol-Stats
31,38,14607,12625,1929,579,17,194,621,842,136,65,58,0,10278,53,299,/en/squads/7848bd64/2021-2022/Getafe-Stats
32,38,14889,12856,1971,544,28,142,691,791,159,70,60,1,10582,62,295,/en/squads/a0435291/2021-2022/Granada-Stats
31,38,16422,14508,1837,477,50,183,624,769,168,58,76,3,12584,77,311,/en/squads/9800b6a1/2021-2022/Levante-Stats
33,38,15023,13022,1934,575,44,113,597,788,159,64,34,5,11046,67,311,/en/squads/2aa12281/2021-2022/Mallorca-Stats
29,38,16522,14470,1986,473,16,195,864,932,179,61,99,4,11904,66,309,/en/squads/03c57e2b/2021-2022/Osasuna-Stats
28,38,16933,14830,2020,553,38,161,862,906,190,76,76,4,12747,83,321,/en/squads/98e8af82/2021-2022/Rayo-Vallecano-Stats
31,38,24517,22705,1706,491,71,309,611,639,218,81,50,0,21373,106,313,/en/squads/53a2f082/2021-2022/Real-Madrid-Stats
32,38,19304,17333,1895,537,45,96,638,829,186,79,79,1,15403,76,352,/en/squads/e31d1cd9/2021-2022/Real-Sociedad-Stats
33,38,22234,20265,1889,526,37,312,787,844,175,11,124,2,18327,80,305,/en/squads/ad2be733/2021-2022/Sevilla-Stats
34,38,13777,11686,2039,664,32,227,765,811,175,73,63,3,9627,52,289,/en/squads/dcc91a7b/2021-2022/Valencia-Stats
29,38,20401,18435,1875,582,90,166,574,737,200,92,44,2,16679,91,396,/en/squads/2a8183b3/2021-2022/Villarreal-Stats
30,38,18797,16901,1850,548,30,147,572,717,186,60,81,2,15307,46,292,/en/squads/69236f98/2021-2022/Angers-Stats
39,38,17385,15441,1886,464,52,176,611,815,150,80,47,1,13552,58,315,/en/squads/123f3efe/2021-2022/Bordeaux-Stats
25,38,16506,14535,1924,484,20,156,710,846,171,95,56,0,12684,47,288,/en/squads/fb08dbb3/2021-2022/Brest-Stats
28,38,19560,17599,1908,526,28,156,713,828,179,76,60,1,15713,53,332,/en/squads/d9676424/2021-2022/Clermont-Foot-Stats
28,38,20178,18428,1692,388,51,172,699,718,213,70,106,0,16573,58,295,/en/squads/fd4e0f7d/2021-2022/Lens-Stats
26,38,18926,16958,1879,471,47,186,621,828,201,79,90,0,15086,89,354,/en/squads/cb188c0c/2021-2022/Lille-Stats
29,38,16818,14950,1813,441,40,163,588,803,162,63,55,2,13156,55,291,/en/squads/d2c87802/2021-2022/Lorient-Stats
30,38,23388,21522,1804,491,95,139,571,782,188,85,60,2,19787,62,313,/en/squads/d53c0b06/2021-2022/Lyon-Stats
27,38,24524,22709,1755,538,57,176,619,692,217,100,81,0,21253,60,306,/en/squads/5725cc7b/2021-2022/Marseille-Stats
36,38,15688,13854,1786,476,34,137,581,729,142,43,76,0,12069,48,299,/en/squads/f83960ae/2021-2022/Metz-Stats
27,38,20559,18632,1833,448,77,150,705,805,220,99,78,0,16300,94,331,/en/squads/fd6114db/2021-2022/Monaco-Stats
27,38,17804,15757,1994,484,36,155,697,868,178,62,74,2,13951,53,313,/en/squads/281b0e73/2021-2022/Montpellier-Stats
26,38,16481,14568,1858,422,20,140,731,864,198,75,97,1,12580,55,280,/en/squads/d7a486cd/2021-2022/Nantes-Stats
27,38,19832,18037,1742,440,37,101,742,766,196,94,75,1,16159,53,305,/en/squads/132ebc33/2021-2022/Nice-Stats
36,38,26660,24940,1627,488,94,170,459,623,201,80,34,2,23831,93,278,/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats
35,38,15811,13914,1821,498,14,181,629,780,166,63,77,1,12097,76,315,/en/squads/7fdd64e0/2021-2022/Reims-Stats
28,38,21263,19478,1726,436,41,199,698,766,222,61,132,0,17605,59,308,/en/squads/b3072e00/2021-2022/Rennes-Stats
39,38,17876,15857,1968,520,39,214,697,868,178,82,65,3,13880,51,329,/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats
26,38,18653,16798,1794,449,47,212,797,807,180,37,121,2,14576,61,296,/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats
35,38,16828,14916,1859,534,26,163,708,750,161,113,35,0,13093,53,313,/en/squads/54195385/2021-2022/Troyes-Stats
26,34,13511,11765,1692,385,25,69,487,743,147,67,48,1,9382,54,325,/en/squads/247c4b67/2021-2022/Arminia-Stats
26,34,13035,11240,1722,415,28,159,592,784,145,56,82,1,9181,73,293,/en/squads/0cdc4311/2021-2022/Augsburg-Stats
30,34,23780,22043,1661,434,108,149,656,736,215,102,78,5,20087,76,316,/en/squads/054efa67/2021-2022/Bayern-Munich-Stats
28,34,13679,11928,1678,421,26,124,600,779,122,53,48,0,9624,73,261,/en/squads/b42c6323/2021-2022/Bochum-Stats
33,34,21052,19358,1621,447,67,121,491,681,182,74,76,1,17410,73,314,/en/squads/add600ae/2021-2022/Dortmund-Stats
27,34,17023,15216,1754,387,44,106,697,825,193,78,91,2,12628,53,357,/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats
26,34,15652,13970,1624,421,33,120,633,672,181,116,44,1,11641,58,328,/en/squads/a486e511/2021-2022/Freiburg-Stats
26,34,17978,16210,1697,535,74,89,440,681,152,60,66,3,14537,71,315,/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats
29,34,13971,12140,1762,482,24,54,478,738,138,92,37,4,10180,69,325,/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats
36,34,14077,12218,1786,516,30,94,505,746,141,64,66,0,10314,73,321,/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats
32,34,18141,16308,1763,445,36,91,703,798,190,90,52,0,14323,70,350,/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats
26,34,16910,14957,1886,536,26,124,829,833,181,99,57,0,12636,67,374,/en/squads/bc357bf7/2021-2022/Koln-Stats
29,34,18338,16593,1681,380,80,89,537,726,194,96,71,1,14735,64,328,/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats
28,34,15000,13190,1747,415,23,60,598,818,178,101,64,0,10773,63,306,/en/squads/a224b06a/2021-2022/Mainz-05-Stats
29,34,19771,18099,1606,504,70,63,523,644,162,72,54,0,16163,66,315,/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats
34,34,17353,15564,1736,452,42,192,550,762,148,29,98,1,13753,53,305,/en/squads/598bc722/2021-2022/Stuttgart-Stats
28,34,14818,13166,1588,366,31,59,663,742,138,49,71,2,10673,64,325,/en/squads/7a41008f/2021-2022/Union-Berlin-Stats
30,34,16439,14701,1664,455,44,153,619,721,147,100,34,1,12596,74,289,/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats
32,38,21261,19317,1876,539,36,192,661,782,229,114,84,1,17108,68,383,/en/squads/922493f3/2021-2022/Atalanta-Stats
36,38,18249,16283,1910,590,58,109,601,730,183,103,21,1,14442,56,317,/en/squads/1d8099f8/2021-2022/Bologna-Stats
33,38,15761,13729,1962,574,16,119,675,791,143,48,71,2,11503,70,315,/en/squads/c4260e09/2021-2022/Cagliari-Stats
28,38,16700,14627,1990,528,36,76,704,827,189,63,87,0,12796,83,347,/en/squads/a3d88bd8/2021-2022/Empoli-Stats
28,38,20910,19005,1848,664,37,246,776,693,195,23,129,0,17418,57,331,/en/squads/421387cf/2021-2022/Fiorentina-Stats
40,38,15587,13605,1910,559,29,74,661,777,155,57,76,1,11185,72,365,/en/squads/658bf2de/2021-2022/Genoa-Stats
31,38,17398,15513,1788,467,36,101,593,777,166,75,43,0,13047,97,347,/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats
27,38,21832,20151,1624,448,54,207,809,630,252,73,141,2,18367,57,339,/en/squads/d609edc0/2021-2022/Internazionale-Stats
32,38,19835,18065,1696,533,41,193,550,662,169,72,66,2,16459,74,297,/en/squads/e0652b02/2021-2022/Juventus-Stats
27,38,23041,21310,1687,520,54,137,574,663,176,74,71,0,19632,44,296,/en/squads/7213da33/2021-2022/Lazio-Stats
28,38,19320,17512,1728,564,45,122,672,653,195,61,86,0,15719,80,297,/en/squads/dc56fe14/2021-2022/Milan-Stats
27,38,22921,21114,1740,536,45,199,553,693,197,85,51,0,19572,67,337,/en/squads/d48ad4ff/2021-2022/Napoli-Stats
29,38,18828,16921,1847,548,45,136,735,748,238,130,95,0,15221,60,292,/en/squads/cf74a709/2021-2022/Roma-Stats
42,38,14461,12521,1899,576,12,90,698,695,185,56,111,1,10680,41,320,/en/squads/c5577084/2021-2022/Salernitana-Stats
34,38,17022,15064,1876,582,35,151,645,726,143,33,73,0,12901,82,339,/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats
29,38,20327,18421,1863,629,59,179,541,612,198,96,62,1,17027,43,315,/en/squads/e2befd26/2021-2022/Sassuolo-Stats
30,38,15503,13609,1817,509,32,92,534,731,152,76,58,2,11650,77,318,/en/squads/68449f6d/2021-2022/Spezia-Stats
31,38,18082,16280,1718,519,28,118,663,699,168,80,55,0,13943,84,331,/en/squads/105360fe/2021-2022/Torino-Stats
29,38,15251,13384,1789,523,37,80,519,688,187,64,75,1,11650,78,297,/en/squads/04eea015/2021-2022/Udinese-Stats
39,38,15320,13487,1772,493,27,113,585,714,123,57,54,0,11575,61,335,/en/squads/af5d5982/2021-2022/Venezia-Stats
