players_used,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,url
29,38,800,21.05,593,73,57,38,28,11,112,2.95,73,12,11,10,5,1,/en/squads/2a8183b3/2021-2022/Villarreal-Stats
30,38,671,17.66,439,76,58,36,45,17,71,1.87,38,6,6,9,10,2,/en/squads/69236f98/2021-2022/Angers-Stats
39,38,768,20.21,539,73,53,48,32,23,91,2.39,61,12,9,5,3,1,/en/squads/123f3efe/2021-2022/Bordeaux-Stats
25,38,698,18.37,490,75,40,43,36,14,78,2.05,49,7,7,7,6,2,/en/squads/fb08dbb3/2021-2022/Brest-Stats
28,38,771,20.29,553,76,53,49,30,10,64,1.68,43,7,5,6,3,0,/en/squads/d9676424/2021-2022/Clermont-Foot-Stats
28,38,900,23.68,680,60,53,56,30,21,106,2.79,75,4,6,11,7,3,/en/squads/fd4e0f7d/2021-2022/Lens-Stats
26,38,811,21.34,592,73,53,45,35,13,81,2.13,50,7,7,9,8,0,/en/squads/cb188c0c/2021-2022/Lille-Stats
29,38,758,19.95,531,62,45,50,48,22,60,1.58,39,2,8,4,7,0,/en/squads/d2c87802/2021-2022/Lorient-Stats
30,38,986,25.95,745,65,61,61,40,14,111,2.92,83,4,5,12,7,0,/en/squads/d53c0b06/2021-2022/Lyon-Stats
27,38,904,23.79,662,78,43,53,54,14,110,2.89,75,7,5,8,12,3,/en/squads/5725cc7b/2021-2022/Marseille-Stats
36,38,634,16.68,449,62,33,36,41,13,55,1.45,39,3,3,5,5,0,/en/squads/f83960ae/2021-2022/Metz-Stats
27,38,779,20.5,572,74,39,40,41,13,107,2.82,87,3,4,5,8,0,/en/squads/fd6114db/2021-2022/Monaco-Stats
27,38,736,19.37,516,60,41,41,61,17,85,2.24,59,7,6,6,6,1,/en/squads/281b0e73/2021-2022/Montpellier-Stats
26,38,723,19.03,498,81,45,48,38,13,89,2.34,62,6,7,6,7,1,/en/squads/d7a486cd/2021-2022/Nantes-Stats
27,38,789,20.76,575,69,52,41,39,13,94,2.47,70,4,5,6,9,0,/en/squads/132ebc33/2021-2022/Nice-Stats
36,38,1018,26.79,767,56,83,54,44,14,159,4.18,119,6,18,9,6,1,/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats
35,38,692,18.21,498,59,52,32,38,13,71,1.87,46,7,4,6,8,0,/en/squads/7fdd64e0/2021-2022/Reims-Stats
28,38,971,25.55,712,103,32,74,37,13,151,3.97,120,7,6,10,6,2,/en/squads/b3072e00/2021-2022/Rennes-Stats
39,38,749,19.71,517,69,59,42,48,14,65,1.71,37,9,5,7,5,2,/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats
26,38,810,21.32,588,82,30,55,43,12,98,2.58,70,5,5,10,8,0,/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats
35,38,668,17.58,472,60,44,43,38,11,54,1.42,33,4,2,9,6,0,/en/squads/54195385/2021-2022/Troyes-Stats
26,34,586,17.24,410,52,41,39,34,10,42,1.24,32,2,1,4,3,0,/en/squads/247c4b67/2021-2022/Arminia-Stats
26,34,608,17.88,433,70,24,35,29,17,59,1.74,37,8,2,8,4,0,/en/squads/0cdc4311/2021-2022/Augsburg-Stats
30,34,1170,34.41,874,93,64,84,36,19,161,4.74,122,13,9,10,5,2,/en/squads/054efa67/2021-2022/Bayern-Munich-Stats
28,34,662,19.47,451,75,27,39,56,14,60,1.76,38,5,4,5,6,2,/en/squads/b42c6323/2021-2022/Bochum-Stats
33,34,797,23.44,570,71,51,51,43,11,142,4.18,96,7,12,12,10,5,/en/squads/add600ae/2021-2022/Dortmund-Stats
27,34,762,22.41,528,88,36,61,38,11,75,2.21,51,8,4,8,4,0,/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats
26,34,775,22.79,526,99,21,65,57,7,90,2.65,57,12,2,8,10,1,/en/squads/a486e511/2021-2022/Freiburg-Stats
26,34,870,25.59,642,80,34,46,52,16,89,2.62,66,3,4,10,5,1,/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats
29,34,525,15.44,357,48,37,30,35,18,43,1.26,27,3,4,4,5,0,/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats
36,34,639,18.79,432,77,31,41,42,16,58,1.71,35,8,1,4,8,2,/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats
32,34,785,23.09,583,71,39,52,27,13,100,2.94,81,3,5,8,1,2,/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats
26,34,796,23.41,590,88,26,43,37,12,91,2.68,67,8,5,8,2,1,/en/squads/bc357bf7/2021-2022/Koln-Stats
29,34,804,23.65,596,63,55,52,30,8,134,3.94,100,5,14,10,5,0,/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats
28,34,760,22.35,526,82,32,59,48,13,81,2.38,63,4,3,6,4,1,/en/squads/a224b06a/2021-2022/Mainz-05-Stats
29,34,762,22.41,551,75,44,45,42,5,129,3.79,88,10,10,7,13,1,/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats
34,34,794,23.35,552,77,52,57,42,14,70,2.06,43,8,5,10,4,0,/en/squads/598bc722/2021-2022/Stuttgart-Stats
28,34,688,20.24,496,61,30,58,36,7,70,2.06,49,2,6,11,2,0,/en/squads/7a41008f/2021-2022/Union-Berlin-Stats
30,34,723,21.26,502,70,43,51,51,6,68,2.0,47,3,3,8,7,0,/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats
32,38,1078,28.37,776,98,69,87,32,16,110,2.89,88,2,8,8,3,1,/en/squads/922493f3/2021-2022/Atalanta-Stats
36,38,777,20.45,599,71,26,41,34,6,76,2.0,59,7,2,5,3,0,/en/squads/1d8099f8/2021-2022/Bologna-Stats
33,38,742,19.53,521,86,25,63,34,13,61,1.61,43,5,2,5,5,1,/en/squads/c4260e09/2021-2022/Cagliari-Stats
28,38,835,21.97,622,67,40,51,42,13,84,2.21,59,6,5,8,6,0,/en/squads/a3d88bd8/2021-2022/Empoli-Stats
28,38,908,23.89,655,85,40,60,59,9,99,2.61,67,3,4,13,9,3,/en/squads/421387cf/2021-2022/Fiorentina-Stats
40,38,684,18.0,462,75,35,40,53,19,48,1.26,33,4,5,0,5,1,/en/squads/658bf2de/2021-2022/Genoa-Stats
31,38,796,20.95,607,65,34,42,32,16,106,2.79,89,3,5,4,5,0,/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats
27,38,1184,31.16,885,104,44,93,37,21,149,3.92,114,12,4,14,5,0,/en/squads/d609edc0/2021-2022/Internazionale-Stats
32,38,917,24.13,677,60,62,57,49,12,99,2.61,73,5,9,7,5,0,/en/squads/e0652b02/2021-2022/Juventus-Stats
27,38,798,21.0,610,55,40,42,41,10,128,3.37,82,11,12,12,9,2,/en/squads/7213da33/2021-2022/Lazio-Stats
28,38,1026,27.0,717,75,71,85,59,19,105,2.76,75,2,7,14,5,2,/en/squads/dc56fe14/2021-2022/Milan-Stats
27,38,1021,26.87,778,63,57,53,48,22,126,3.32,89,9,3,11,10,4,/en/squads/d48ad4ff/2021-2022/Napoli-Stats
29,38,1031,27.13,695,110,60,93,56,17,94,2.47,54,9,9,13,9,0,/en/squads/cf74a709/2021-2022/Roma-Stats
42,38,739,19.45,500,85,35,55,54,10,58,1.53,33,7,3,8,7,0,/en/squads/c5577084/2021-2022/Salernitana-Stats
34,38,680,17.89,496,65,33,41,35,10,69,1.82,47,6,3,7,5,1,/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats
29,38,1010,26.58,795,56,72,37,38,12,104,2.74,80,4,10,2,8,0,/en/squads/e2befd26/2021-2022/Sassuolo-Stats
30,38,663,17.45,469,59,45,40,38,12,61,1.61,39,4,3,9,3,3,/en/squads/68449f6d/2021-2022/Spezia-Stats
31,38,827,21.76,589,92,35,61,41,9,74,1.95,50,3,6,9,5,1,/en/squads/105360fe/2021-2022/Torino-Stats
29,38,860,22.63,582,88,58,68,51,13,92,2.42,54,8,8,13,8,1,/en/squads/04eea015/2021-2022/Udinese-Stats
39,38,617,16.24,440,56,30,31,46,14,57,1.5,41,4,1,5,6,0,/en/squads/af5d5982/2021-2022/Venezia-Stats
