players_used,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,url
30,38,65,6,2,436,424,62,571,396,367,6,8,3,2129,470,409,53.5,/en/squads/d53c0b06/2021-2022/Lyon-Stats
27,38,61,3,1,347,459,60,619,327,319,10,4,1,1862,368,323,53.3,/en/squads/5725cc7b/2021-2022/Marseille-Stats
36,38,94,9,2,514,417,48,581,507,442,1,5,2,2092,527,529,49.9,/en/squads/f83960ae/2021-2022/Metz-Stats
27,38,85,4,3,496,408,94,705,424,435,5,9,3,2287,546,498,52.3,/en/squads/fd6114db/2021-2022/Monaco-Stats
27,38,77,8,4,411,465,53,697,356,380,3,6,1,2018,437,560,43.8,/en/squads/281b0e73/2021-2022/Montpellier-Stats
26,38,80,4,2,500,372,55,731,415,405,2,7,1,2057,598,566,51.4,/en/squads/d7a486cd/2021-2022/Nantes-Stats
27,38,77,6,2,456,371,53,742,441,369,6,5,0,2064,526,471,52.8,/en/squads/132ebc33/2021-2022/Nice-Stats
36,38,79,4,1,357,416,93,459,303,360,6,3,1,1824,262,221,54.2,/en/squads/e2d8892c/2021-2022/Paris-Saint-Germain-Stats
35,38,68,7,4,449,451,76,629,493,365,5,7,0,2074,453,495,47.8,/en/squads/7fdd64e0/2021-2022/Reims-Stats
28,38,56,2,1,434,377,59,698,315,318,4,6,1,1904,547,534,50.6,/en/squads/b3072e00/2021-2022/Rennes-Stats
39,38,81,5,1,464,441,51,697,452,397,4,8,4,2152,463,611,43.1,/en/squads/d298ef2c/2021-2022/Saint-Etienne-Stats
26,38,72,3,1,497,400,61,797,433,392,6,4,1,2092,654,521,55.7,/en/squads/c0d3eab4/2021-2022/Strasbourg-Stats
35,38,75,6,3,442,473,53,708,430,351,7,10,2,1987,417,460,47.5,/en/squads/54195385/2021-2022/Troyes-Stats
26,34,55,2,1,433,307,54,487,421,311,2,7,2,1907,658,734,47.3,/en/squads/247c4b67/2021-2022/Arminia-Stats
26,34,74,0,0,448,357,73,592,363,335,4,5,2,1927,557,604,48.0,/en/squads/0cdc4311/2021-2022/Augsburg-Stats
30,34,36,2,0,305,354,76,656,349,338,1,2,1,2220,422,394,51.7,/en/squads/054efa67/2021-2022/Bayern-Munich-Stats
28,34,55,2,0,424,391,75,600,429,353,4,8,4,2088,609,599,50.4,/en/squads/b42c6323/2021-2022/Bochum-Stats
33,34,63,1,1,362,398,73,491,347,322,6,6,2,2052,419,363,53.6,/en/squads/add600ae/2021-2022/Dortmund-Stats
27,34,61,1,1,422,299,53,697,377,330,1,4,1,2251,552,644,46.2,/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats
26,34,34,0,0,392,375,58,633,355,299,4,2,1,1920,675,638,51.4,/en/squads/a486e511/2021-2022/Freiburg-Stats
26,34,67,1,0,359,472,73,440,326,345,6,5,0,1850,464,419,52.5,/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats
29,34,61,0,0,437,434,69,478,374,336,3,6,5,1878,468,602,43.7,/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats
36,34,62,2,0,421,430,73,505,406,321,3,8,0,1830,556,575,49.2,/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats
32,34,75,0,0,429,348,70,703,285,291,0,4,1,1905,485,574,45.8,/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats
26,34,68,1,1,419,459,67,829,426,361,1,1,2,2137,597,590,50.3,/en/squads/bc357bf7/2021-2022/Koln-Stats
29,34,66,2,1,364,329,64,537,360,281,5,4,1,2009,442,415,51.6,/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats
28,34,62,4,2,495,386,63,598,439,305,3,6,1,2097,606,580,51.1,/en/squads/a224b06a/2021-2022/Mainz-05-Stats
29,34,49,0,0,360,426,66,523,349,289,5,3,1,1994,504,420,54.5,/en/squads/acbb6a5b/2021-2022/RB-Leipzig-Stats
34,34,64,2,1,371,419,53,550,342,307,1,4,1,2021,586,451,56.5,/en/squads/598bc722/2021-2022/Stuttgart-Stats
28,34,62,1,1,423,333,64,663,376,296,2,2,4,1975,584,681,46.2,/en/squads/7a41008f/2021-2022/Union-Berlin-Stats
30,34,61,3,1,411,415,74,619,388,298,3,7,1,1984,621,522,54.3,/en/squads/4eaa11d7/2021-2022/Wolfsburg-Stats
32,38,87,2,1,513,454,68,661,441,341,3,6,3,2292,685,518,56.9,/en/squads/922493f3/2021-2022/Atalanta-Stats
36,38,92,7,4,443,497,56,601,370,298,3,9,2,1972,492,520,48.6,/en/squads/1d8099f8/2021-2022/Bologna-Stats
33,38,96,5,3,549,490,70,675,397,303,3,10,1,1995,696,742,48.4,/en/squads/c4260e09/2021-2022/Cagliari-Stats
28,38,87,5,3,506,463,83,704,352,327,6,10,6,1998,427,549,43.8,/en/squads/a3d88bd8/2021-2022/Empoli-Stats
28,38,89,8,6,464,565,57,776,244,301,8,5,2,1885,469,456,50.7,/en/squads/421387cf/2021-2022/Fiorentina-Stats
40,38,92,3,2,566,499,72,661,449,416,4,5,2,2228,635,743,46.1,/en/squads/658bf2de/2021-2022/Genoa-Stats
31,38,100,7,5,560,429,97,593,392,308,6,4,2,2413,689,733,48.5,/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats
27,38,71,0,0,466,412,57,809,332,332,7,4,1,2004,549,476,53.6,/en/squads/d609edc0/2021-2022/Internazionale-Stats
32,38,77,2,1,508,503,74,550,332,316,5,7,1,2008,550,440,55.6,/en/squads/e0652b02/2021-2022/Juventus-Stats
27,38,88,5,3,441,450,44,574,315,339,6,6,1,1941,411,427,49.0,/en/squads/7213da33/2021-2022/Lazio-Stats
28,38,76,3,1,465,513,80,672,355,421,5,5,2,2167,521,517,50.2,/en/squads/dc56fe14/2021-2022/Milan-Stats
27,38,63,2,0,460,482,67,553,296,327,9,1,1,1981,393,403,49.4,/en/squads/d48ad4ff/2021-2022/Napoli-Stats
29,38,111,8,6,500,474,60,735,385,362,5,6,2,1980,524,441,54.3,/en/squads/cf74a709/2021-2022/Roma-Stats
42,38,94,5,3,494,522,41,698,353,321,4,8,2,1849,657,506,56.5,/en/squads/c5577084/2021-2022/Salernitana-Stats
34,38,94,4,1,495,513,82,645,443,327,3,4,2,2044,609,506,54.6,/en/squads/8ff9e3b3/2021-2022/Sampdoria-Stats
29,38,92,4,2,461,479,43,541,314,271,6,9,1,1926,343,404,45.9,/en/squads/e2befd26/2021-2022/Sassuolo-Stats
30,38,88,4,1,508,439,77,534,372,343,4,13,3,1994,530,589,47.4,/en/squads/68449f6d/2021-2022/Spezia-Stats
31,38,89,3,2,636,460,84,663,423,314,4,11,0,2113,781,891,46.7,/en/squads/105360fe/2021-2022/Torino-Stats
29,38,95,6,3,564,461,78,519,351,350,4,7,1,2027,453,534,45.9,/en/squads/04eea015/2021-2022/Udinese-Stats
39,38,110,9,2,522,457,61,585,388,352,5,12,2,1942,564,583,49.2,/en/squads/af5d5982/2021-2022/Venezia-Stats
