Jogadores Utilizados,Idade Média,Posse (%),Partidas,Titularidades,Minutos Jogados,Jogos (90min),Gols,Assistências,Gols+Assistências,Gols sem Pênalti,Pênaltis Convertidos,Pênaltis Tentados,Cartões Amarelos,Cartões Vermelhos,xG,xG (sem pênalti),xAG,npxG+xAG,Conduções Progressivas,Passes Progressivos,Gols/90min,Assist/90min,G+A/90min,Gols SP/90min,G+A SP/90min,xG/90min,xAG/90min,xG+xAG/90min,npxG/90min,npxG+xAG/90min,URL
33,26.5,37.6,38,418,3420,38,36,22,58,33,3,6,84,0,39.3,34.6,26.3,61.0,436,859,0.95,0.58,1.53,0.87,1.45,1.03,0.69,1.73,0.91,1.6,/en/squads/e4a775cb/2022-2023/Nottingham-Forest-Stats
36,24.7,44.5,38,418,3420,38,36,25,61,34,2,4,73,0,37.8,34.6,28.1,62.7,588,1125,0.95,0.66,1.61,0.89,1.55,0.99,0.74,1.73,0.91,1.65,/en/squads/33c895d4/2022-2023/Southampton-Stats
29,27.6,50.0,38,418,3420,38,68,46,114,63,5,6,77,3,57.0,52.3,43.0,95.4,692,1449,1.79,1.21,3.0,1.66,2.87,1.5,1.13,2.63,1.38,2.51,/en/squads/361ca564/2022-2023/Tottenham-Hotspur-Stats
25,28.2,42.1,38,418,3420,38,41,25,66,35,6,8,44,0,49.2,43.7,32.7,76.4,615,1274,1.08,0.66,1.74,0.92,1.58,1.29,0.86,2.15,1.15,2.01,/en/squads/7c21e445/2022-2023/West-Ham-United-Stats
32,26.7,49.9,38,418,3420,38,28,12,40,25,3,3,85,6,36.8,34.5,25.4,60.0,610,1343,0.74,0.32,1.05,0.66,0.97,0.97,0.67,1.64,0.91,1.58,/en/squads/8cec06e1/2022-2023/Wolverhampton-Wanderers-Stats
29,26.4,45.1,38,418,3420,38,49,33,82,47,2,3,98,4,45.5,43.2,32.5,75.6,569,1090,1.29,0.87,2.16,1.24,2.11,1.2,0.85,2.05,1.14,1.99,/en/squads/78ecf4bb/2022-2023/Almeria-Stats
26,27.4,51.6,38,418,3420,38,46,33,79,41,5,7,81,5,54.2,48.7,38.9,87.6,864,1816,1.21,0.87,2.08,1.08,1.95,1.43,1.02,2.45,1.28,2.31,/en/squads/2b390eca/2022-2023/Athletic-Club-Stats
27,28.5,50.6,38,418,3420,38,68,51,119,67,1,1,92,8,61.9,61.1,48.0,109.1,730,1571,1.79,1.34,3.13,1.76,3.11,1.63,1.26,2.89,1.61,2.87,/en/squads/db3b9613/2022-2023/Atletico-Madrid-Stats
29,25.9,64.3,38,418,3420,38,69,56,125,69,0,2,84,6,75.5,74.0,60.1,134.1,961,2182,1.82,1.47,3.29,1.82,3.29,1.99,1.58,3.57,1.95,3.53,/en/squads/206d90db/2022-2023/Barcelona-Stats
30,28.6,50.6,38,418,3420,38,43,26,69,35,8,9,83,15,51.3,44.3,34.6,78.9,621,1272,1.13,0.68,1.82,0.92,1.61,1.35,0.91,2.26,1.17,2.08,/en/squads/fc536746/2022-2023/Real-Betis-Stats
26,26.7,50.2,38,418,3420,38,41,31,72,39,2,3,85,6,42.6,40.3,30.8,71.1,704,1403,1.08,0.82,1.89,1.03,1.84,1.12,0.81,1.93,1.06,1.87,/en/squads/f25da7fb/2022-2023/Celta-Vigo-Stats
38,29.1,41.9,38,418,3420,38,29,20,49,25,4,5,116,7,41.5,37.7,27.7,65.4,475,969,0.76,0.53,1.29,0.66,1.18,1.09,0.73,1.82,0.99,1.72,/en/squads/ee7c297c/2022-2023/Cadiz-Stats
32,28.3,45.5,38,418,3420,38,30,21,51,26,4,5,99,12,37.5,33.6,27.1,60.7,561,1197,0.79,0.55,1.34,0.68,1.24,0.99,0.71,1.7,0.88,1.6,/en/squads/6c8b07df/2022-2023/Elche-Stats
33,27.6,43.1,38,418,3420,38,51,31,82,46,5,5,99,10,48.3,44.4,35.0,79.4,528,1146,1.34,0.82,2.16,1.21,2.03,1.27,0.92,2.19,1.17,2.09,/en/squads/a8661628/2022-2023/Espanyol-Stats
25,27.4,39.9,38,418,3420,38,34,21,55,29,5,8,126,9,36.7,30.4,22.5,53.0,365,1003,0.89,0.55,1.45,0.76,1.32,0.96,0.59,1.56,0.8,1.39,/en/squads/7848bd64/2022-2023/Getafe-Stats
29,26.0,51.3,38,418,3420,38,55,41,96,47,8,9,92,3,50.6,43.8,37.5,81.3,725,1378,1.45,1.08,2.53,1.24,2.32,1.33,0.99,2.32,1.15,2.14,/en/squads/9024a00a/2022-2023/Girona-Stats
31,27.7,41.1,38,418,3420,38,36,27,63,32,4,5,120,5,35.2,31.1,26.5,57.7,476,948,0.95,0.71,1.66,0.84,1.55,0.93,0.7,1.62,0.82,1.52,/en/squads/2aa12281/2022-2023/Mallorca-Stats
26,27.5,48.0,38,418,3420,38,36,30,66,32,4,5,93,7,39.8,35.9,28.4,64.3,545,1356,0.95,0.79,1.74,0.84,1.63,1.05,0.75,1.8,0.94,1.69,/en/squads/03c57e2b/2022-2023/Osasuna-Stats
28,27.9,51.2,38,418,3420,38,41,29,70,37,4,8,90,6,43.9,37.8,30.0,67.8,703,1390,1.08,0.76,1.84,0.97,1.74,1.16,0.79,1.95,0.99,1.78,/en/squads/98e8af82/2022-2023/Rayo-Vallecano-Stats
26,27.4,60.9,38,418,3420,38,73,56,129,64,9,12,72,3,75.5,66.1,56.8,122.9,1008,2017,1.92,1.47,3.39,1.68,3.16,1.99,1.49,3.48,1.74,3.23,/en/squads/53a2f082/2022-2023/Real-Madrid-Stats
30,25.9,54.6,38,418,3420,38,47,36,83,45,2,4,90,2,52.9,49.7,39.7,89.4,692,1483,1.24,0.95,2.18,1.18,2.13,1.39,1.04,2.44,1.31,2.35,/en/squads/e31d1cd9/2022-2023/Real-Sociedad-Stats
35,28.7,52.6,38,418,3420,38,47,31,78,43,4,5,121,13,46.3,42.4,32.0,74.5,558,1513,1.24,0.82,2.05,1.13,1.95,1.22,0.84,2.06,1.12,1.96,/en/squads/ad2be733/2022-2023/Sevilla-Stats
28,24.2,52.0,38,418,3420,38,40,23,63,35,5,8,93,8,49.3,43.0,32.5,75.5,786,1472,1.05,0.61,1.66,0.92,1.53,1.3,0.86,2.15,1.13,1.99,/en/squads/dcc91a7b/2022-2023/Valencia-Stats
36,27.4,48.7,38,418,3420,38,32,24,56,29,3,4,94,6,38.5,35.4,28.4,63.7,610,1244,0.84,0.63,1.47,0.76,1.39,1.01,0.75,1.76,0.93,1.68,/en/squads/17859612/2022-2023/Valladolid-Stats
32,28.4,56.9,38,418,3420,38,57,33,90,53,4,7,91,4,61.6,56.1,43.2,99.3,846,1622,1.5,0.87,2.37,1.39,2.26,1.62,1.14,2.76,1.48,2.61,/en/squads/2a8183b3/2022-2023/Villarreal-Stats
36,29.1,43.2,38,418,3420,38,22,12,34,16,6,9,86,10,36.1,29.5,22.8,52.3,487,1169,0.58,0.32,0.89,0.42,0.74,0.95,0.6,1.55,0.78,1.38,/en/squads/7a54bb4f/2022-2023/Ajaccio-Stats
33,25.7,46.9,38,418,3420,38,31,18,49,27,4,4,69,5,40.9,37.8,28.0,65.7,632,1393,0.82,0.47,1.29,0.71,1.18,1.08,0.74,1.81,0.99,1.73,/en/squads/69236f98/2022-2023/Angers-Stats
33,27.3,43.3,38,418,3420,38,32,17,49,25,7,9,54,6,42.8,35.8,27.3,63.1,531,1284,0.84,0.45,1.29,0.66,1.11,1.13,0.72,1.84,0.94,1.66,/en/squads/5ae09109/2022-2023/Auxerre-Stats
29,26.6,44.9,38,418,3420,38,43,28,71,36,7,8,63,2,43.4,37.1,29.5,66.7,592,1311,1.13,0.74,1.87,0.95,1.68,1.14,0.78,1.92,0.98,1.75,/en/squads/fb08dbb3/2022-2023/Brest-Stats
28,27.2,48.3,38,418,3420,38,44,26,70,37,7,10,72,5,47.5,39.6,27.7,67.4,532,1304,1.16,0.68,1.84,0.97,1.66,1.25,0.73,1.98,1.04,1.77,/en/squads/d9676424/2022-2023/Clermont-Foot-Stats
29,26.4,55.6,38,418,3420,38,66,49,115,60,6,9,63,3,66.7,59.8,47.4,107.2,738,1829,1.74,1.29,3.03,1.58,2.87,1.76,1.25,3.0,1.57,2.82,/en/squads/fd4e0f7d/2022-2023/Lens-Stats
26,26.0,60.5,38,418,3420,38,65,40,105,54,11,12,82,1,68.7,60.0,46.4,106.5,798,1982,1.71,1.05,2.76,1.42,2.47,1.81,1.22,3.03,1.58,2.8,/en/squads/cb188c0c/2022-2023/Lille-Stats
30,25.2,46.6,38,418,3420,38,49,32,81,45,4,6,48,4,44.5,39.8,29.4,69.2,753,1329,1.29,0.84,2.13,1.18,2.03,1.17,0.77,1.94,1.05,1.82,/en/squads/d2c87802/2022-2023/Lorient-Stats
29,25.5,58.1,38,418,3420,38,63,45,108,57,6,8,61,3,61.1,54.8,45.1,99.9,709,1883,1.66,1.18,2.84,1.5,2.68,1.61,1.19,2.8,1.44,2.63,/en/squads/d53c0b06/2022-2023/Lyon-Stats
30,27.3,56.7,38,418,3420,38,61,38,99,55,6,7,63,4,65.3,60.0,47.0,107.0,759,1919,1.61,1.0,2.61,1.45,2.45,1.72,1.24,2.95,1.58,2.82,/en/squads/5725cc7b/2022-2023/Marseille-Stats
27,24.7,48.2,38,418,3420,38,69,47,116,64,5,8,64,5,62.1,55.7,42.2,97.9,719,1820,1.82,1.24,3.05,1.68,2.92,1.63,1.11,2.74,1.47,2.58,/en/squads/fd6114db/2022-2023/Monaco-Stats
31,26.0,45.8,38,418,3420,38,64,41,105,57,7,7,68,10,52.2,46.7,34.3,80.9,556,1250,1.68,1.08,2.76,1.5,2.58,1.37,0.9,2.27,1.23,2.13,/en/squads/281b0e73/2022-2023/Montpellier-Stats
29,26.7,45.9,38,418,3420,38,35,27,62,32,3,5,65,4,42.8,39.0,31.8,70.8,705,1565,0.92,0.71,1.63,0.84,1.55,1.13,0.84,1.96,1.03,1.86,/en/squads/d7a486cd/2022-2023/Nantes-Stats
34,26.5,51.5,38,418,3420,38,47,32,79,41,6,7,53,3,57.2,51.7,39.3,91.1,774,1534,1.24,0.84,2.08,1.08,1.92,1.51,1.04,2.54,1.36,2.4,/en/squads/132ebc33/2022-2023/Nice-Stats
26,26.9,60.7,38,418,3420,38,86,62,148,81,5,7,57,5,78.2,72.6,56.8,129.3,810,2029,2.26,1.63,3.89,2.13,3.76,2.06,1.49,3.55,1.91,3.4,/en/squads/e2d8892c/2022-2023/Paris-Saint-Germain-Stats
34,24.9,48.7,38,418,3420,38,45,31,76,38,7,8,70,9,61.5,55.2,43.4,98.6,712,1717,1.18,0.82,2.0,1.0,1.82,1.62,1.14,2.76,1.45,2.59,/en/squads/7fdd64e0/2022-2023/Reims-Stats
32,25.2,55.4,38,418,3420,38,66,47,113,63,3,3,58,6,61.4,59.0,45.4,104.4,774,1922,1.74,1.24,2.97,1.66,2.89,1.62,1.2,2.81,1.55,2.75,/en/squads/b3072e00/2022-2023/Rennes-Stats
29,27.3,45.9,38,418,3420,38,48,28,76,43,5,7,73,7,48.5,42.8,32.1,74.8,610,1351,1.26,0.74,2.0,1.13,1.87,1.28,0.84,2.12,1.13,1.97,/en/squads/c0d3eab4/2022-2023/Strasbourg-Stats
29,25.1,51.3,38,418,3420,38,50,33,83,46,4,4,62,3,52.5,49.4,35.8,85.2,648,1737,1.32,0.87,2.18,1.21,2.08,1.38,0.94,2.33,1.3,2.24,/en/squads/3f8c4b5f/2022-2023/Toulouse-Stats
32,25.8,42.6,38,418,3420,38,43,26,69,38,5,5,55,5,39.1,35.6,27.9,63.5,638,1235,1.13,0.68,1.82,1.0,1.68,1.03,0.73,1.76,0.94,1.67,/en/squads/54195385/2022-2023/Troyes-Stats
34,25.9,41.7,34,374,3060,34,41,29,70,37,4,5,96,5,34.7,30.9,24.3,55.2,331,847,1.21,0.85,2.06,1.09,1.94,1.02,0.71,1.74,0.91,1.62,/en/squads/0cdc4311/2022-2023/Augsburg-Stats
28,26.6,64.2,34,374,3060,34,90,67,157,87,3,5,49,3,75.0,71.0,56.6,127.7,863,2041,2.65,1.97,4.62,2.56,4.53,2.2,1.67,3.87,2.09,3.75,/en/squads/054efa67/2022-2023/Bayern-Munich-Stats
26,29.4,46.1,34,374,3060,34,37,28,65,34,3,3,64,1,40.0,37.7,28.4,66.0,350,1022,1.09,0.82,1.91,1.0,1.82,1.18,0.83,2.01,1.11,1.94,/en/squads/b42c6323/2022-2023/Bochum-Stats
30,25.8,58.2,34,374,3060,34,81,61,142,77,4,6,66,0,71.1,66.5,51.9,118.4,783,1628,2.38,1.79,4.18,2.26,4.06,2.09,1.53,3.62,1.96,3.48,/en/squads/add600ae/2022-2023/Dortmund-Stats
28,26.4,52.9,34,374,3060,34,56,33,89,50,6,6,71,1,52.1,47.4,36.2,83.5,632,1372,1.65,0.97,2.62,1.47,2.44,1.53,1.06,2.6,1.39,2.46,/en/squads/f0ac8ee6/2022-2023/Eintracht-Frankfurt-Stats
27,27.4,48.1,34,374,3060,34,51,34,85,44,7,8,62,2,47.9,41.6,28.5,70.1,427,1039,1.5,1.0,2.5,1.29,2.29,1.41,0.84,2.25,1.22,2.06,/en/squads/a486e511/2022-2023/Freiburg-Stats
27,26.8,53.7,34,374,3060,34,52,39,91,48,4,6,62,3,52.1,47.5,41.2,88.7,518,1168,1.53,1.15,2.68,1.41,2.56,1.53,1.21,2.74,1.4,2.61,/en/squads/32f3ee20/2022-2023/Monchengladbach-Stats
32,26.0,42.0,34,374,3060,34,42,23,65,35,7,7,82,1,39.4,33.9,25.3,59.2,413,914,1.24,0.68,1.91,1.03,1.71,1.16,0.74,1.9,1.0,1.74,/en/squads/2818f8bc/2022-2023/Hertha-BSC-Stats
31,26.8,48.3,34,374,3060,34,46,30,76,39,7,9,80,5,48.0,41.1,32.4,73.4,457,1175,1.35,0.88,2.24,1.15,2.03,1.41,0.95,2.36,1.21,2.16,/en/squads/033ea6b8/2022-2023/Hoffenheim-Stats
27,26.0,49.9,34,374,3060,34,46,31,77,42,4,4,75,3,47.9,44.7,35.1,79.9,522,1247,1.35,0.91,2.26,1.24,2.15,1.41,1.03,2.44,1.32,2.35,/en/squads/bc357bf7/2022-2023/Koln-Stats
27,24.7,52.0,34,374,3060,34,57,44,101,52,5,7,75,7,51.4,46.0,38.9,85.0,678,1243,1.68,1.29,2.97,1.53,2.82,1.51,1.15,2.66,1.35,2.5,/en/squads/c7a9f859/2022-2023/Bayer-Leverkusen-Stats
27,27.0,44.8,34,374,3060,34,54,35,89,50,4,6,69,1,47.1,42.4,30.0,72.4,364,1155,1.59,1.03,2.62,1.47,2.5,1.39,0.88,2.27,1.25,2.13,/en/squads/a224b06a/2022-2023/Mainz-05-Stats
25,26.3,58.1,34,374,3060,34,64,39,103,58,6,7,69,2,62.7,57.4,43.2,100.6,599,1450,1.88,1.15,3.03,1.71,2.85,1.84,1.27,3.11,1.69,2.96,/en/squads/acbb6a5b/2022-2023/RB-Leipzig-Stats
35,27.5,46.0,34,374,3060,34,32,24,56,28,4,5,68,1,39.6,35.9,28.7,64.6,415,934,0.94,0.71,1.65,0.82,1.53,1.16,0.84,2.01,1.06,1.9,/en/squads/c539e393/2022-2023/Schalke-04-Stats
30,24.7,50.2,34,374,3060,34,45,34,79,40,5,5,72,5,47.6,43.7,38.1,81.7,609,1278,1.32,1.0,2.32,1.18,2.18,1.4,1.12,2.52,1.28,2.4,/en/squads/598bc722/2022-2023/Stuttgart-Stats
28,27.9,43.8,34,374,3060,34,49,38,87,46,3,7,65,2,37.9,32.5,25.9,58.4,375,1012,1.44,1.12,2.56,1.35,2.47,1.12,0.76,1.88,0.95,1.72,/en/squads/7a41008f/2022-2023/Union-Berlin-Stats
25,27.4,49.3,34,374,3060,34,50,37,87,45,5,6,76,1,41.1,36.4,29.0,65.4,412,1140,1.47,1.09,2.56,1.32,2.41,1.21,0.85,2.06,1.07,1.92,/en/squads/62add3bf/2022-2023/Werder-Bremen-Stats
28,24.8,50.6,34,374,3060,34,55,44,99,51,4,7,63,0,51.3,45.8,39.2,84.9,455,1306,1.62,1.29,2.91,1.5,2.79,1.51,1.15,2.66,1.35,2.5,/en/squads/4eaa11d7/2022-2023/Wolfsburg-Stats
27,26.5,49.9,38,418,3420,38,64,42,106,58,6,8,83,3,57.7,51.3,42.7,93.9,687,1637,1.68,1.11,2.79,1.53,2.63,1.52,1.12,2.64,1.35,2.47,/en/squads/922493f3/2022-2023/Atalanta-Stats
27,26.6,54.7,38,418,3420,38,52,41,93,46,6,6,84,3,43.8,39.4,31.5,70.9,564,1366,1.37,1.08,2.45,1.21,2.29,1.15,0.83,1.98,1.04,1.87,/en/squads/1d8099f8/2022-2023/Bologna-Stats
33,26.0,42.1,38,418,3420,38,35,18,53,30,5,7,81,3,38.7,33.2,24.3,57.5,521,1107,0.92,0.47,1.39,0.79,1.26,1.02,0.64,1.66,0.87,1.51,/en/squads/9aad3a77/2022-2023/Cremonese-Stats
32,25.3,47.3,38,418,3420,38,35,20,55,33,2,2,88,7,38.8,37.2,26.8,64.0,608,1114,0.92,0.53,1.45,0.87,1.39,1.02,0.71,1.73,0.98,1.69,/en/squads/a3d88bd8/2022-2023/Empoli-Stats
30,26.5,56.1,38,418,3420,38,51,37,88,47,4,6,93,3,55.0,50.8,40.2,91.0,789,1627,1.34,0.97,2.32,1.24,2.21,1.45,1.06,2.51,1.34,2.39,/en/squads/421387cf/2022-2023/Fiorentina-Stats
36,26.6,41.2,38,418,3420,38,29,22,51,28,1,1,103,3,35.8,35.1,28.1,63.2,503,1063,0.76,0.58,1.34,0.74,1.32,0.94,0.74,1.68,0.92,1.66,/en/squads/0e72edf2/2022-2023/Hellas-Verona-Stats
25,28.8,55.7,38,418,3420,38,68,50,118,64,4,5,65,3,68.0,64.5,51.8,116.3,668,1624,1.79,1.32,3.11,1.68,3.0,1.79,1.36,3.15,1.7,3.06,/en/squads/d609edc0/2022-2023/Internazionale-Stats
29,27.7,49.6,38,418,3420,38,56,41,97,53,3,6,74,6,55.3,50.4,39.8,90.2,673,1394,1.47,1.08,2.55,1.39,2.47,1.45,1.05,2.5,1.33,2.37,/en/squads/e0652b02/2022-2023/Juventus-Stats
24,28.6,52.1,38,418,3420,38,59,37,96,53,6,8,87,2,51.1,44.9,34.3,79.2,683,1381,1.55,0.97,2.53,1.39,2.37,1.35,0.9,2.25,1.18,2.08,/en/squads/7213da33/2022-2023/Lazio-Stats
29,24.8,41.3,38,418,3420,38,31,21,52,27,4,6,86,2,36.3,31.6,25.3,56.9,514,1232,0.82,0.55,1.37,0.71,1.26,0.95,0.67,1.62,0.83,1.5,/en/squads/ffcbe334/2022-2023/Lecce-Stats
30,26.0,55.6,38,418,3420,38,61,49,110,56,5,5,90,2,58.8,55.1,46.0,101.1,795,1584,1.61,1.29,2.89,1.47,2.76,1.55,1.21,2.76,1.45,2.66,/en/squads/dc56fe14/2022-2023/Milan-Stats
31,26.6,55.2,38,418,3420,38,46,31,77,41,5,6,90,4,45.9,41.2,33.8,75.0,708,1362,1.21,0.82,2.03,1.08,1.89,1.21,0.89,2.1,1.08,1.97,/en/squads/21680aa4/2022-2023/Monza-Stats
27,26.4,61.8,38,418,3420,38,75,57,132,67,8,10,47,1,64.7,56.8,46.8,103.6,907,1804,1.97,1.5,3.47,1.76,3.26,1.7,1.23,2.94,1.5,2.73,/en/squads/d48ad4ff/2022-2023/Napoli-Stats
30,27.4,48.6,38,418,3420,38,50,33,83,43,7,10,83,4,57.7,50.2,39.1,89.3,684,1217,1.32,0.87,2.18,1.13,2.0,1.52,1.03,2.55,1.32,2.35,/en/squads/cf74a709/2022-2023/Roma-Stats
30,27.2,44.9,38,418,3420,38,46,34,80,44,2,2,85,4,36.7,35.2,26.9,62.0,519,1089,1.21,0.89,2.11,1.16,2.05,0.96,0.71,1.67,0.93,1.63,/en/squads/c5577084/2022-2023/Salernitana-Stats
40,27.9,46.1,38,418,3420,38,23,18,41,22,1,2,108,3,34.1,32.5,24.4,56.9,466,1126,0.61,0.47,1.08,0.58,1.05,0.9,0.64,1.54,0.85,1.5,/en/squads/8ff9e3b3/2022-2023/Sampdoria-Stats
31,26.1,49.2,38,418,3420,38,46,30,76,37,9,10,90,6,51.6,43.9,36.1,80.0,761,1565,1.21,0.79,2.0,0.97,1.76,1.36,0.95,2.31,1.16,2.11,/en/squads/e2befd26/2022-2023/Sassuolo-Stats
34,25.7,47.4,38,418,3420,38,29,18,47,25,4,4,103,6,41.5,38.5,29.3,67.8,553,1163,0.76,0.47,1.24,0.66,1.13,1.09,0.77,1.86,1.01,1.78,/en/squads/68449f6d/2022-2023/Spezia-Stats
28,25.2,53.2,38,418,3420,38,41,34,75,39,2,2,81,0,41.8,40.2,35.0,75.2,684,1328,1.08,0.89,1.97,1.03,1.92,1.1,0.92,2.02,1.06,1.98,/en/squads/105360fe/2022-2023/Torino-Stats
30,26.1,48.0,38,418,3420,38,46,41,87,45,1,2,88,3,46.9,45.4,37.8,83.2,646,1354,1.21,1.08,2.29,1.18,2.26,1.24,0.99,2.23,1.2,2.19,/en/squads/04eea015/2022-2023/Udinese-Stats
