players_used,90s,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,url
3,38,54,6,4,6,2,42.5,0.27,-9.5,-0.25,149,452,33.0,855,185,32.7,35.0,276,62.3,48.4,513,21,4.1,20,0.53,7.7,/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats
3,38,58,6,2,7,1,50.6,0.3,-6.4,-0.17,287,638,45.0,832,153,49.2,38.9,299,76.6,54.8,527,16,3.0,15,0.39,11.9,/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats
1,34,52,5,0,5,1,54.1,0.29,3.1,0.09,436,938,46.5,1698,121,45.9,38.6,250,63.2,49.1,525,17,3.2,44,1.29,16.8,/en/squads/247c4b67/2020-2021/Arminia-Stats
1,34,54,6,0,2,3,53.2,0.26,2.2,0.07,193,565,34.2,1087,214,36.6,34.1,297,56.2,44.7,619,33,5.3,36,1.06,16.0,/en/squads/0cdc4311/2020-2021/Augsburg-Stats
2,34,44,1,0,6,0,45.4,0.35,1.4,0.04,124,259,47.9,1159,190,20.3,28.8,194,12.4,26.9,361,6,1.7,105,3.09,23.6,/en/squads/054efa67/2020-2021/Bayern-Munich-Stats
2,34,46,6,0,7,1,43.4,0.28,-1.6,-0.05,137,321,42.7,945,179,24.3,29.5,233,39.1,37.3,363,12,3.3,21,0.62,16.3,/en/squads/add600ae/2020-2021/Dortmund-Stats
2,34,53,4,1,5,2,45.4,0.26,-5.6,-0.17,226,591,38.2,1118,172,41.3,34.4,278,46.4,40.9,473,15,3.2,53,1.56,15.7,/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats
2,34,52,4,2,3,2,52.6,0.28,2.6,0.08,194,615,31.5,1156,161,34.2,37.1,298,73.8,55.9,464,7,1.5,38,1.12,11.9,/en/squads/a486e511/2020-2021/Freiburg-Stats
2,34,56,6,0,6,0,45.0,0.26,-11.0,-0.32,145,373,38.9,1124,133,25.3,28.7,258,34.5,33.3,468,8,1.7,35,1.03,16.5,/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats
2,34,52,7,1,4,1,46.9,0.28,-4.1,-0.12,181,429,42.2,905,155,30.2,38.7,293,53.2,43.6,497,12,2.4,22,0.65,12.0,/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats
2,34,54,6,1,4,2,53.5,0.32,1.5,0.04,143,427,33.5,1232,195,28.7,29.9,224,33.0,31.2,443,14,3.2,56,1.65,18.3,/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats
2,34,60,8,1,5,0,54.9,0.29,-5.1,-0.15,240,541,44.4,1102,124,40.2,33.5,252,38.9,34.5,484,15,3.1,30,0.88,13.0,/en/squads/bc357bf7/2020-2021/Koln-Stats
3,34,39,1,1,0,2,37.9,0.33,0.9,0.03,162,454,35.7,1377,219,28.2,31.5,232,28.0,30.0,378,21,5.6,67,1.97,18.2,/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats
2,34,56,6,1,4,1,49.5,0.27,-5.5,-0.16,136,472,28.8,883,215,37.3,35.4,277,51.6,43.8,519,35,6.7,41,1.21,14.5,/en/squads/a224b06a/2020-2021/Mainz-05-Stats
2,34,32,3,0,2,0,27.7,0.3,-4.3,-0.13,99,235,42.1,1047,176,19.6,27.7,174,17.2,25.3,328,15,4.6,67,1.97,19.7,/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats
3,34,86,7,1,17,5,69.8,0.28,-11.2,-0.33,146,500,29.2,969,194,33.1,33.5,304,58.9,43.4,548,20,3.6,38,1.12,12.6,/en/squads/c539e393/2020-2021/Schalke-04-Stats
2,34,55,5,1,3,1,55.3,0.3,1.3,0.04,128,325,39.4,970,213,27.6,29.4,289,19.7,25.2,490,18,3.7,42,1.24,8.8,/en/squads/598bc722/2020-2021/Stuttgart-Stats
2,34,43,4,0,5,2,40.7,0.27,-0.3,-0.01,197,528,37.3,1000,117,38.2,40.4,236,61.9,43.8,423,20,4.7,21,0.62,8.6,/en/squads/7a41008f/2020-2021/Union-Berlin-Stats
1,34,57,4,0,7,3,48.7,0.28,-5.3,-0.16,211,461,45.8,863,168,37.9,33.9,281,47.7,40.8,567,17,3.0,30,0.88,14.4,/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats
2,34,37,3,1,4,1,36.1,0.26,0.1,0.0,202,490,41.2,1101,171,32.0,32.6,220,62.7,48.4,485,25,5.2,57,1.68,17.3,/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats
2,38,47,5,0,5,1,42.3,0.31,-3.7,-0.1,132,323,40.9,868,161,24.8,28.3,173,62.4,47.7,377,14,3.7,66,1.74,16.3,/en/squads/922493f3/2020-2021/Atalanta-Stats
2,38,75,4,0,9,6,63.2,0.34,-5.8,-0.15,205,583,35.2,972,187,43.4,25.6,296,54.4,41.3,639,21,3.3,24,0.63,13.0,/en/squads/4fcb34fd/2020-2021/Benevento-Stats
3,38,65,7,2,9,2,63.3,0.3,0.3,0.01,127,333,38.1,1071,209,24.6,27.6,304,23.0,23.4,562,28,5.0,39,1.03,15.0,/en/squads/1d8099f8/2020-2021/Bologna-Stats
2,38,59,5,1,9,0,59.1,0.27,0.1,0.0,201,483,41.6,756,156,39.2,33.5,312,59.9,42.5,601,20,3.3,22,0.58,14.2,/en/squads/c4260e09/2020-2021/Cagliari-Stats
3,38,92,5,2,9,2,73.4,0.32,-16.6,-0.44,210,526,39.9,1186,177,33.4,31.8,330,39.4,32.9,589,18,3.1,38,1.0,15.1,/en/squads/3074d7b1/2020-2021/Crotone-Stats
2,38,59,8,1,11,2,59.3,0.32,2.3,0.06,208,562,37.0,845,170,46.2,37.9,292,58.9,45.3,538,26,4.8,28,0.74,13.3,/en/squads/421387cf/2020-2021/Fiorentina-Stats
3,38,58,7,0,6,2,59.1,0.29,3.1,0.08,204,614,33.2,1042,168,44.0,24.4,330,47.3,37.4,621,21,3.4,26,0.68,14.5,/en/squads/658bf2de/2020-2021/Genoa-Stats
3,38,48,6,1,7,2,41.5,0.25,-4.5,-0.12,212,744,28.5,780,86,61.8,43.1,292,89.7,58.3,487,12,2.5,25,0.66,12.4,/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats
3,38,35,5,1,3,1,33.3,0.23,-0.7,-0.02,91,202,45.0,919,172,17.1,17.9,228,19.7,25.2,474,13,2.7,26,0.68,20.0,/en/squads/d609edc0/2020-2021/Internazionale-Stats
3,38,38,6,1,4,2,36.4,0.23,0.4,0.01,101,211,47.9,1064,177,16.9,26.5,268,11.6,21.6,523,13,2.5,47,1.24,16.2,/en/squads/e0652b02/2020-2021/Juventus-Stats
2,38,55,10,0,7,2,50.2,0.27,-2.8,-0.07,181,385,47.0,1236,174,28.2,30.8,236,15.7,22.7,491,13,2.6,22,0.58,13.8,/en/squads/7213da33/2020-2021/Lazio-Stats
2,38,41,3,2,8,1,38.1,0.27,-1.9,-0.05,153,368,41.6,1002,156,28.0,19.7,252,34.5,29.4,568,29,5.1,43,1.13,8.0,/en/squads/dc56fe14/2020-2021/Milan-Stats
2,38,41,5,1,3,1,40.1,0.29,0.1,0.0,92,196,46.9,923,147,18.2,24.9,225,12.4,19.2,433,23,5.3,24,0.63,13.1,/en/squads/d48ad4ff/2020-2021/Napoli-Stats
2,38,83,3,0,10,3,61.2,0.31,-18.8,-0.49,315,584,53.9,1189,188,39.2,34.4,302,39.1,35.4,646,16,2.5,24,0.63,13.9,/en/squads/eab4234c/2020-2021/Parma-Stats
3,38,55,5,2,5,3,46.8,0.25,-5.2,-0.14,122,323,37.8,986,201,25.4,30.9,221,33.0,32.4,386,12,3.1,55,1.45,18.3,/en/squads/cf74a709/2020-2021/Roma-Stats
2,38,54,7,1,6,1,52.1,0.25,-0.9,-0.02,214,548,39.1,1013,187,37.6,35.0,266,62.8,44.9,580,12,2.1,35,0.92,14.8,/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats
2,38,56,4,0,4,1,53.7,0.27,-1.3,-0.03,118,320,36.9,1103,174,24.3,27.7,273,19.0,22.0,528,27,5.1,35,0.92,15.1,/en/squads/e2befd26/2020-2021/Sassuolo-Stats
3,38,72,9,1,6,0,63.8,0.31,-8.2,-0.22,234,625,37.4,1609,188,33.3,33.1,205,43.9,40.2,407,16,3.9,60,1.58,17.8,/en/squads/68449f6d/2020-2021/Spezia-Stats
3,38,69,9,1,6,0,56.0,0.3,-13.0,-0.34,190,495,38.4,897,130,38.0,33.6,309,49.8,38.4,569,12,2.1,31,0.82,14.6,/en/squads/105360fe/2020-2021/Torino-Stats
4,38,58,14,2,2,0,56.4,0.27,-1.6,-0.04,181,411,44.0,810,182,36.3,29.4,274,42.7,35.3,533,26,4.9,18,0.47,11.0,/en/squads/04eea015/2020-2021/Udinese-Stats
