players_used,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,url
31,38,16481,20532,80.3,280703,101346,7937,8895,89.2,6509,7552,86.2,1511,2858,52.9,45,36.5,33.9,8.5,299,1196,228,52,1499,/en/squads/5725cc7b/2020-2021/Marseille-Stats
27,38,13167,16956,77.7,242610,90624,5653,6462,87.5,5598,6622,84.5,1579,2982,53.0,28,28.3,23.5,-0.3,316,936,191,70,1221,/en/squads/f83960ae/2020-2021/Metz-Stats
30,38,17738,21991,80.7,318971,108259,7468,8476,88.1,8001,9214,86.8,1824,3175,57.4,52,46.7,46.1,5.3,370,1347,364,80,1750,/en/squads/fd6114db/2020-2021/Monaco-Stats
25,38,12720,16620,76.5,250354,102518,5023,5873,85.5,5305,6394,83.0,2068,3425,60.4,42,33.8,32.8,8.2,333,1011,250,121,1315,/en/squads/281b0e73/2020-2021/Montpellier-Stats
25,38,12326,16537,74.5,217118,85188,5694,6654,85.6,4978,6151,80.9,1305,2790,46.8,28,29.4,26.0,-1.4,298,1103,175,49,1350,/en/squads/d7a486cd/2020-2021/Nantes-Stats
31,38,18110,21589,83.9,309198,101348,8487,9373,90.5,7619,8561,89.0,1563,2622,59.6,26,29.9,29.3,-3.9,282,1156,230,59,1531,/en/squads/132ebc33/2020-2021/Nice-Stats
33,38,12696,16714,76.0,239437,90404,5153,5992,86.0,5509,6565,83.9,1656,3200,51.8,26,29.9,26.3,-3.9,285,903,199,58,1200,/en/squads/1cbf5f9e/2020-2021/Nimes-Stats
33,38,22941,26137,87.8,354458,118629,12123,13008,93.2,8404,9299,90.4,1439,2205,65.3,52,55.6,52.9,-3.6,411,1831,427,74,2089,/en/squads/e2d8892c/2020-2021/Paris-Saint-Germain-Stats
29,38,13535,17170,78.8,258466,89989,5325,6112,87.1,6107,7064,86.5,1800,3175,56.7,23,21.7,20.8,1.3,275,968,210,57,1246,/en/squads/7fdd64e0/2020-2021/Reims-Stats
32,38,20011,23914,83.7,351486,119377,9190,10204,90.1,8499,9564,88.9,1926,3135,61.4,39,35.3,40.8,3.7,376,1556,293,83,1883,/en/squads/b3072e00/2020-2021/Rennes-Stats
40,38,13609,17666,77.0,244243,93333,6072,7028,86.4,5531,6605,83.7,1579,2986,52.9,28,31.6,25.9,-3.6,330,934,228,87,1229,/en/squads/d298ef2c/2020-2021/Saint-Etienne-Stats
26,38,13120,17175,76.4,263920,100553,4985,5851,85.2,5680,6733,84.4,2137,3638,58.7,26,32.1,34.7,-6.1,272,1012,253,98,1301,/en/squads/c0d3eab4/2020-2021/Strasbourg-Stats
26,34,10582,14604,72.5,214163,88686,3914,4823,81.2,4806,5879,81.7,1610,3097,52.0,16,23.9,25.4,-7.9,229,795,172,50,880,/en/squads/247c4b67/2020-2021/Arminia-Stats
25,34,10257,14168,72.4,193960,77974,4167,5063,82.3,4515,5469,82.6,1322,2716,48.7,23,25.9,22.9,-2.9,245,691,182,56,987,/en/squads/0cdc4311/2020-2021/Augsburg-Stats
29,34,18358,22039,83.3,327421,111389,7794,8735,89.2,7997,9011,88.7,1993,3021,66.0,75,55.2,69.4,19.8,461,1578,464,113,2084,/en/squads/054efa67/2020-2021/Bayern-Munich-Stats
26,34,18812,22396,84.0,330898,107300,8274,9247,89.5,8007,8942,89.5,1936,2917,66.4,57,51.2,52.4,5.8,389,1374,401,45,1745,/en/squads/add600ae/2020-2021/Dortmund-Stats
25,34,14241,18424,77.3,253275,99451,6399,7455,85.8,6095,7255,84.0,1446,2758,52.4,52,44.0,46.8,8.0,361,1143,301,103,1548,/en/squads/f0ac8ee6/2020-2021/Eintracht-Frankfurt-Stats
24,34,12177,15960,76.3,235666,88608,4649,5516,84.3,5693,6655,85.5,1571,2930,53.6,34,29.5,26.6,4.5,286,858,222,85,1170,/en/squads/a486e511/2020-2021/Freiburg-Stats
23,34,15207,18955,80.2,258868,94260,7096,8048,88.2,6254,7326,85.4,1364,2401,56.8,44,37.1,34.4,6.9,333,974,248,42,1371,/en/squads/32f3ee20/2020-2021/Monchengladbach-Stats
32,34,12566,16169,77.7,248502,87307,4473,5282,84.7,5998,6958,86.2,1814,3023,60.0,29,29.1,27.9,-0.1,278,839,224,75,1176,/en/squads/2818f8bc/2020-2021/Hertha-BSC-Stats
30,34,14269,18046,79.1,259701,96648,6008,6880,87.3,6296,7287,86.4,1608,2822,57.0,38,37.4,37.5,0.6,328,1113,313,101,1517,/en/squads/033ea6b8/2020-2021/Hoffenheim-Stats
28,34,11954,15870,75.3,227260,90858,4798,5675,84.5,5204,6246,83.3,1650,3005,54.9,23,25.5,27.1,-2.5,254,837,214,83,1131,/en/squads/bc357bf7/2020-2021/Koln-Stats
30,34,17887,21683,82.5,323019,109005,7511,8391,89.5,7884,8922,88.4,1988,3185,62.4,41,34.7,38.0,6.3,351,1252,263,75,1522,/en/squads/c7a9f859/2020-2021/Bayer-Leverkusen-Stats
31,34,9531,13776,69.2,176200,76432,4003,5020,79.7,4037,5275,76.5,1206,2557,47.2,23,34.9,33.7,-11.9,274,781,218,73,1046,/en/squads/a224b06a/2020-2021/Mainz-05-Stats
25,34,17500,21450,81.6,292079,103411,8233,9297,88.6,7169,8272,86.7,1453,2493,58.3,44,43.7,51.9,0.3,418,1436,367,81,1718,/en/squads/acbb6a5b/2020-2021/RB-Leipzig-Stats
42,34,11084,14706,75.4,202831,76224,4611,5483,84.1,4847,5750,84.3,1290,2483,52.0,20,20.6,19.2,-0.6,217,668,182,39,943,/en/squads/c539e393/2020-2021/Schalke-04-Stats
29,34,14115,17768,79.4,245018,95221,6481,7378,87.8,5864,6865,85.4,1332,2415,55.2,42,37.1,38.0,4.9,358,1063,267,53,1467,/en/squads/598bc722/2020-2021/Stuttgart-Stats
27,34,11859,15951,74.3,222470,86090,4864,5826,83.5,5148,6256,82.3,1521,2901,52.4,39,33.4,31.3,5.6,296,835,193,87,1059,/en/squads/7a41008f/2020-2021/Union-Berlin-Stats
27,34,11648,15559,74.9,211793,84074,5201,6190,84.0,4826,5900,81.8,1349,2551,52.9,25,21.5,24.3,3.5,252,822,190,81,1065,/en/squads/62add3bf/2020-2021/Werder-Bremen-Stats
26,34,13133,17236,76.2,251433,91864,4953,5972,82.9,6223,7378,84.3,1661,2905,57.2,48,37.7,38.8,10.3,353,1004,282,70,1397,/en/squads/4eaa11d7/2020-2021/Wolfsburg-Stats
30,38,18066,22063,81.9,310229,109918,8542,9641,88.6,7388,8505,86.9,1686,2744,61.4,65,55.5,49.1,9.5,487,1635,490,85,2077,/en/squads/922493f3/2020-2021/Atalanta-Stats
29,38,11573,15318,75.6,210156,81278,4998,5811,86.0,4745,5735,82.7,1419,2776,51.1,26,27.6,24.7,-1.6,300,762,270,85,1096,/en/squads/4fcb34fd/2020-2021/Benevento-Stats
37,38,14683,18539,79.2,256726,99247,6691,7649,87.5,5991,7098,84.4,1528,2647,57.7,38,39.0,29.3,-1.0,372,1192,262,60,1516,/en/squads/1d8099f8/2020-2021/Bologna-Stats
32,38,13040,16868,77.3,235882,89906,5808,6707,86.6,5347,6417,83.3,1541,2778,55.5,30,34.0,30.8,-4.0,317,967,276,91,1228,/en/squads/c4260e09/2020-2021/Cagliari-Stats
31,38,13532,17229,78.5,245442,95255,5782,6594,87.7,6004,7014,85.6,1437,2695,53.3,27,23.9,22.1,3.1,269,862,224,68,1217,/en/squads/3074d7b1/2020-2021/Crotone-Stats
30,38,13430,17136,78.4,246275,88848,5748,6592,87.2,5603,6571,85.3,1668,2930,56.9,31,31.6,28.0,-0.6,266,1130,245,93,1353,/en/squads/421387cf/2020-2021/Fiorentina-Stats
34,38,13950,17947,77.7,246168,89422,6409,7297,87.8,5470,6510,84.0,1601,3000,53.4,32,26.4,19.4,5.6,249,920,226,74,1165,/en/squads/658bf2de/2020-2021/Genoa-Stats
32,38,12926,17419,74.2,232123,85512,5724,6738,85.0,5450,6669,81.7,1405,2918,48.1,30,33.5,27.8,-3.5,304,1088,289,67,1490,/en/squads/0e72edf2/2020-2021/Hellas-Verona-Stats
25,38,18384,21624,85.0,321565,102857,8126,8970,90.6,7965,8842,90.1,1776,2636,67.4,62,52.5,46.5,9.5,422,1361,395,96,1707,/en/squads/d609edc0/2020-2021/Internazionale-Stats
30,38,19839,23031,86.1,353120,113338,8475,9273,91.4,8934,9758,91.6,1969,2877,68.4,59,55.1,40.5,3.9,470,1454,356,89,1768,/en/squads/e0652b02/2020-2021/Juventus-Stats
30,38,16972,20795,81.6,304863,108222,7366,8356,88.2,7099,8110,87.5,2007,3161,63.5,40,39.6,34.6,0.4,391,1479,398,115,1688,/en/squads/7213da33/2020-2021/Lazio-Stats
29,38,15889,19459,81.7,275188,97709,7279,8168,89.1,6493,7406,87.7,1617,2709,59.7,47,43.9,40.1,3.1,408,1250,346,80,1483,/en/squads/dc56fe14/2020-2021/Milan-Stats
25,38,18892,22210,85.1,319926,104978,9198,10054,91.5,7244,8103,89.4,1879,2799,67.1,56,46.9,38.6,9.1,479,1325,363,69,1703,/en/squads/d48ad4ff/2020-2021/Napoli-Stats
42,38,14837,18427,80.5,288732,105937,5771,6609,87.3,6553,7501,87.4,2179,3355,64.9,26,30.5,26.1,-4.5,286,1074,238,90,1319,/en/squads/eab4234c/2020-2021/Parma-Stats
31,38,16561,19977,82.9,303327,98451,6898,7773,88.7,7551,8390,90.0,1810,2923,61.9,51,48.2,37.1,2.8,395,1207,328,68,1583,/en/squads/cf74a709/2020-2021/Roma-Stats
27,38,13423,17643,76.1,241858,92319,6023,7007,86.0,5353,6512,82.2,1630,3045,53.5,37,31.9,28.8,5.1,321,1006,265,76,1370,/en/squads/8ff9e3b3/2020-2021/Sampdoria-Stats
28,38,20368,23660,86.1,329660,107912,10297,11141,92.4,7918,8787,90.1,1539,2467,62.4,36,34.0,31.0,2.0,381,1539,353,46,1746,/en/squads/e2befd26/2020-2021/Sassuolo-Stats
35,38,15565,19567,79.5,303384,99239,6096,6927,88.0,6763,7842,86.2,2380,3847,61.9,37,31.1,27.5,5.9,289,1134,254,69,1388,/en/squads/68449f6d/2020-2021/Spezia-Stats
29,38,13369,17163,77.9,240588,86398,6122,6894,88.8,5209,6234,83.6,1675,3057,54.8,28,32.2,27.7,-4.2,309,958,236,96,1138,/en/squads/105360fe/2020-2021/Torino-Stats
33,38,13917,17414,79.9,242519,89246,6417,7237,88.7,5667,6618,85.6,1389,2492,55.7,30,30.0,27.7,0.0,294,1041,270,70,1405,/en/squads/04eea015/2020-2021/Udinese-Stats
