players_used,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,url
27,28,425,238,194,184,47,201,510,39.4,309,280,87,193,300,725,615,17,/en/squads/25622401/2019-2020/Amiens-Stats
26,28,439,279,206,178,55,177,452,39.2,275,229,51,178,267,706,513,8,/en/squads/69236f98/2019-2020/Angers-Stats
26,28,483,284,232,206,45,230,595,38.7,365,237,89,148,302,785,575,13,/en/squads/123f3efe/2019-2020/Bordeaux-Stats
24,28,484,282,238,186,60,184,472,39.0,288,263,82,181,352,836,537,11,/en/squads/fb08dbb3/2019-2020/Brest-Stats
28,28,516,304,259,208,49,239,548,43.6,309,277,100,177,332,848,596,14,/en/squads/8dfb7350/2019-2020/Dijon-Stats
25,28,424,237,163,203,58,183,467,39.2,284,263,62,201,278,702,450,9,/en/squads/cb188c0c/2019-2020/Lille-Stats
27,28,492,304,232,193,67,201,442,45.5,241,241,94,147,311,803,540,7,/en/squads/d53c0b06/2019-2020/Lyon-Stats
23,28,564,325,246,246,72,235,560,42.0,325,264,58,206,312,876,533,9,/en/squads/5725cc7b/2019-2020/Marseille-Stats
24,28,526,337,295,186,45,213,475,44.8,262,293,97,196,312,838,635,5,/en/squads/f83960ae/2019-2020/Metz-Stats
28,28,504,307,231,221,52,235,556,42.3,321,249,70,179,281,785,495,15,/en/squads/fd6114db/2019-2020/Monaco-Stats
27,28,449,286,215,190,44,217,570,38.1,353,220,83,137,308,757,520,7,/en/squads/281b0e73/2019-2020/Montpellier-Stats
29,28,548,347,245,249,54,265,550,48.2,285,217,72,145,305,853,512,4,/en/squads/d7a486cd/2019-2020/Nantes-Stats
31,28,471,279,246,180,45,212,516,41.1,304,280,81,199,343,814,480,13,/en/squads/132ebc33/2019-2020/Nice-Stats
28,28,552,302,235,258,59,249,599,41.6,350,272,75,197,329,881,469,6,/en/squads/1cbf5f9e/Nimes-Stats
31,27,484,295,191,220,73,191,473,40.4,282,258,57,201,255,739,303,13,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats
26,28,490,324,259,185,46,184,401,45.9,217,228,72,156,325,815,514,8,/en/squads/7fdd64e0/2019-2020/Reims-Stats
26,28,501,296,251,205,45,218,533,40.9,315,277,96,181,272,773,594,7,/en/squads/b3072e00/2019-2020/Rennes-Stats
31,28,512,318,212,238,62,219,508,43.1,289,267,63,204,376,888,478,15,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats
25,27,472,293,234,193,45,189,403,46.9,214,198,51,147,301,773,436,11,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats
30,28,549,346,270,227,52,220,508,43.3,288,252,77,175,320,869,592,13,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats
28,34,534,314,271,215,48,220,563,39.1,343,362,123,239,434,968,778,8,/en/squads/0cdc4311/2019-2020/Augsburg-Stats
29,34,500,293,180,222,98,211,503,41.9,292,290,79,211,342,842,382,9,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats
27,34,529,329,249,214,66,226,509,44.4,283,353,88,265,375,904,463,10,/en/squads/add600ae/2019-2020/Dortmund-Stats
28,34,496,307,244,199,53,200,540,37.0,340,350,105,245,376,872,610,9,/en/squads/b1278397/2019-2020/Dusseldorf-Stats
27,34,596,377,278,246,72,232,617,37.6,385,403,97,306,376,972,520,5,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
26,34,431,252,226,162,43,175,497,35.2,322,401,157,244,354,785,810,18,/en/squads/a486e511/2019-2020/Freiburg-Stats
25,34,552,322,254,215,83,228,586,38.9,358,398,106,292,381,933,596,11,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats
32,34,556,341,282,221,53,208,521,39.9,313,435,130,305,409,965,794,12,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
31,34,529,309,283,196,50,239,578,41.3,339,384,121,263,349,878,719,9,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
29,34,607,413,292,257,58,249,622,40.0,373,397,97,300,435,1042,681,5,/en/squads/bc357bf7/2019-2020/Koln-Stats
24,34,557,353,239,244,74,263,600,43.8,337,365,71,294,333,890,496,11,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
25,34,576,331,280,233,63,225,542,41.5,317,403,110,293,363,939,724,13,/en/squads/a224b06a/2019-2020/Mainz-05-Stats
27,34,632,400,354,221,57,301,722,41.7,421,435,111,324,364,996,747,9,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats
29,34,616,361,280,251,85,258,624,41.3,366,397,86,311,364,980,610,16,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats
29,34,589,361,268,242,79,255,625,40.8,370,474,118,356,407,996,656,15,/en/squads/c539e393/2019-2020/Schalke-04-Stats
26,34,550,322,265,220,65,213,565,37.7,352,396,124,272,421,971,775,8,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats
30,34,550,345,285,199,66,216,573,37.7,357,369,123,246,423,973,775,11,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats
26,34,598,363,277,247,74,241,589,40.9,348,378,87,291,377,975,649,9,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats
30,38,627,351,252,278,97,263,643,40.9,380,396,111,285,418,1045,532,12,/en/squads/922493f3/2019-2020/Atalanta-Stats
31,38,575,338,270,238,67,226,619,36.5,393,390,125,265,412,987,667,13,/en/squads/1d8099f8/2019-2020/Bologna-Stats
32,38,507,273,256,195,56,226,559,40.4,333,399,170,229,361,868,886,12,/en/squads/4ef57aeb/2019-2020/Brescia-Stats
33,38,560,338,300,203,57,231,619,37.3,388,445,174,271,337,897,855,13,/en/squads/c4260e09/2019-2020/Cagliari-Stats
33,38,571,333,300,205,66,213,628,33.9,415,346,98,248,347,918,719,9,/en/squads/421387cf/2019-2020/Fiorentina-Stats
34,38,551,335,268,210,73,212,589,36.0,377,410,150,260,385,936,775,16,/en/squads/658bf2de/2019-2020/Genoa-Stats
30,38,488,290,237,187,64,203,463,43.8,260,361,173,188,398,886,825,10,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
29,38,524,287,228,212,84,196,575,34.1,379,371,120,251,370,894,657,12,/en/squads/d609edc0/2019-2020/Internazionale-Stats
30,38,539,318,225,219,95,224,582,38.5,358,374,120,254,370,909,590,14,/en/squads/e0652b02/2019-2020/Juventus-Stats
27,38,547,311,270,205,72,224,612,36.6,388,404,142,262,378,925,642,9,/en/squads/7213da33/2019-2020/Lazio-Stats
30,38,525,293,288,192,45,234,628,37.3,394,395,150,245,383,908,793,30,/en/squads/ffcbe334/2019-2020/Lecce-Stats
32,38,581,345,270,237,74,234,620,37.7,386,353,106,247,419,1000,652,19,/en/squads/dc56fe14/2019-2020/Milan-Stats
25,38,487,295,223,183,81,206,540,38.1,334,322,86,236,330,817,464,11,/en/squads/d48ad4ff/2019-2020/Napoli-Stats
25,38,615,348,329,228,58,282,708,39.8,426,423,177,246,394,1009,859,14,/en/squads/eab4234c/2019-2020/Parma-Stats
31,38,493,303,202,203,88,197,503,39.2,306,347,107,240,400,893,644,15,/en/squads/cf74a709/2019-2020/Roma-Stats
34,38,554,327,299,197,58,222,571,38.9,349,390,170,220,394,948,748,15,/en/squads/1d2fe027/2019-2020/SPAL-Stats
31,38,584,354,267,224,93,230,605,38.0,375,397,116,281,396,980,778,5,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats
31,38,553,332,273,211,69,249,556,44.8,307,392,130,262,348,901,666,9,/en/squads/e2befd26/2019-2020/Sassuolo-Stats
27,38,572,314,266,236,70,212,549,38.6,337,433,160,273,495,1067,875,14,/en/squads/105360fe/2019-2020/Torino-Stats
25,38,597,340,329,214,54,253,593,42.7,340,434,153,281,375,972,789,13,/en/squads/04eea015/2019-2020/Udinese-Stats
