players_used,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,url
30,38,18869,16961,1858,461,47,124,473,773,162,75,77,2,14965,50,373,/en/squads/1c781004/2019-2020/Norwich-City-Stats
26,38,16858,14962,1818,375,15,206,866,882,212,150,18,18,12125,78,341,/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats
25,38,17468,15450,1960,448,27,133,690,950,210,106,87,5,12488,58,331,/en/squads/33c895d4/2019-2020/Southampton-Stats
29,38,20296,18404,1826,464,79,113,641,785,200,116,51,1,16101,66,344,/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats
26,38,15775,13907,1800,398,11,134,684,838,167,92,49,2,11230,68,285,/en/squads/2abfe087/2019-2020/Watford-Stats
29,38,16861,14967,1828,432,38,156,737,815,190,111,54,6,12451,66,358,/en/squads/7c21e445/2019-2020/West-Ham-United-Stats
21,38,18474,16650,1775,405,40,203,718,816,193,55,80,0,14298,49,323,/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats
32,38,13973,11911,2001,543,17,108,562,881,136,52,53,0,9612,61,278,/en/squads/8d6fd021/2019-2020/Alaves-Stats
26,38,16915,14889,1942,517,14,200,754,874,178,70,65,6,12533,84,306,/en/squads/2b390eca/2019-2020/Athletic-Club-Stats
30,38,17765,15735,1914,511,62,123,574,835,183,60,92,0,13595,116,283,/en/squads/db3b9613/2019-2020/Atletico-Madrid-Stats
28,38,28227,26418,1726,573,86,183,417,638,185,92,27,2,24758,83,337,/en/squads/206d90db/2019-2020/Barcelona-Stats
27,38,19823,17676,2063,699,30,205,624,799,185,67,41,2,16182,84,337,/en/squads/fc536746/2019-2020/Real-Betis-Stats
30,38,18557,16543,1944,593,38,138,636,749,176,61,78,2,14552,70,367,/en/squads/f25da7fb/2019-2020/Celta-Vigo-Stats
26,38,15551,13381,2097,531,11,221,870,1015,189,69,101,1,10439,73,286,/en/squads/bea5c710/2019-2020/Eibar-Stats
31,38,16363,14389,1909,543,19,146,710,800,156,59,64,6,11881,65,281,/en/squads/a8661628/2019-2020/Espanyol-Stats
30,38,13715,11368,2241,630,27,215,833,1094,185,41,69,2,8319,106,377,/en/squads/7848bd64/2019-2020/Getafe-Stats
27,38,14105,12058,1977,582,16,133,670,825,163,64,57,0,9810,70,306,/en/squads/a0435291/2019-2020/Granada-Stats
29,38,14838,12774,1989,565,20,160,771,886,157,42,83,3,10336,75,296,/en/squads/7c6f2c78/2019-2020/Leganes-Stats
29,38,16332,14321,1930,548,34,227,697,749,189,91,42,6,12415,81,335,/en/squads/9800b6a1/2019-2020/Levante-Stats
32,38,15636,13615,1963,577,18,119,682,793,171,64,60,0,11782,58,325,/en/squads/2aa12281/2019-2020/Mallorca-Stats
31,38,15904,13788,2036,533,16,192,755,926,180,67,72,1,10959,80,316,/en/squads/03c57e2b/2019-2020/Osasuna-Stats
26,38,23733,21828,1821,534,59,445,776,786,192,51,68,0,20107,84,328,/en/squads/53a2f082/2019-2020/Real-Madrid-Stats
27,38,20229,18172,1979,598,54,115,719,868,181,99,33,2,15989,78,376,/en/squads/e31d1cd9/2019-2020/Real-Sociedad-Stats
26,38,21733,19673,1968,553,30,384,880,837,226,72,79,6,17525,92,350,/en/squads/ad2be733/2019-2020/Sevilla-Stats
28,38,18258,16284,1874,591,46,238,677,688,169,54,70,8,14490,100,257,/en/squads/dcc91a7b/2019-2020/Valencia-Stats
30,38,15457,13389,1987,574,24,214,645,806,161,62,56,0,11187,81,293,/en/squads/17859612/2019-2020/Valladolid-Stats
25,38,20045,18098,1876,510,42,267,619,804,148,53,57,0,16218,71,290,/en/squads/2a8183b3/2019-2020/Villarreal-Stats
27,28,12850,11356,1457,350,28,91,463,669,108,53,28,0,9685,37,229,/en/squads/25622401/2019-2020/Amiens-Stats
26,28,13458,12001,1429,351,15,97,550,649,146,48,85,2,10518,28,232,/en/squads/69236f98/2019-2020/Angers-Stats
26,28,15092,13672,1380,389,35,93,425,546,137,83,42,0,12252,40,204,/en/squads/123f3efe/2019-2020/Bordeaux-Stats
24,28,14206,12692,1479,332,32,146,520,722,117,63,28,1,11054,35,245,/en/squads/fb08dbb3/2019-2020/Brest-Stats
28,28,13029,11560,1437,380,30,90,451,622,121,43,57,3,10073,32,213,/en/squads/8dfb7350/2019-2020/Dijon-Stats
25,28,14278,12765,1453,387,47,113,528,657,154,61,70,1,11263,60,259,/en/squads/cb188c0c/2019-2020/Lille-Stats
27,28,15983,14622,1335,353,39,114,495,604,129,68,27,1,13273,26,218,/en/squads/d53c0b06/2019-2020/Lyon-Stats
23,28,14767,13347,1397,381,37,132,499,648,151,49,73,1,11918,23,200,/en/squads/5725cc7b/2019-2020/Marseille-Stats
24,28,12493,11124,1338,366,15,80,447,572,119,53,46,1,9568,31,203,/en/squads/f83960ae/2019-2020/Metz-Stats
28,28,14506,13101,1361,404,52,104,510,541,132,44,67,1,11667,44,235,/en/squads/fd6114db/2019-2020/Monaco-Stats
27,28,12825,11351,1432,418,19,147,614,592,130,66,51,4,9713,42,257,/en/squads/281b0e73/2019-2020/Montpellier-Stats
29,28,13673,12190,1439,383,17,102,464,649,150,68,57,3,10578,44,233,/en/squads/d7a486cd/2019-2020/Nantes-Stats
31,28,15644,14277,1345,401,24,120,395,519,131,51,51,3,13394,22,192,/en/squads/132ebc33/2019-2020/Nice-Stats
28,28,11253,9597,1617,455,8,116,544,733,143,54,70,8,8100,39,225,/en/squads/1cbf5f9e/Nimes-Stats
31,27,19009,17723,1229,317,89,113,520,514,181,90,39,4,16726,57,185,/en/squads/e2d8892c/2019-2020/Paris-Saint-Germain-Stats
26,28,13260,11748,1467,412,30,130,539,653,143,31,86,4,10325,45,220,/en/squads/7fdd64e0/2019-2020/Reims-Stats
26,28,13199,11752,1407,403,24,120,478,629,124,64,47,1,10388,40,208,/en/squads/b3072e00/2019-2020/Rennes-Stats
31,28,13149,11633,1473,375,24,119,563,678,140,87,36,2,10048,43,227,/en/squads/d298ef2c/2019-2020/Saint-Etienne-Stats
25,27,12842,11488,1321,342,23,215,579,592,129,46,60,0,10044,33,205,/en/squads/c0d3eab4/2019-2020/Strasbourg-Stats
30,28,12290,10842,1418,341,15,60,534,582,123,43,72,0,9333,30,214,/en/squads/3f8c4b5f/2019-2020/Toulouse-Stats
28,34,12287,10461,1745,441,18,118,479,772,133,59,60,0,8439,81,339,/en/squads/0cdc4311/2019-2020/Augsburg-Stats
29,34,24273,22488,1707,444,69,180,850,767,240,91,100,0,20587,78,347,/en/squads/054efa67/2019-2020/Bayern-Munich-Stats
27,34,24071,22420,1595,410,63,188,510,694,190,64,77,2,20601,56,353,/en/squads/add600ae/2019-2020/Dortmund-Stats
28,34,15164,13381,1727,493,19,225,705,730,148,27,98,0,11367,56,296,/en/squads/b1278397/2019-2020/Dusseldorf-Stats
27,34,16602,14737,1808,457,16,126,892,813,213,64,120,1,12302,57,375,/en/squads/f0ac8ee6/2019-2020/Eintracht-Frankfurt-Stats
26,34,15762,13890,1816,454,31,152,649,766,151,96,35,1,12085,56,349,/en/squads/a486e511/2019-2020/Freiburg-Stats
25,34,17974,16127,1756,488,52,107,570,742,172,90,48,2,14321,91,305,/en/squads/32f3ee20/2019-2020/Monchengladbach-Stats
32,34,14961,13249,1655,423,13,184,527,742,125,37,72,2,11361,57,302,/en/squads/2818f8bc/2019-2020/Hertha-BSC-Stats
31,34,17932,16146,1725,472,40,89,579,700,174,58,98,3,14392,61,339,/en/squads/033ea6b8/2019-2020/Hoffenheim-Stats
29,34,15108,13248,1785,475,33,106,708,735,175,77,79,2,11195,75,315,/en/squads/bc357bf7/2019-2020/Koln-Stats
24,34,22954,21080,1782,475,40,124,713,782,215,127,68,2,19042,92,368,/en/squads/c7a9f859/2019-2020/Bayer-Leverkusen-Stats
25,34,13997,12153,1774,435,38,108,615,751,174,74,89,1,10245,70,249,/en/squads/a224b06a/2019-2020/Mainz-05-Stats
27,34,15172,13237,1873,422,21,172,572,885,176,80,69,2,11502,62,415,/en/squads/d9f93f02/2019-2020/Paderborn-07-Stats
29,34,20063,18285,1700,466,48,117,628,738,188,92,67,1,16241,78,363,/en/squads/acbb6a5b/2019-2020/RB-Leipzig-Stats
29,34,15752,13909,1762,445,33,105,472,807,152,17,110,2,12014,81,332,/en/squads/c539e393/2019-2020/Schalke-04-Stats
26,34,13664,11861,1739,439,13,47,628,796,137,65,61,2,9451,64,317,/en/squads/7a41008f/2019-2020/Union-Berlin-Stats
30,34,16729,14830,1846,528,17,101,601,745,160,68,78,2,12893,53,350,/en/squads/62add3bf/2019-2020/Werder-Bremen-Stats
26,34,15677,13799,1806,444,37,138,651,876,167,51,73,6,11610,72,344,/en/squads/4eaa11d7/2019-2020/Wolfsburg-Stats
30,38,21860,19949,1861,577,40,163,767,715,248,83,132,0,17945,50,354,/en/squads/922493f3/2019-2020/Atalanta-Stats
31,38,18465,16401,1979,618,28,134,733,736,228,155,21,2,14608,85,329,/en/squads/1d8099f8/2019-2020/Bologna-Stats
32,38,14648,12511,2069,644,22,160,641,784,160,44,76,1,10833,68,327,/en/squads/4ef57aeb/2019-2020/Brescia-Stats
33,38,16868,14891,1921,562,24,167,762,749,154,63,67,1,13131,56,289,/en/squads/c4260e09/2019-2020/Cagliari-Stats
33,38,17172,15265,1857,576,41,173,726,705,209,70,112,0,13589,50,313,/en/squads/421387cf/2019-2020/Fiorentina-Stats
34,38,18157,16145,1955,555,13,142,723,782,166,51,71,0,14305,57,329,/en/squads/658bf2de/2019-2020/Genoa-Stats
30,38,17641,15621,1929,555,29,94,750,734,207,83,112,0,13348,91,310,/en/squads/0e72edf2/2019-2020/Hellas-Verona-Stats
29,38,20842,18974,1772,469,20,243,790,704,235,92,65,1,17232,96,348,/en/squads/d609edc0/2019-2020/Internazionale-Stats
30,38,23408,21548,1787,509,54,209,698,713,235,74,105,1,20149,73,299,/en/squads/e0652b02/2019-2020/Juventus-Stats
27,38,19415,17695,1649,449,63,186,741,610,218,72,102,0,15875,71,327,/en/squads/7213da33/2019-2020/Lazio-Stats
30,38,17104,15195,1842,563,16,208,711,600,182,15,27,1,13640,67,336,/en/squads/ffcbe334/2019-2020/Lecce-Stats
32,38,20701,18774,1864,548,41,178,713,746,208,85,78,0,17070,63,300,/en/squads/dc56fe14/2019-2020/Milan-Stats
25,38,24596,22677,1865,604,36,187,813,712,222,81,93,2,21173,54,340,/en/squads/d48ad4ff/2019-2020/Napoli-Stats
25,38,15756,13796,1900,524,19,204,597,735,166,79,57,2,12193,60,275,/en/squads/eab4234c/2019-2020/Parma-Stats
31,38,19325,17490,1790,522,57,213,781,664,267,58,162,1,15972,45,289,/en/squads/cf74a709/2019-2020/Roma-Stats
34,38,16878,14912,1913,596,12,130,693,691,158,63,65,1,13281,53,321,/en/squads/1d2fe027/2019-2020/SPAL-Stats
31,38,15949,13988,1898,556,28,120,814,735,195,96,67,0,11918,63,306,/en/squads/8ff9e3b3/2019-2020/Sampdoria-Stats
31,38,21873,19942,1867,621,46,117,562,677,207,118,68,1,18601,64,296,/en/squads/e2befd26/2019-2020/Sassuolo-Stats
27,38,16330,14310,1957,611,14,182,756,706,180,54,34,1,12572,63,318,/en/squads/105360fe/2019-2020/Torino-Stats
25,38,16971,15127,1779,470,19,151,730,664,200,73,55,0,13373,65,311,/en/squads/04eea015/2019-2020/Udinese-Stats
